"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"ecoli",1,"train","all","PreSelectedRules",0.931623931623932,0.940796221782718,0.71489841841327,0.86555995756671,0.942028985507246,0.943452585712648,0.724440836940837,0.875784294947893,0.851851851851852,0.927272727272727,0.885714285714286,0.875555555555556
"ecoli",1,"train","covered","PreSelectedRules",0.931623931623932,0.940796221782718,0.71489841841327,0.86555995756671,0.942028985507246,0.943452585712648,0.724440836940837,0.875784294947893,0.851851851851852,0.927272727272727,0.885714285714286,0.875555555555556
"ecoli",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ecoli",1,"test","all","PreSelectedRules",0.92156862745098,0.906493506493506,0.864126984126984,0.852828456683878,0.938271604938272,0.926666666666667,0.861538461538462,0.856998556998557,0.857142857142857,0.855555555555556,0.866666666666667,0.823484848484848
"ecoli",1,"test","covered","PreSelectedRules",0.92156862745098,0.906493506493506,0.864126984126984,0.852828456683878,0.938271604938272,0.926666666666667,0.861538461538462,0.856998556998557,0.857142857142857,0.855555555555556,0.866666666666667,0.823484848484848
"ecoli",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ecoli",1,"train","all","OptimalRules",0.97008547008547,0.976702840465327,0.801038961038961,0.950833671435649,0.975845410628019,0.980769709646895,0.812698412698413,0.961736123411381,0.925925925925926,0.944444444444444,0.771428571428571,0.949519230769231
"ecoli",1,"train","covered","OptimalRules",0.982532751091703,0.986888025650512,0.94729907773386,0.963298682899409,0.985221674876847,0.98945026520245,0.956862745098039,0.971090414095595,0.961538461538462,0.96875,0.8,0.983333333333333
"ecoli",1,"train","notcovered","OptimalRules",0.4,0.4,0.333333333333333,0.571428571428572,0.5,0.5,0.333333333333333,0.666666666666667,0,0,0,NA
"ecoli",1,"test","all","OptimalRules",0.911764705882353,0.727693602693603,0.838201058201058,0.851652439718388,0.925925925925926,0.8975,0.846666666666667,0.8634996582365,0.857142857142857,0.638888888888889,0.7,0.908333333333333
