"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"BCo",1,"RF",3.56,1,3,3,4,6
"BCo",1,"CART",2,2,2,2,2,2
"BCo",1,"PreSelectedRules",3.55,1,3,3,4,6
"BCo",1,"OptimalRules",2.8,2,2,3,3,4
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4
"BCo",1,"IntreesRRFVote",1.89,1,1,2,2,3
"BCo",1,"IntreesVote",2,1,2,2,2,3
"BCo",1,"IntreesSTEL",2,1,2,2,2,3
"BCo",2,"RF",3.59,2,3,4,4,7
"BCo",2,"CART",2.67,2,2.25,3,3,3
"BCo",2,"PreSelectedRules",3.68,2,3,4,4,6
"BCo",2,"OptimalRules",2.8,2,3,3,3,3
"BCo",2,"OPTSTEL",2.8,2,3,3,3,3
"BCo",2,"IntreesRRFVote",2,1,1,2,3,3
"BCo",2,"IntreesVote",2,1,1,2,3,3
"BCo",2,"IntreesSTEL",2,1,1,2,3,3
"BCo",3,"RF",3.59,1,3,3,4,8
"BCo",3,"CART",2.88,2,2,3,3.25,4
"BCo",3,"PreSelectedRules",3.43,1,3,3,4,6
"BCo",3,"OptimalRules",3.25,3,3,3,3.25,4
"BCo",3,"OPTSTEL",3.25,3,3,3,3.25,4
"BCo",3,"IntreesRRFVote",2.33,1,2,2,2.25,5
"BCo",3,"IntreesVote",2.8,2,2,2,3,5
"BCo",3,"IntreesSTEL",2.8,2,2,2,3,5
"BCo",4,"RF",3.7,1,3,4,4,7
"BCo",4,"CART",2.4,2,2,2,3,3
"BCo",4,"PreSelectedRules",3.69,1,3,4,4,6
"BCo",4,"OptimalRules",4,3,3,4,4,6
"BCo",4,"OPTSTEL",4,3,3,4,4,6
"BCo",4,"IntreesRRFVote",2.25,1,1.75,2,2.25,5
"BCo",4,"IntreesVote",2.75,1,1.75,2.5,3.5,5
"BCo",4,"IntreesSTEL",2.75,1,1.75,2.5,3.5,5
"BCo",5,"RF",3.75,1,3,4,4,8
"BCo",5,"CART",2.25,1,1.75,2.5,3,3
"BCo",5,"PreSelectedRules",3.69,1,3,4,4,6
"BCo",5,"OptimalRules",3.25,2,2.75,3.5,4,4
"BCo",5,"OPTSTEL",3.25,2,2.75,3.5,4,4
"BCo",5,"IntreesRRFVote",2.08,1,2,2,2,4
"BCo",5,"IntreesVote",1.86,1,2,2,2,2
"BCo",5,"IntreesSTEL",1.86,1,2,2,2,2
"BCo",6,"RF",3.65,1,3,4,4,7
"BCo",6,"CART",2,2,2,2,2,2
"BCo",6,"PreSelectedRules",3.64,1,3,4,4,6
"BCo",6,"OptimalRules",2.4,1,2,2,3,4
"BCo",6,"OPTSTEL",2.4,1,2,2,3,4
"BCo",6,"IntreesRRFVote",2.2,1,2,2,2,4
"BCo",6,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"BCo",6,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"BCo",7,"RF",3.66,2,3,4,4,7
"BCo",7,"CART",2.25,1,1.75,2.5,3,3
"BCo",7,"PreSelectedRules",3.73,2,3,4,4,6
"BCo",7,"OptimalRules",2.8,2,2,3,3,4
"BCo",7,"OPTSTEL",2.8,2,2,3,3,4
"BCo",7,"IntreesRRFVote",2,1,2,2,2,3
"BCo",7,"IntreesVote",2,1,1.75,2,2.25,3
"BCo",7,"IntreesSTEL",2,1,1.75,2,2.25,3
"BCo",8,"RF",3.83,2,3,4,4,7
"BCo",8,"CART",2.5,2,2,2.5,3,3
"BCo",8,"PreSelectedRules",3.87,2,3,4,5,6
"BCo",8,"OptimalRules",4,3,3,4,4,6
"BCo",8,"OPTSTEL",4,3,3,4,4,6
"BCo",8,"IntreesRRFVote",2.62,1,2,2.5,3.25,4
"BCo",8,"IntreesVote",2.4,1,2,2,3,4
"BCo",8,"IntreesSTEL",2.4,1,2,2,3,4
"BCo",9,"RF",3.65,1,3,4,4,7
"BCo",9,"CART",2.25,1,1.75,2.5,3,3
"BCo",9,"PreSelectedRules",3.63,2,3,4,4,6
"BCo",9,"OptimalRules",3.4,3,3,3,4,4
"BCo",9,"OPTSTEL",3.4,3,3,3,4,4
"BCo",9,"IntreesRRFVote",2,1,2,2,2,3
"BCo",9,"IntreesVote",1.83,1,1.25,2,2,3
"BCo",9,"IntreesSTEL",1.83,1,1.25,2,2,3
"BCo",10,"RF",3.65,2,3,4,4,7
"BCo",10,"CART",2.25,1,1.75,2.5,3,3
"BCo",10,"PreSelectedRules",3.61,2,3,4,4,6
"BCo",10,"OptimalRules",3.6,2,3,3,5,5
"BCo",10,"OPTSTEL",3.6,2,3,3,5,5
"BCo",10,"IntreesRRFVote",2.6,1,2,2.5,3,5
"BCo",10,"IntreesVote",3,2,2,3,3,5
"BCo",10,"IntreesSTEL",3,2,2,3,3,5
