"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"heart",1,"RF",4.99,2,4,5,6,11
"heart",1,"CART",2.67,2,2.25,3,3,3
"heart",1,"PreSelectedRules",4.5,2,4,4,5,6
"heart",1,"OptimalRules",4.29,3,4,4,5,6
"heart",1,"OPTSTEL",4.29,3,4,4,5,6
"heart",1,"IntreesRRFVote",2.78,2,2,3,3,5
"heart",1,"IntreesVote",2.77,2,2,3,3,5
"heart",1,"IntreesSTEL",2.77,2,2,3,3,5
"heart",2,"RF",4.81,2,4,5,6,10
"heart",2,"CART",2.67,2,2.25,3,3,3
"heart",2,"PreSelectedRules",4.5,2,4,4,5,6
"heart",2,"OptimalRules",4,2,3,5,5,6
"heart",2,"OPTSTEL",4,2,3,5,5,6
"heart",2,"IntreesRRFVote",2.67,1,2,3,3,4
"heart",2,"IntreesVote",3.11,2,3,3,4,4
"heart",2,"IntreesSTEL",3.11,2,3,3,4,4
"heart",3,"RF",5.04,2,4,5,6,10
"heart",3,"CART",2.67,2,2.25,3,3,3
"heart",3,"PreSelectedRules",4.63,2,4,5,5,6
"heart",3,"OptimalRules",4.15,3,3,4,5,6
"heart",3,"OPTSTEL",4.15,3,3,4,5,6
"heart",3,"IntreesRRFVote",2.81,1,2,3,3,4
"heart",3,"IntreesVote",3.18,2,3,3,4,4
"heart",3,"IntreesSTEL",3.18,2,3,3,4,4
"heart",4,"RF",4.86,2,4,5,6,10
"heart",4,"CART",2.67,2,2.25,3,3,3
"heart",4,"PreSelectedRules",4.44,2,4,4,5,6
"heart",4,"OptimalRules",4,3,3.75,4,4.25,5
"heart",4,"OPTSTEL",4,3,3.75,4,4.25,5
"heart",4,"IntreesRRFVote",2.74,1,2,3,3,5
"heart",4,"IntreesVote",3.07,2,2,3,4,5
"heart",4,"IntreesSTEL",3.07,2,2,3,4,5
"heart",5,"RF",4.77,2,4,5,6,8
"heart",5,"CART",2.67,2,2.25,3,3,3
"heart",5,"PreSelectedRules",4.51,2,4,5,5,6
"heart",5,"OptimalRules",3.92,3,3,4,4,6
"heart",5,"OPTSTEL",3.92,3,3,4,4,6
"heart",5,"IntreesRRFVote",2.67,1,2,3,3,5
"heart",5,"IntreesVote",2.83,2,2,3,3,4
"heart",5,"IntreesSTEL",2.83,2,2,3,3,4
"heart",6,"RF",5.04,2,4,5,6,10
"heart",6,"CART",2.4,2,2,2,3,3
"heart",6,"PreSelectedRules",4.55,2,4,5,5,6
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5
"heart",6,"IntreesRRFVote",2.8,1,2,3,3,5
"heart",6,"IntreesVote",3,1,2,3,3.75,5
"heart",6,"IntreesSTEL",3,1,2,3,3.75,5
"heart",7,"RF",4.98,2,4,5,6,10
"heart",7,"CART",3.38,2,2.75,3,4.25,5
"heart",7,"PreSelectedRules",4.5,2,4,5,5,6
"heart",7,"OptimalRules",3.91,2,3,4,4.5,6
"heart",7,"OPTSTEL",3.91,2,3,4,4.5,6
"heart",7,"IntreesRRFVote",2.56,1,2,2,3,5
"heart",7,"IntreesVote",2.71,1,2,2,3,5
"heart",7,"IntreesSTEL",2.71,1,2,2,3,5
"heart",8,"RF",5.03,2,4,5,6,10
"heart",8,"CART",3,2,2.5,3,3.5,4
"heart",8,"PreSelectedRules",4.62,2,4,5,5,6
"heart",8,"OptimalRules",4.13,3,4,4,5,5
"heart",8,"OPTSTEL",4.13,3,4,4,5,5
"heart",8,"IntreesRRFVote",2.85,1,2,3,3,5
"heart",8,"IntreesVote",2.83,1,2,3,3,5
"heart",8,"IntreesSTEL",2.83,1,2,3,3,5
"heart",9,"RF",4.87,2,4,5,6,9
"heart",9,"CART",3,2,2.5,3,3.5,4
"heart",9,"PreSelectedRules",4.54,2,4,5,5,6
"heart",9,"OptimalRules",4.31,3,4,4,5,5
"heart",9,"OPTSTEL",4.31,3,4,4,5,5
"heart",9,"IntreesRRFVote",2.78,2,2,3,3,5
"heart",9,"IntreesVote",3.07,2,3,3,3,5
"heart",9,"IntreesSTEL",3.07,2,3,3,3,5
"heart",10,"RF",5.06,2,4,5,6,10
"heart",10,"CART",3,2,2.5,3,3.5,4
"heart",10,"PreSelectedRules",4.59,2,4,5,5,6
"heart",10,"OptimalRules",4.5,2,4,5,5,6
"heart",10,"OPTSTEL",4.5,2,4,5,5,6
"heart",10,"IntreesRRFVote",2.67,1,2,2,3,5
"heart",10,"IntreesVote",2.89,2,2,3,3,5
"heart",10,"IntreesSTEL",2.89,2,2,3,3,5
