"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"glass",1,"RF",5.39,1,4,5,6,9
"glass",1,"CART",4.86,2,3.5,5,6.5,7
"glass",1,"PreSelectedRules",4.6,1,4,5,6,6
"glass",1,"OptimalRules",4.26,2,3.5,4,5,6
"glass",1,"OPTSTEL",4.29,2,4,4,5,6
"glass",1,"IntreesRRFVote",3.08,1,2,3,4,5
"glass",1,"IntreesVote",3.2,1,2.5,4,4,4
"glass",1,"IntreesSTEL",3.2,1,2.5,4,4,4
"glass",2,"RF",5.41,1,4,5,7,9
"glass",2,"CART",4.43,2,4,4,5.5,6
"glass",2,"PreSelectedRules",4.49,1,4,5,5,6
"glass",2,"OptimalRules",4.25,2,3.75,4,5,6
"glass",2,"OPTSTEL",4.32,2,4,4,5,6
"glass",2,"IntreesRRFVote",2.93,2,2,3,4,5
"glass",2,"IntreesVote",3.31,2,2,4,4,5
"glass",2,"IntreesSTEL",3.31,2,2,4,4,5
"glass",3,"RF",5.4,1,4,5,6,9
"glass",3,"CART",4.29,2,4,5,5,5
"glass",3,"PreSelectedRules",4.49,1,4,5,5,6
"glass",3,"OptimalRules",4.12,2,3,4,5,6
"glass",3,"OPTSTEL",4.47,3,4,4,5,6
"glass",3,"IntreesRRFVote",2.96,1,2,3,3,5
"glass",3,"IntreesVote",2.8,1,2,3,3,5
"glass",3,"IntreesSTEL",2.8,1,2,3,3,5
"glass",4,"RF",5.3,1,4,5,6,9
"glass",4,"CART",4.29,2,4,5,5,5
"glass",4,"PreSelectedRules",4.51,1,4,5,5,6
"glass",4,"OptimalRules",4.35,2,4,4,5,6
"glass",4,"OPTSTEL",4.5,3,4,4,5,6
"glass",4,"IntreesRRFVote",3.23,1,3,3,4,5
"glass",4,"IntreesVote",3.1,1,3,3,3.75,5
"glass",4,"IntreesSTEL",3.1,1,3,3,3.75,5
"glass",5,"RF",5.42,1,4,6,6,9
"glass",5,"CART",4.62,2,4,5,5.25,6
"glass",5,"PreSelectedRules",4.63,1,4,5,6,6
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6
"glass",5,"OPTSTEL",4.44,3,4,4,5,6
"glass",5,"IntreesRRFVote",2.97,1,2,3,4,5
"glass",5,"IntreesVote",3.31,2,3,3,4,5
"glass",5,"IntreesSTEL",3.31,2,3,3,4,5
"glass",6,"RF",5.42,1,4,5,6,9
"glass",6,"CART",4.29,2,4,5,5,5
"glass",6,"PreSelectedRules",4.54,1,4,5,6,6
"glass",6,"OptimalRules",3.96,2,3,4,5,6
"glass",6,"OPTSTEL",4,2,3,4,5,6
"glass",6,"IntreesRRFVote",3.13,1,2,3,4,5
"glass",6,"IntreesVote",3,1,2,3,4,5
"glass",6,"IntreesSTEL",3,1,2,3,4,5
"glass",7,"RF",5.44,1,4,5,6,9
"glass",7,"CART",3.8,2,3,4,5,5
"glass",7,"PreSelectedRules",4.66,1,4,5,6,6
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6
"glass",7,"OPTSTEL",4.24,2,3,4,5,6
"glass",7,"IntreesRRFVote",2.96,1,2,3,4,5
"glass",7,"IntreesVote",3.27,2,2.5,3,4,5
"glass",7,"IntreesSTEL",3.27,2,2.5,3,4,5
"glass",8,"RF",5.4,1,4,5,6,9
"glass",8,"CART",4.78,2,5,5,5,6
"glass",8,"PreSelectedRules",4.52,1,4,5,6,6
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5
"glass",8,"IntreesRRFVote",3.1,1,3,3,4,4
"glass",8,"IntreesVote",3.14,2,3,3,4,4
"glass",8,"IntreesSTEL",3.14,2,3,3,4,4
"glass",9,"RF",5.4,1,4,5,6,9
"glass",9,"CART",4,2,4,4,4.75,5
"glass",9,"PreSelectedRules",4.58,1,4,5,6,6
"glass",9,"OptimalRules",4.45,2,4,4,6,6
"glass",9,"OPTSTEL",4.37,2,3.5,4,6,6
"glass",9,"IntreesRRFVote",2.96,1,2,3,4,6
"glass",9,"IntreesVote",3.11,2,2,3,4,4
"glass",9,"IntreesSTEL",3.11,2,2,3,4,4
"glass",10,"RF",5.44,1,4,5,6,9
"glass",10,"CART",4.33,2,3.25,4.5,5.75,6
"glass",10,"PreSelectedRules",4.57,1,4,5,6,6
"glass",10,"OptimalRules",4.52,2,4,5,5,6
"glass",10,"OPTSTEL",4.52,2,4,5,5,6
"glass",10,"IntreesRRFVote",3.26,1,3,4,4,5
"glass",10,"IntreesVote",3.31,1,3,3,4,5
"glass",10,"IntreesSTEL",3.31,1,3,3,4,5
