"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"indian",1,"RF",6.29,1,5,6,8,10
"indian",1,"CART",5.23,1,4,5,7,8
"indian",1,"PreSelectedRules",4.41,1,4,4,5,6
"indian",1,"OptimalRules",4.8,2,4,5,6,6
"indian",1,"OPTSTEL",4.84,2,4,5,6,6
"indian",1,"IntreesRRFVote",3,1,2,3,4,6
"indian",1,"IntreesVote",2.64,1,2,2,3.5,5
"indian",1,"IntreesSTEL",2.64,1,2,2,3.5,5
"indian",2,"RF",6.4,1,5,6,8,10
"indian",2,"CART",4.22,1,3,4,6,6
"indian",2,"PreSelectedRules",4.29,1,3,4,5,6
"indian",2,"OptimalRules",4.88,2,4,5,6,6
"indian",2,"OPTSTEL",4.67,2,4,5,6,6
"indian",2,"IntreesRRFVote",2.67,1,2,3,3,6
"indian",2,"IntreesVote",2.93,1,2,3,3.5,5
"indian",2,"IntreesSTEL",2.93,1,2,3,3.5,5
"indian",3,"RF",6.26,1,5,6,8,10
"indian",3,"CART",5.08,1,4,5,7,7
"indian",3,"PreSelectedRules",4.4,1,4,4,5,6
"indian",3,"OptimalRules",4.88,2,4,5,6,6
"indian",3,"OPTSTEL",4.78,2,4,5,6,6
"indian",3,"IntreesRRFVote",2.57,1,1.75,3,3,5
"indian",3,"IntreesVote",2.82,1,2,3,4,5
"indian",3,"IntreesSTEL",2.82,1,2,3,4,5
"indian",4,"RF",6.37,1,5,6,8,10
"indian",4,"CART",4.38,1,4,5,5,6
"indian",4,"PreSelectedRules",4.37,1,3,4,5.5,6
"indian",4,"OptimalRules",4.86,2,4,5,6,6
"indian",4,"OPTSTEL",4.83,2,4,5,6,6
"indian",4,"IntreesRRFVote",2.95,1,2,3,4,5
"indian",4,"IntreesVote",2.73,1,2,3,3.5,4
"indian",4,"IntreesSTEL",2.73,1,2,3,3.5,4
"indian",5,"RF",6.35,1,5,6,8,10
"indian",5,"CART",4.92,1,3,5,7,7
"indian",5,"PreSelectedRules",4.31,1,3,4,5,6
"indian",5,"OptimalRules",5.25,2,5,6,6,6
"indian",5,"OPTSTEL",5.16,2,5,5,6,6
"indian",5,"IntreesRRFVote",2.9,1,2,3,4,4
"indian",5,"IntreesVote",3,1,2,3,4,4
"indian",5,"IntreesSTEL",3,1,2,3,4,4
"indian",6,"RF",6.34,1,5,6,8,10
"indian",6,"CART",5.08,1,5,6,6,7
"indian",6,"PreSelectedRules",4.35,1,4,4,5,6
"indian",6,"OptimalRules",4.94,1,4,5,6,6
"indian",6,"OPTSTEL",4.86,1,4,5,6,6
"indian",6,"IntreesRRFVote",3.22,1,2,3.5,4,6
"indian",6,"IntreesVote",3.11,1,2,4,4,5
"indian",6,"IntreesSTEL",3.11,1,2,4,4,5
"indian",7,"RF",6.3,1,5,6,8,10
"indian",7,"CART",4.69,2,3,4,6.25,8
"indian",7,"PreSelectedRules",4.48,1,4,5,6,6
"indian",7,"OptimalRules",4.4,1,4,5,6,6
"indian",7,"OPTSTEL",4.35,1,4,5,6,6
"indian",7,"IntreesRRFVote",2.97,1,2,3,4,6
"indian",7,"IntreesVote",3.12,1,2,3,4,6
"indian",7,"IntreesSTEL",3.12,1,2,3,4,6
"indian",8,"RF",6.24,1,5,6,8,10
"indian",8,"CART",5.38,1,4.75,6,7,7
"indian",8,"PreSelectedRules",4.38,1,4,4,5,6
"indian",8,"OptimalRules",4.79,2,4,5,6,6
"indian",8,"OPTSTEL",4.8,2,4,5,6,6
"indian",8,"IntreesRRFVote",2.78,1,1.25,2.5,4,5
"indian",8,"IntreesVote",2.8,1,2,2.5,4,5
"indian",8,"IntreesSTEL",2.8,1,2,2.5,4,5
"indian",9,"RF",6.49,1,5,7,8,10
"indian",9,"CART",4.22,1,4,5,5,6
"indian",9,"PreSelectedRules",4.32,1,3,4,5,6
"indian",9,"OptimalRules",4.79,1,4,5,6,6
"indian",9,"OPTSTEL",4.64,1,4,5,6,6
"indian",9,"IntreesRRFVote",3.03,1,2,3,4,6
"indian",9,"IntreesVote",2.9,1,2,3,4,6
"indian",9,"IntreesSTEL",2.9,1,2,3,4,6
"indian",10,"RF",6.3,1,5,6,8,10
"indian",10,"CART",5,1,4,5.5,6,7
"indian",10,"PreSelectedRules",4.48,1,4,5,6,6
"indian",10,"OptimalRules",5.04,2,4.75,5,6,6
"indian",10,"OPTSTEL",4.96,2,4.5,5,6,6
"indian",10,"IntreesRRFVote",2.58,1,1,2,4,5
"indian",10,"IntreesVote",3,1,1.75,3,4.25,5
"indian",10,"IntreesSTEL",3,1,1.75,3,4.25,5
