"data","iter","id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
"titatnic",1,6,0.801220575414124,0.744321868916288,1.09971236816874,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",1,28,0.919786096256685,0.121349772874757,0.375502008032129,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",1,37,0.764583333333333,0.311486048020766,0.460210930009588,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",2,20,0.799481417458946,0.750811161583387,1.10930009587728,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",2,26,0.926553672316384,0.114860480207657,0.355421686746988,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",2,35,0.754,0.324464633354964,0.479386385426654,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",3,2,0.795068027210884,0.763140817650876,1.12751677852349,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",3,5,0.936781609195402,0.112913692407528,0.349397590361446,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",3,9,0.755102040816326,0.317975340687865,0.469798657718121,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",4,3,0.831325301204819,0.323166774821544,0.477468839884947,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-1.4,-0.451]','(-0.451,0.493]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V1,V3"
"titatnic",4,19,0.793191489361702,0.762491888384166,1.12655800575264,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",4,26,0.738317757009346,0.208306294613887,0.644578313253012,1,1,0.333333333333333,0.2,"X[,3] %in% c('(-Inf,-0.7]')","'1'","V3"
"titatnic",5,15,0.79777206512425,0.757300454250487,1.11888782358581,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",5,16,0.933701657458563,0.117456197274497,0.363453815261044,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",5,17,0.746913580246914,0.315379623621025,0.465963566634708,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",6,1,0.79539641943734,0.761194029850746,1.12464046021093,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",6,8,0.93452380952381,0.109020116807268,0.337349397590361,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",6,23,0.735112936344969,0.316028552887735,0.466922339405561,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",7,16,0.718654434250764,0.212199870214147,0.656626506024096,1,1,0.333333333333333,0.2,"X[,3] %in% c('(-Inf,-0.7]')","'1'","V3"
"titatnic",7,34,0.792485055508113,0.759896171317326,1.12272291466922,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",7,41,0.789693593314763,0.465931213497729,0.688398849472675,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-1.4,-0.451]','(0.493, Inf]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V1,V3"
"titatnic",8,8,0.790855207451312,0.766385463984426,1.13231064237776,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
"titatnic",8,20,0.940828402366864,0.109669046073978,0.339357429718876,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
"titatnic",8,21,0.742393509127789,0.319922128487995,0.472674976030681,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-0.451,0.493]')","'-1'","V1"
"titatnic",9,2,0.80155979202773,0.748864373783258,1.10642377756472,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
