"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"cryotherapy",1,"RF",3.63,1,3,4,4,6
"cryotherapy",1,"CART",1.5,1,1,1.5,2,2
"cryotherapy",1,"PreSelectedRules",3.46,1,3,3,4,6
"cryotherapy",1,"OptimalRules",2.57,2,2,2,3,4
"cryotherapy",1,"OPTSTEL",2.67,2,2,2.5,3,4
"cryotherapy",1,"IntreesRRFVote",2.39,1,2,2,3,4
"cryotherapy",1,"IntreesVote",2.4,1,2,2.5,3,4
"cryotherapy",1,"IntreesSTEL",2.4,1,2,2.5,3,4
"cryotherapy",2,"RF",3.56,1,3,4,4,6
"cryotherapy",2,"CART",2.25,1,1.75,2.5,3,3
"cryotherapy",2,"PreSelectedRules",3.38,1,3,3,4,6
"cryotherapy",2,"OptimalRules",2.43,2,2,2,3,3
"cryotherapy",2,"OPTSTEL",2.43,2,2,2,3,3
"cryotherapy",2,"IntreesRRFVote",2.8,2,2,3,3,4
"cryotherapy",2,"IntreesVote",2.67,2,2,2.5,3,4
"cryotherapy",2,"IntreesSTEL",2.67,2,2,2.5,3,4
"cryotherapy",3,"RF",3.62,1,3,4,4,6
"cryotherapy",3,"CART",1.67,1,1.5,2,2,2
"cryotherapy",3,"PreSelectedRules",3.48,1,3,3,4,6
"cryotherapy",3,"OptimalRules",2.67,1,2,2.5,3.75,4
"cryotherapy",3,"OPTSTEL",2.67,1,2,2.5,3.75,4
"cryotherapy",3,"IntreesRRFVote",2.12,1,2,2,2.25,4
"cryotherapy",3,"IntreesVote",1.91,1,2,2,2,3
"cryotherapy",3,"IntreesSTEL",1.91,1,2,2,2,3
"cryotherapy",4,"RF",3.82,1,3,4,5,6
"cryotherapy",4,"CART",2.25,1,1.75,2.5,3,3
"cryotherapy",4,"PreSelectedRules",3.61,1,3,4,4,6
"cryotherapy",4,"OptimalRules",3.22,2,2,3,4,5
"cryotherapy",4,"OPTSTEL",3.22,2,2,3,4,5
"cryotherapy",4,"IntreesRRFVote",2.62,2,2,2,3,4
"cryotherapy",4,"IntreesVote",2.57,2,2,2,3,4
"cryotherapy",4,"IntreesSTEL",2.57,2,2,2,3,4
"cryotherapy",5,"RF",3.63,1,3,4,4,6
"cryotherapy",5,"CART",1.67,1,1.5,2,2,2
"cryotherapy",5,"PreSelectedRules",3.39,1,3,3,4,6
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5
"cryotherapy",5,"IntreesRRFVote",2.62,1,2,2,3,5
"cryotherapy",5,"IntreesVote",2.36,1,2,2,3,4
"cryotherapy",5,"IntreesSTEL",2.36,1,2,2,3,4
"cryotherapy",6,"RF",3.78,1,3,4,5,6
"cryotherapy",6,"CART",2.25,1,1.75,2.5,3,3
"cryotherapy",6,"PreSelectedRules",3.55,1,3,4,4,6
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5
"cryotherapy",6,"IntreesRRFVote",2.57,1,2,2,3,5
"cryotherapy",6,"IntreesVote",2.46,1,2,2,3,4
"cryotherapy",6,"IntreesSTEL",2.46,1,2,2,3,4
"cryotherapy",7,"RF",3.64,1,3,4,4,6
"cryotherapy",7,"CART",2.25,1,1.75,2.5,3,3
"cryotherapy",7,"PreSelectedRules",3.34,1,3,3,4,6
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4
"cryotherapy",7,"IntreesRRFVote",2.81,1,2,3,3,4
"cryotherapy",7,"IntreesVote",2.85,2,2,3,3,4
"cryotherapy",7,"IntreesSTEL",2.85,2,2,3,3,4
"cryotherapy",8,"RF",3.64,1,3,4,5,6
"cryotherapy",8,"CART",2.25,1,1.75,2.5,3,3
"cryotherapy",8,"PreSelectedRules",3.52,1,3,4,4,6
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5
"cryotherapy",8,"IntreesRRFVote",2.56,2,2,3,3,3
"cryotherapy",8,"IntreesVote",2.5,2,2,2.5,3,3
"cryotherapy",8,"IntreesSTEL",2.5,2,2,2.5,3,3
"cryotherapy",9,"RF",3.68,1,3,4,5,6
"cryotherapy",9,"CART",1.5,1,1,1.5,2,2
"cryotherapy",9,"PreSelectedRules",3.56,1,3,4,4,6
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4
"cryotherapy",9,"IntreesRRFVote",2.32,1,2,2,3,4
"cryotherapy",9,"IntreesVote",2.25,1,2,2,3,3
"cryotherapy",9,"IntreesSTEL",2.25,1,2,2,3,3
"cryotherapy",10,"RF",3.7,1,3,4,4.5,6
"cryotherapy",10,"CART",1.67,1,1.5,2,2,2
"cryotherapy",10,"PreSelectedRules",3.54,1,3,4,4,6
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4
"cryotherapy",10,"IntreesRRFVote",2.63,1,2,3,3,4
"cryotherapy",10,"IntreesVote",2.8,1,2.25,3,3,4
"cryotherapy",10,"IntreesSTEL",2.8,1,2.25,3,3,4
