"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"auto",1,"RF",5.51,2,4,5,7,11
"auto",1,"CART",3.57,3,3,4,4,4
"auto",1,"PreSelectedRules",4.49,2,4,5,5,6
"auto",1,"OptimalRules",4.33,3,4,4,5,6
"auto",1,"OPTSTEL",4.29,3,4,4,5,6
"auto",1,"IntreesRRFVote",3.46,2,3,4,4,6
"auto",1,"IntreesVote",3.56,2,3,3.5,4,5
"auto",1,"IntreesSTEL",3.56,2,3,3.5,4,5
"auto",2,"RF",5.62,1,4,6,7,11
"auto",2,"CART",3.71,3,3,3,4.5,5
"auto",2,"PreSelectedRules",4.53,1,4,5,5,6
"auto",2,"OptimalRules",4.44,2,4,4.5,5,6
"auto",2,"OPTSTEL",4.47,2,4,5,5,6
"auto",2,"IntreesRRFVote",3.13,1,3,3,4,5
"auto",2,"IntreesVote",3.69,3,3,3,4.25,5
"auto",2,"IntreesSTEL",3.69,3,3,3,4.25,5
"auto",3,"RF",5.66,1,5,6,7,11
"auto",3,"CART",4,3,4,4,4,5
"auto",3,"PreSelectedRules",4.52,1,4,5,5,6
"auto",3,"OptimalRules",4.05,2,3.5,4,4.5,6
"auto",3,"OPTSTEL",4.05,2,3.5,4,4.5,6
"auto",3,"IntreesRRFVote",3.2,2,2.25,3,4,5
"auto",3,"IntreesVote",3.25,2,3,3,4,5
"auto",3,"IntreesSTEL",3.25,2,3,3,4,5
"auto",4,"RF",5.66,1,5,6,7,11
"auto",4,"CART",3.78,3,4,4,4,4
"auto",4,"PreSelectedRules",4.49,1,4,5,5,6
"auto",4,"OptimalRules",4.22,3,4,4,5,6
"auto",4,"OPTSTEL",4.18,3,4,4,5,6
"auto",4,"IntreesRRFVote",2.88,1,2,3,3,6
"auto",4,"IntreesVote",3.12,1,3,3,3,6
"auto",4,"IntreesSTEL",3.12,1,3,3,3,6
"auto",5,"RF",5.64,2,5,6,7,12
"auto",5,"CART",3.75,3,3.75,4,4,4
"auto",5,"PreSelectedRules",4.56,2,4,5,5,6
"auto",5,"OptimalRules",4.43,3,4,4,5,6
"auto",5,"OPTSTEL",4.4,3,4,4,5,6
"auto",5,"IntreesRRFVote",3.32,2,3,3,4,5
"auto",5,"IntreesVote",3.62,2,3,4,4,5
"auto",5,"IntreesSTEL",3.62,2,3,4,4,5
"auto",6,"RF",5.69,1,5,6,7,11
"auto",6,"CART",4.12,3,4,4,4.25,5
"auto",6,"PreSelectedRules",4.61,1,4,5,5,6
"auto",6,"OptimalRules",4,2,3,4,5,6
"auto",6,"OPTSTEL",4.06,3,3,4,5,6
"auto",6,"IntreesRRFVote",2.91,1,2,3,4,5
"auto",6,"IntreesVote",3.21,2,3,3,4,5
"auto",6,"IntreesSTEL",3.21,2,3,3,4,5
"auto",7,"RF",5.69,2,5,6,7,11
"auto",7,"CART",3.57,3,3,4,4,4
"auto",7,"PreSelectedRules",4.58,2,4,5,5,6
"auto",7,"OptimalRules",4.05,3,3.5,4,4.5,6
"auto",7,"OPTSTEL",4.06,3,3.25,4,4.75,6
"auto",7,"IntreesRRFVote",3.21,2,3,3,4,5
"auto",7,"IntreesVote",3.29,2,3,3,4,5
"auto",7,"IntreesSTEL",3.29,2,3,3,4,5
"auto",8,"RF",5.67,1,5,6,7,12
"auto",8,"CART",3.62,3,3,4,4,4
"auto",8,"PreSelectedRules",4.56,2,4,5,5,6
"auto",8,"OptimalRules",4.21,3,4,4,5,6
"auto",8,"OPTSTEL",4.21,3,4,4,5,6
"auto",8,"IntreesRRFVote",3.02,1,2,3,4,5
"auto",8,"IntreesVote",3.11,2,3,3,3.75,4
"auto",8,"IntreesSTEL",3.11,2,3,3,3.75,4
"auto",9,"RF",5.57,1,4,5,7,12
"auto",9,"CART",3.43,3,3,3,4,4
"auto",9,"PreSelectedRules",4.53,1,4,5,5,6
"auto",9,"OptimalRules",4.12,2,4,4,5,6
"auto",9,"OPTSTEL",4.06,2,3.75,4,5,6
"auto",9,"IntreesRRFVote",3.03,2,2,3,3,5
"auto",9,"IntreesVote",3.09,2,3,3,3,5
"auto",9,"IntreesSTEL",3.09,2,3,3,3,5
"auto",10,"RF",5.87,1,5,6,7,13
"auto",10,"CART",3.62,3,3,4,4,4
"auto",10,"PreSelectedRules",4.52,1,4,5,5,6
"auto",10,"OptimalRules",4.32,3,3.5,4,5,6
"auto",10,"OPTSTEL",4.39,3,4,4,5,6
"auto",10,"IntreesRRFVote",3.18,1,3,3,3,6
"auto",10,"IntreesVote",3.27,1,3,3,4,6
"auto",10,"IntreesSTEL",3.27,1,3,3,4,6
