"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr"
"phoneme",1,0.01,0.025,0.9751,0.1932,0.2031,0.4721,"Optimal",2035.43,2360.1477,467,18
"phoneme",2,0.01,0.025,0.9762,0.1906,0.2005,0.4142,"Optimal",423.167,757.1511,486,17
"phoneme",3,0.01,0.025,0.9752,0.1919,0.2014,0.3982,"Optimal",536.163,904.404,531,19
"phoneme",4,0.01,0.025,0.9757,0.193,0.2029,0.3682,"Optimal",833.236,1175.7228,496,19
"phoneme",5,0.01,0.025,0.9757,0.1877,0.1975,0.3747,"Optimal",209.65,544.8709,484,16
"phoneme",6,0.01,0.025,0.9751,0.1951,0.2049,0.3936,"Optimal",591.457,888.7538,431,17
"phoneme",7,0.01,0.025,0.9751,0.1938,0.2032,0.3147,"Optimal",607.714,945.9177,489,18
"phoneme",8,0.01,0.025,0.9756,0.1927,0.2027,0.1668,"Optimal",611.398,931.496,460,18
"phoneme",9,0.01,0.025,0.9762,0.1869,0.1964,0.0079,"Optimal",306.481,636.153,472,15
"phoneme",10,0.01,0.025,0.9762,0.1901,0.1996,0.2251,"Optimal",480.963,789.1306,441,17
