"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","IntreesRRFRules","IntreesSTELRules","CART","CBA","RIPPER","C4.5","RCAR","SBRL"
"mushroom",1,100,1321,363,3,3,3,1,3,NA,NA,NA,NA,NA
"mushroom",2,100,1170,336,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",3,100,1273,376,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",4,100,1268,365,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",5,100,1282,344,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",6,100,1315,380,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",7,100,1209,339,3,3,2,1,3,NA,NA,NA,NA,NA
"mushroom",8,100,1237,325,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",9,100,1207,339,3,3,2,2,3,NA,NA,NA,NA,NA
"mushroom",10,100,1183,332,3,3,2,2,3,NA,NA,NA,NA,NA
