"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"mushroom",1,"train","all","PreSelectedRules",0.998241603657464,0.998315931289997,0.99816715542522,0.998238440177961,0.998237574903067,0.998308525033829,0.99816715542522,0.99823472451809,1,1,1,1
"mushroom",1,"train","covered","PreSelectedRules",0.998241603657464,0.998315931289997,0.99816715542522,0.998238440177961,0.998237574903067,0.998308525033829,0.99816715542522,0.99823472451809,1,1,1,1
"mushroom",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mushroom",1,"test","all","PreSelectedRules",0.997537956503898,0.997637795275591,0.997442455242967,0.997534049743994,0.997535934291581,0.997634069400631,0.997442455242967,0.997532177966961,1,1,1,1
"mushroom",1,"test","covered","PreSelectedRules",0.997537956503898,0.997637795275591,0.997442455242967,0.997534049743994,0.997535934291581,0.997634069400631,0.997442455242967,0.997532177966961,1,1,1,1
"mushroom",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mushroom",1,"train","all","OptimalRules",0.991559697555829,0.99135446685879,0.991889151740453,0.991550948853057,0.993831512160733,0.993666304741223,0.994059742023082,0.993825088919621,0,0,0,NA
"mushroom",1,"train","covered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"train","notcovered","OptimalRules",0.6,0.6,0.5,0.75,0.672897196261682,0.672897196261682,0.5,0.804469273743017,0,0,0,NA
"mushroom",1,"test","all","OptimalRules",0.993844891259746,0.993686868686869,0.994066455696203,0.993838899223403,0.994661190965092,0.994519392917369,0.994849445324881,0.994655985051952,0,0,0,NA
"mushroom",1,"test","covered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"test","notcovered","OptimalRules",0.6875,0.6875,0.5,0.814814814814815,0.717391304347826,0.717391304347826,0.5,0.835443037974683,0,0,0,NA
"mushroom",1,"train","all","OPTSTEL",0.991559697555829,0.99135446685879,0.991889151740453,0.991550948853057,0.993831512160733,0.993666304741223,0.994059742023082,0.993825088919621,0,0,0,NA
"mushroom",1,"train","covered","OPTSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"train","notcovered","OPTSTEL",0.6,0.6,0.5,0.75,0.672897196261682,0.672897196261682,0.5,0.804469273743017,0,0,0,NA
"mushroom",1,"test","all","OPTSTEL",0.993844891259746,0.993686868686869,0.994066455696203,0.993838899223403,0.994661190965092,0.994519392917369,0.994849445324881,0.994655985051952,0,0,0,NA
"mushroom",1,"test","covered","OPTSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"test","notcovered","OPTSTEL",0.6875,0.6875,0.5,0.814814814814815,0.717391304347826,0.717391304347826,0.5,0.835443037974683,0,0,0,NA
"mushroom",1,"train","all","IntreesRRFVote",0.998944962194479,0.998902706656913,0.998986143967557,0.99894330815094,1,1,1,1,0.538461538461538,0.5,0.538461538461538,0.7
"mushroom",1,"train","covered","IntreesRRFVote",0.997805413313826,0.997805413313826,0.5,0.998901501281582,1,1,1,1,0,0,0,NA
"mushroom",1,"train","notcovered","IntreesRRFVote",1,1,1,1,1,1,1,1,1,1,1,1
"mushroom",1,"test","all","IntreesRRFVote",0.999589659417316,0.999574105621806,0.999604430379747,0.999589099000501,1,1,1,1,0.5,0.5,0.5,0.666666666666667
"mushroom",1,"test","covered","IntreesRRFVote",0.999148211243612,0.999148211243612,0.5,0.9995739241585,1,1,1,1,0,0,0,NA
"mushroom",1,"test","notcovered","IntreesRRFVote",1,1,1,1,1,1,1,1,1,1,1,1
"mushroom",1,"train","all","IntreesVote",0.987339546333744,0.988122731771693,0.986803519061584,0.987303504850829,0.98731053930208,0.988071570576541,0.986803519061584,0.987277304241497,1,1,1,1
"mushroom",1,"train","covered","IntreesVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"train","notcovered","IntreesVote",0.976245463543385,0.976245463543385,0.5,0.987979966611018,0.976143141153082,0.976143141153082,0.5,0.987927565392354,1,1,1,1
"mushroom",1,"test","all","IntreesVote",0.98645876077144,0.98727833461835,0.985933503836317,0.986423611480397,0.986447638603696,0.987258687258687,0.985933503836317,0.986413532801034,1,1,1,1
"mushroom",1,"test","covered","IntreesVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"test","notcovered","IntreesVote",0.9745566692367,0.9745566692367,0.5,0.987114408434205,0.974517374517375,0.974517374517375,0.5,0.987094251075479,1,1,1,1
"mushroom",1,"train","all","IntreesSTEL",0.987339546333744,0.988122731771693,0.986803519061584,0.987303504850829,0.98731053930208,0.988071570576541,0.986803519061584,0.987277304241497,1,1,1,1
"mushroom",1,"train","covered","IntreesSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"train","notcovered","IntreesSTEL",0.976245463543385,0.976245463543385,0.5,0.987979966611018,0.976143141153082,0.976143141153082,0.5,0.987927565392354,1,1,1,1
"mushroom",1,"test","all","IntreesSTEL",0.98645876077144,0.98727833461835,0.985933503836317,0.986423611480397,0.986447638603696,0.987258687258687,0.985933503836317,0.986413532801034,1,1,1,1
"mushroom",1,"test","covered","IntreesSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",1,"test","notcovered","IntreesSTEL",0.9745566692367,0.9745566692367,0.5,0.987114408434205,0.974517374517375,0.974517374517375,0.5,0.987094251075479,1,1,1,1
"mushroom",2,"train","all","PreSelectedRules",0.999648320731493,0.999647623331834,0.999647623331834,0.999647623331834,0.99982341515098,0.999830335934849,0.999815973500184,0.999823123386134,0.958333333333333,0.5,0.958333333333333,0.978723404255319
"mushroom",2,"train","covered","PreSelectedRules",0.999648320731493,0.999647623331834,0.999647623331834,0.999647623331834,0.99982341515098,0.999830335934849,0.999815973500184,0.999823123386134,0.958333333333333,0.5,0.958333333333333,0.978723404255319
"mushroom",2,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mushroom",2,"test","all","PreSelectedRules",0.999589659417316,0.999605678233438,0.99957264957265,0.999588994774314,0.999588815789474,0.999604117181314,0.99957264957265,0.999588213631111,1,1,1,1
"mushroom",2,"test","covered","PreSelectedRules",0.999589659417316,0.999605678233438,0.99957264957265,0.999588994774314,0.999588815789474,0.999604117181314,0.99957264957265,0.999588213631111,1,1,1,1
"mushroom",2,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mushroom",2,"train","all","OptimalRules",0.98962546157904,0.989373198847262,0.99006734006734,0.989613374775452,0.993819530284302,0.993640988372093,0.994059742023082,0.993812268525911,0,0,0,NA
"mushroom",2,"train","covered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"train","notcovered","OptimalRules",0.542635658914729,0.542635658914729,0.5,0.703517587939698,0.666666666666667,0.666666666666667,0.5,0.8,0,0,0,NA
"mushroom",2,"test","all","OptimalRules",0.992613869511695,0.992424242424242,0.992896606156275,0.992606099588587,0.994654605263158,0.994505494505495,0.994849445324881,0.994648958945282,0,0,0,NA
"mushroom",2,"test","covered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"test","notcovered","OptimalRules",0.538461538461538,0.538461538461538,0.5,0.7,0.617647058823529,0.617647058823529,0.5,0.763636363636364,0,0,0,NA
"mushroom",2,"train","all","OPTSTEL",0.98962546157904,0.989373198847262,0.99006734006734,0.989613374775452,0.993819530284302,0.993640988372093,0.994059742023082,0.993812268525911,0,0,0,NA
"mushroom",2,"train","covered","OPTSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"train","notcovered","OPTSTEL",0.542635658914729,0.542635658914729,0.5,0.703517587939698,0.666666666666667,0.666666666666667,0.5,0.8,0,0,0,NA
"mushroom",2,"test","all","OPTSTEL",0.992613869511695,0.992424242424242,0.992896606156275,0.992606099588587,0.994654605263158,0.994505494505495,0.994849445324881,0.994648958945282,0,0,0,NA
"mushroom",2,"test","covered","OPTSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"test","notcovered","OPTSTEL",0.538461538461538,0.538461538461538,0.5,0.7,0.617647058823529,0.617647058823529,0.5,0.763636363636364,0,0,0,NA
"mushroom",2,"train","all","IntreesRRFVote",0.998065764023211,0.998154981549816,0.997975708502024,0.998061586799294,0.99805756666078,0.998140006763612,0.997975708502024,0.998054071588036,1,1,1,1
"mushroom",2,"train","covered","IntreesRRFVote",0.997549565604812,0.998154981549816,0.996379196840026,0.997258805073501,0.997536394176932,0.998140006763612,0.996379196840026,0.997251289862243,1,1,1,1
"mushroom",2,"train","notcovered","IntreesRRFVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"test","all","IntreesRRFVote",0.996717275338531,0.996862745098039,0.996581196581197,0.996711170011053,0.996710526315789,0.996850393700787,0.996581196581197,0.996704955302827,1,1,1,1
"mushroom",2,"test","covered","IntreesRRFVote",0.995924605196128,0.996862745098039,0.994252873563218,0.995536262466857,0.995914198161389,0.996850393700787,0.994252873563218,0.995530047758632,1,1,1,1
"mushroom",2,"test","notcovered","IntreesRRFVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"train","all","IntreesVote",0.998065764023211,0.998154981549816,0.997975708502024,0.998061586799294,0.99805756666078,0.998140006763612,0.997975708502024,0.998054071588036,1,1,1,1
"mushroom",2,"train","covered","IntreesVote",0.997549565604812,0.998154981549816,0.996379196840026,0.997258805073501,0.997536394176932,0.998140006763612,0.996379196840026,0.997251289862243,1,1,1,1
"mushroom",2,"train","notcovered","IntreesVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"test","all","IntreesVote",0.996717275338531,0.996862745098039,0.996581196581197,0.996711170011053,0.996710526315789,0.996850393700787,0.996581196581197,0.996704955302827,1,1,1,1
"mushroom",2,"test","covered","IntreesVote",0.995924605196128,0.996862745098039,0.994252873563218,0.995536262466857,0.995914198161389,0.996850393700787,0.994252873563218,0.995530047758632,1,1,1,1
"mushroom",2,"test","notcovered","IntreesVote",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"train","all","IntreesSTEL",0.996834886583436,0.996709323583181,0.996969696969697,0.996829472801593,1,1,1,1,0.25,0.5,0.25,0.4
"mushroom",2,"train","covered","IntreesSTEL",0.995990198262419,0.994144437215355,0.996969696969697,0.995535216983084,1,1,1,1,0.25,0.5,0.25,0.4
"mushroom",2,"train","notcovered","IntreesSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",2,"test","all","IntreesSTEL",0.998768978251949,0.998721227621483,0.998816101026046,0.998767144008406,1,1,1,1,0.4,0.5,0.4,0.571428571428572
"mushroom",2,"test","covered","IntreesSTEL",0.998471726948548,0.997854077253219,0.998816101026046,0.998332080056759,1,1,1,1,0.4,0.5,0.4,0.571428571428572
"mushroom",2,"test","notcovered","IntreesSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"mushroom",3,"train","all","PreSelectedRules",0.998593282925971,0.998563781123959,0.998619366625613,0.998591077534586,0.999647577092511,0.99966078697422,0.999633565408575,0.999647051477371,0.5,0.5,0.5,0.666666666666667
"mushroom",3,"train","covered","PreSelectedRules",0.998593282925971,0.998563781123959,0.998619366625613,0.998591077534586,0.999647577092511,0.99966078697422,0.999633565408575,0.999647051477371,0.5,0.5,0.5,0.666666666666667
"mushroom",3,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mushroom",3,"test","all","PreSelectedRules",0.999589659417316,0.999573742540494,0.999604743083004,0.999589073780395,1,1,1,1,0.666666666666667,0.5,0.666666666666667,0.8
"mushroom",3,"test","covered","PreSelectedRules",0.999589659417316,0.999573742540494,0.999604743083004,0.999589073780395,1,1,1,1,0.666666666666667,0.5,0.666666666666667,0.8
