"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"vowel",1,"train","all","PreSelectedRules",0.89033189033189,0.892227932988314,0.890737932857925,0.890037939390203,0.894658753709199,0.896014089419116,0.894117166124906,0.893874960296876,0.736842105263158,0.666666666666667,0.708333333333333,0.772727272727273
"vowel",1,"train","covered","PreSelectedRules",0.907875185735513,0.910565151325533,0.90776670106797,0.906430173089953,0.910197869101979,0.912746239534276,0.909234189936596,0.908504836501301,0.8125,0.722222222222222,0.833333333333333,0.844155844155844
"vowel",1,"train","notcovered","PreSelectedRules",0.3,0.3,0.166666666666667,0.461538461538462,0.294117647058824,0.294117647058824,0.166666666666667,0.454545454545455,0.333333333333333,0.333333333333333,0.333333333333333,0.5
"vowel",1,"test","all","PreSelectedRules",0.781144781144781,0.782954434257023,0.783507594453089,0.7755671626176,0.814516129032258,0.821157612336897,0.806969379771543,0.805863671164553,0.612244897959184,0.603354978354978,0.748484848484849,0.627372627372627
"vowel",1,"test","covered","PreSelectedRules",0.805555555555556,0.814422965725555,0.811411704466733,0.800544990944078,0.838174273858921,0.852975794155079,0.832021185884822,0.830188935800063,0.638297872340426,0.633658008658009,0.766666666666667,0.650170536534173
"vowel",1,"test","notcovered","PreSelectedRules",0,0,0,NA,0,0,0,NA,0,0,0,NA
"vowel",1,"train","all","OptimalRules",0.933621933621934,0.945772868781215,0.933514797369864,0.936899913770058,0.943620178041543,0.95369312211176,0.943040261839674,0.94602201666038,0.578947368421053,0.604166666666667,0.520833333333333,0.651515151515151
"vowel",1,"train","covered","OptimalRules",0.972602739726027,0.972292035431821,0.972111906283504,0.971918998749836,0.978227060653188,0.978021203668757,0.977647822498504,0.977570078666088,0.714285714285714,0.6875,0.69047619047619,0.818181818181818
"vowel",1,"train","notcovered","OptimalRules",0.222222222222222,0.222222222222222,0.1,0.363636363636364,0.225806451612903,0.225806451612903,0.125,0.368421052631579,0.2,0.2,0.2,0.333333333333333
"vowel",1,"test","all","OptimalRules",0.760942760942761,0.810259253981825,0.756781375424312,0.76215249549518,0.806451612903226,0.852193701754323,0.796512697790002,0.804211601921145,0.530612244897959,0.462495837495838,0.564069264069264,0.673611111111111
"vowel",1,"test","covered","OptimalRules",0.851145038167939,0.856796050518621,0.843843656343656,0.839368576175585,0.887387387387387,0.894352637210112,0.873275594822909,0.875809383293326,0.65,0.5254329004329,0.639069264069264,0.762919372294372
"vowel",1,"test","notcovered","OptimalRules",0.0857142857142857,0.0857142857142857,0.1,0.157894736842105,0.115384615384615,0.115384615384615,0.111111111111111,0.206896551724138,0,0,0,NA
"vowel",1,"train","all","OPTSTEL",0.666666666666667,0.902475604490968,0.665716765014683,0.725712606231428,0.673590504451039,0.90166329341654,0.671071929870238,0.729848916316651,0.421052631578947,0.830769230769231,0.4375,0.653333333333333
