"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"hypothyroid",1,"RF",7.22,1,5,7,9,19
"hypothyroid",1,"CART",2.17,1,2,2,2.75,3
"hypothyroid",1,"PreSelectedRules",4.81,1,4,5,6,6
"hypothyroid",1,"OptimalRules",3.29,1,2,3,4.5,6
"hypothyroid",1,"OPTSTEL",3.17,1,2,2.5,4.5,6
"hypothyroid",1,"IntreesRRFVote",2.38,1,1.75,2.5,3,4
"hypothyroid",1,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"hypothyroid",1,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"hypothyroid",2,"RF",6.99,1,5,7,9,18
"hypothyroid",2,"CART",1.8,1,2,2,2,2
"hypothyroid",2,"PreSelectedRules",4.83,2,4,5,6,6
"hypothyroid",2,"OptimalRules",3.88,2,3,3.5,5,6
"hypothyroid",2,"OPTSTEL",4,2,3,4,5,6
"hypothyroid",2,"IntreesRRFVote",2.6,1,2,2,3,5
"hypothyroid",2,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"hypothyroid",2,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"hypothyroid",3,"RF",7.28,1,5,7,9,17
"hypothyroid",3,"CART",2.57,1,2,2,3.5,4
"hypothyroid",3,"PreSelectedRules",4.87,1,4,5,6,6
"hypothyroid",3,"OptimalRules",4.43,2,3.5,5,5.5,6
"hypothyroid",3,"OPTSTEL",4.33,2,3.25,4.5,5.75,6
"hypothyroid",3,"IntreesRRFVote",2.44,1,2,2,3,4
"hypothyroid",3,"IntreesVote",1.33,1,1,1,1.5,2
"hypothyroid",3,"IntreesSTEL",1.33,1,1,1,1.5,2
"hypothyroid",4,"RF",7.09,1,5,7,9,17
"hypothyroid",4,"CART",2.17,1,2,2,2.75,3
"hypothyroid",4,"PreSelectedRules",4.64,1,4,5,6,6
"hypothyroid",4,"OptimalRules",3.6,1,3,4,5,5
"hypothyroid",4,"OPTSTEL",2,1,1.5,2,2.5,3
"hypothyroid",4,"IntreesRRFVote",2.25,1,1,2,3.25,4
"hypothyroid",4,"IntreesVote",1.33,1,1,1,1.5,2
"hypothyroid",4,"IntreesSTEL",1.33,1,1,1,1.5,2
"hypothyroid",5,"RF",7.1,1,5,7,9,18
"hypothyroid",5,"CART",2.57,1,2,2,3.5,4
"hypothyroid",5,"PreSelectedRules",4.68,1,4,5,6,6
"hypothyroid",5,"OptimalRules",3.67,1,3.25,4,4.75,5
"hypothyroid",5,"OPTSTEL",3.4,1,3,4,4,5
"hypothyroid",5,"IntreesRRFVote",2.2,1,1.25,2,3,4
"hypothyroid",5,"IntreesVote",1.67,1,1,1,2,3
"hypothyroid",5,"IntreesSTEL",1.67,1,1,1,2,3
"hypothyroid",6,"RF",7.01,1,5,7,9,17
"hypothyroid",6,"CART",2.8,1,2,3,4,4
"hypothyroid",6,"PreSelectedRules",4.78,2,4,5,6,6
"hypothyroid",6,"OptimalRules",3.67,2,2.5,4,4,6
"hypothyroid",6,"OPTSTEL",4,2,4,4,4,6
"hypothyroid",6,"IntreesRRFVote",2.22,1,2,2,2,4
"hypothyroid",6,"IntreesVote",2,1,1,1,2.5,4
"hypothyroid",6,"IntreesSTEL",2,1,1,1,2.5,4
"hypothyroid",7,"RF",6.49,1,5,6,8,15
"hypothyroid",7,"CART",2.8,1,2,3,4,4
"hypothyroid",7,"PreSelectedRules",4.79,1,4,5,6,6
"hypothyroid",7,"OptimalRules",3.6,1,2,3,6,6
"hypothyroid",7,"OPTSTEL",2,1,1.5,2,2.5,3
"hypothyroid",7,"IntreesRRFVote",2.5,1,2,3,3,4
"hypothyroid",7,"IntreesVote",2,1,1.5,2,2.5,3
"hypothyroid",7,"IntreesSTEL",2,1,1.5,2,2.5,3
"hypothyroid",8,"RF",7.39,1,5,7,9,18
"hypothyroid",8,"CART",2.17,1,2,2,2.75,3
"hypothyroid",8,"PreSelectedRules",4.76,1,4,5,6,6
"hypothyroid",8,"OptimalRules",4.14,1,3.5,5,5,6
"hypothyroid",8,"OPTSTEL",3.83,1,3.25,4.5,5,5
"hypothyroid",8,"IntreesRRFVote",2.25,1,1.75,2,3,4
"hypothyroid",8,"IntreesVote",1.75,1,1,1.5,2.25,3
"hypothyroid",8,"IntreesSTEL",1.75,1,1,1.5,2.25,3
"hypothyroid",9,"RF",7.08,1,5,7,9,17
"hypothyroid",9,"CART",2.17,1,2,2,2.75,3
"hypothyroid",9,"PreSelectedRules",4.76,1,4,5,6,6
"hypothyroid",9,"OptimalRules",3.17,2,3,3,3.75,4
"hypothyroid",9,"OPTSTEL",3,2,2.75,3,3.25,4
"hypothyroid",9,"IntreesRRFVote",2.22,1,1,2,3,4
"hypothyroid",9,"IntreesVote",1.67,1,1,1,2,3
"hypothyroid",9,"IntreesSTEL",1.67,1,1,1,2,3
"hypothyroid",10,"RF",7.27,1,5,7,9,18
"hypothyroid",10,"CART",2.57,1,2,2,3.5,4
"hypothyroid",10,"PreSelectedRules",4.78,2,4,5,6,6
"hypothyroid",10,"OptimalRules",3.75,2,3,3,4.5,6
"hypothyroid",10,"OPTSTEL",3.75,2,3,3,4.5,6
"hypothyroid",10,"IntreesRRFVote",2.17,1,1.75,2,3,4
"hypothyroid",10,"IntreesVote",1.8,1,1,2,2,3
"hypothyroid",10,"IntreesSTEL",1.8,1,1,2,2,3
