"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"heart",1,"train","all","PreSelectedRules",0.973544973544973,0.973665973665974,0.971921749136939,0.972764215926449,0.972826086956522,0.973028543783261,0.971488848704039,0.972228091888792,1,1,1,1
"heart",1,"train","covered","PreSelectedRules",0.973544973544973,0.973665973665974,0.971921749136939,0.972764215926449,0.972826086956522,0.973028543783261,0.971488848704039,0.972228091888792,1,1,1,1
"heart",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",1,"test","all","PreSelectedRules",0.987654320987654,0.985714285714286,0.98936170212766,0.987377279102384,1,1,1,1,0.916666666666667,0.916666666666667,0.928571428571429,0.916083916083916
"heart",1,"test","covered","PreSelectedRules",0.987654320987654,0.985714285714286,0.98936170212766,0.987377279102384,1,1,1,1,0.916666666666667,0.916666666666667,0.928571428571429,0.916083916083916
"heart",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",1,"train","all","OptimalRules",0.973544973544973,0.973665973665974,0.971921749136939,0.972764215926449,0.983695652173913,0.986111111111111,0.981012658227848,0.983280327124034,0.6,0.5,0.6,0.75
"heart",1,"train","covered","OptimalRules",0.978378378378378,0.97972972972973,0.975676001931434,0.977575757575758,0.983425414364641,0.986111111111111,0.980263157894737,0.982890632384913,0.75,0.5,0.75,0.857142857142857
"heart",1,"train","notcovered","OptimalRules",0.75,0.75,0.5,0.857142857142857,1,1,1,1,0,0,0,NA
"heart",1,"test","all","OptimalRules",0.925925925925926,0.923967459324155,0.923967459324155,0.923967459324155,0.942028985507246,0.945767195767196,0.935775862068966,0.939895470383275,0.833333333333333,0.857142857142857,0.857142857142857,0.833333333333333
"heart",1,"test","covered","OptimalRules",0.945205479452055,0.94885433715221,0.93531746031746,0.94122383252818,0.952380952380952,0.964285714285714,0.9375,0.948148148148148,0.9,0.9,0.916666666666667,0.898989898989899
"heart",1,"test","notcovered","OptimalRules",0.75,0.75,0.5,0.857142857142857,0.833333333333333,0.833333333333333,0.5,0.909090909090909,0.5,0.5,0.5,0.666666666666667
"heart",1,"train","all","OPTSTEL",0.973544973544973,0.973665973665974,0.971921749136939,0.972764215926449,0.983695652173913,0.986111111111111,0.981012658227848,0.983280327124034,0.6,0.5,0.6,0.75
"heart",1,"train","covered","OPTSTEL",0.978378378378378,0.97972972972973,0.975676001931434,0.977575757575758,0.983425414364641,0.986111111111111,0.980263157894737,0.982890632384913,0.75,0.5,0.75,0.857142857142857
"heart",1,"train","notcovered","OPTSTEL",0.75,0.75,0.5,0.857142857142857,1,1,1,1,0,0,0,NA
"heart",1,"test","all","OPTSTEL",0.888888888888889,0.88482800982801,0.892052565707134,0.88716916885931,0.91304347826087,0.910775862068966,0.910775862068966,0.910775862068966,0.75,0.8125,0.785714285714286,0.748251748251748
"heart",1,"test","covered","OPTSTEL",0.904109589041096,0.896943573667712,0.901984126984127,0.899270648531441,0.920634920634921,0.919021739130435,0.911858974358974,0.915162941018045,0.8,0.833333333333333,0.833333333333333,0.8
"heart",1,"test","notcovered","OPTSTEL",0.75,0.75,0.5,0.857142857142857,0.833333333333333,0.833333333333333,0.5,0.909090909090909,0.5,0.5,0.5,0.666666666666667
"heart",1,"train","all","IntreesRRFVote",0.962962962962963,0.962751212751213,0.961047180667434,0.961869902297029,0.96195652173913,0.961901306240929,0.960397830018083,0.961119328644308,1,1,1,1
"heart",1,"train","covered","IntreesRRFVote",0.962962962962963,0.962751212751213,0.961047180667434,0.961869902297029,0.96195652173913,0.961901306240929,0.960397830018083,0.961119328644308,1,1,1,1
"heart",1,"train","notcovered","IntreesRRFVote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",1,"test","all","IntreesRRFVote",0.925925925925926,0.934313725490196,0.915832290362954,0.922512755102041,0.91304347826087,0.923181818181818,0.901293103448276,0.908730158730159,1,1,1,1
"heart",1,"test","covered","IntreesRRFVote",0.925925925925926,0.934313725490196,0.915832290362954,0.922512755102041,0.91304347826087,0.923181818181818,0.901293103448276,0.908730158730159,1,1,1,1
"heart",1,"test","notcovered","IntreesRRFVote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",1,"train","all","IntreesVote",0.947089947089947,0.951818611242324,0.940276179516686,0.944981369352585,0.945652173913043,0.950265333826978,0.939843279083785,0.943957115009747,1,1,1,1
"heart",1,"train","covered","IntreesVote",0.950549450549451,0.954191278119894,0.94551282051282,0.949071914933308,0.949152542372881,0.952647523709168,0.945027195027195,0.94803118781196,1,1,1,1
"heart",1,"train","notcovered","IntreesVote",0.857142857142857,0.857142857142857,0.5,0.923076923076923,0.857142857142857,0.857142857142857,0.5,0.923076923076923,NA,NA,NA,NA
"heart",1,"test","all","IntreesVote",0.91358024691358,0.925066312997348,0.901126408010013,0.909090909090909,0.91304347826087,0.934782608695652,0.896551724137931,0.90742397137746,0.916666666666667,0.916666666666667,0.928571428571429,0.916083916083916
"heart",1,"test","covered","IntreesVote",0.911392405063291,0.922758620689655,0.900653594771242,0.907602339181287,0.911764705882353,0.933333333333333,0.896551724137931,0.906593406593407,0.909090909090909,0.916666666666667,0.916666666666667,0.909090909090909
"heart",1,"test","notcovered","IntreesVote",1,1,1,1,1,1,1,1,1,1,1,1
"heart",1,"train","all","IntreesSTEL",0.978835978835979,0.97825086306099,0.97825086306099,0.97825086306099,0.989130434782609,0.990654205607477,0.987341772151899,0.988872762457668,0.6,0.5,0.6,0.75
"heart",1,"train","covered","IntreesSTEL",0.983516483516483,0.98248740321986,0.983974358974359,0.983199483061017,0.994350282485876,0.995,0.993589743589744,0.994261630734317,0.6,0.5,0.6,0.75
"heart",1,"train","notcovered","IntreesSTEL",0.857142857142857,0.857142857142857,0.5,0.923076923076923,0.857142857142857,0.857142857142857,0.5,0.923076923076923,NA,NA,NA,NA
"heart",1,"test","all","IntreesSTEL",0.876543209876543,0.873279098873592,0.873279098873592,0.873279098873592,0.884057971014493,0.884920634920635,0.876293103448276,0.879790940766551,0.833333333333333,0.857142857142857,0.857142857142857,0.833333333333333
"heart",1,"test","covered","IntreesSTEL",0.873417721518987,0.870915032679739,0.870915032679739,0.870915032679739,0.882352941176471,0.883468834688347,0.875331564986737,0.878571428571429,0.818181818181818,0.857142857142857,0.833333333333333,0.816666666666667
"heart",1,"test","notcovered","IntreesSTEL",1,1,1,1,1,1,1,1,1,1,1,1
"heart",2,"train","all","PreSelectedRules",0.984126984126984,0.984575688073394,0.983024691358025,0.983770787417351,0.98314606741573,0.983617131062951,0.982062491963482,0.982806915869796,1,1,1,1
"heart",2,"train","covered","PreSelectedRules",0.984126984126984,0.984575688073394,0.983024691358025,0.983770787417351,0.98314606741573,0.983617131062951,0.982062491963482,0.982806915869796,1,1,1,1
"heart",2,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",2,"test","all","PreSelectedRules",0.987654320987654,0.982758620689655,0.990566037735849,0.986466165413534,0.985074626865672,0.980769230769231,0.988095238095238,0.98417198204583,1,1,1,1
"heart",2,"test","covered","PreSelectedRules",0.987654320987654,0.982758620689655,0.990566037735849,0.986466165413534,0.985074626865672,0.980769230769231,0.988095238095238,0.98417198204583,1,1,1,1
"heart",2,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heart",2,"train","all","OptimalRules",0.978835978835979,0.980034522439586,0.976851851851852,0.978325688073394,0.98314606741573,0.985576923076923,0.980519480519481,0.982749151994831,0.909090909090909,0.9,0.928571428571429,0.905982905982906
"heart",2,"train","covered","OptimalRules",0.983783783783784,0.986363636363636,0.980769230769231,0.983283636035059,0.982954545454545,0.985576923076923,0.98,0.982478845196615,1,1,1,1
"heart",2,"train","notcovered","OptimalRules",0.75,0.75,0.5,0.857142857142857,1,1,1,1,0.5,0.5,0.5,0.666666666666667
"heart",2,"test","all","OptimalRules",0.814814814814815,0.794761273209549,0.799528301886792,0.796992481203008,0.805970149253731,0.792213883677298,0.796666666666667,0.794235766595795,0.857142857142857,0.787878787878788,0.787878787878788,0.787878787878788
"heart",2,"test","covered","OptimalRules",0.875,0.882692307692308,0.838723404255319,0.854545454545454,0.866666666666667,0.874197689345314,0.842538190364277,0.853479853479854,0.916666666666667,0.954545454545455,0.75,0.80952380952381
"heart",2,"test","notcovered","OptimalRules",0.333333333333333,0.333333333333333,0.5,0.5,0.285714285714286,0.285714285714286,0.5,0.444444444444444,0.5,0.5,0.5,0.666666666666667
"heart",2,"train","all","OPTSTEL",0.973544973544973,0.973738532110092,0.972222222222222,0.972951312362252,0.98314606741573,0.985576923076923,0.980519480519481,0.982749151994831,0.818181818181818,0.833333333333333,0.857142857142857,0.816666666666667
"heart",2,"train","covered","OPTSTEL",0.978378378378378,0.979659584741671,0.976096333572969,0.977753727753728,0.982954545454545,0.985576923076923,0.98,0.982478845196615,0.888888888888889,0.875,0.916666666666667,0.883116883116883
"heart",2,"train","notcovered","OPTSTEL",0.75,0.75,0.5,0.857142857142857,1,1,1,1,0.5,0.5,0.5,0.666666666666667
"heart",2,"test","all","OPTSTEL",0.802469135802469,0.785043804755945,0.806940700808625,0.790967741935484,0.835820895522388,0.823717948717949,0.836666666666667,0.828325180526438,0.642857142857143,0.604166666666667,0.651515151515151,0.590643274853801
