"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"CAR",1,"RF",5.34,1,5,6,6,6
"CAR",1,"CART",5.41,2,5,6,6,6
"CAR",1,"PreSelectedRules",5.07,1,5,5,6,6
"CAR",1,"OptimalRules",4.62,1,4,5,6,6
"CAR",1,"OPTSTEL",4.26,1,3.5,5,5,6
"CAR",1,"IntreesRRFVote",3.18,1,2,3,4,5
"CAR",1,"IntreesVote",2.43,1,2,2,3,4
"CAR",1,"IntreesSTEL",2.43,1,2,2,3,4
"CAR",2,"RF",5.33,1,5,6,6,6
"CAR",2,"CART",5.33,2,5,6,6,6
"CAR",2,"PreSelectedRules",5.05,1,5,5,6,6
"CAR",2,"OptimalRules",4.81,1,5,5,6,6
"CAR",2,"OPTSTEL",4.19,1,3.75,5,5,6
"CAR",2,"IntreesRRFVote",3.08,1,2,3,3.25,6
"CAR",2,"IntreesVote",2.75,1,2,2.5,3,6
"CAR",2,"IntreesSTEL",2.75,1,2,2.5,3,6
"CAR",3,"RF",5.3,1,5,5,6,6
"CAR",3,"CART",5.41,2,5,6,6,6
"CAR",3,"PreSelectedRules",5.05,1,5,5,6,6
"CAR",3,"OptimalRules",4.44,1,4,5,5,6
"CAR",3,"OPTSTEL",4.27,1,4,5,5,6
"CAR",3,"IntreesRRFVote",3.25,1,2.75,3.5,4,5
"CAR",3,"IntreesVote",2.5,2,2,2.5,3,3
"CAR",3,"IntreesSTEL",2.5,2,2,2.5,3,3
"CAR",4,"RF",5.35,1,5,6,6,6
"CAR",4,"CART",5.53,2,5,6,6,7
"CAR",4,"PreSelectedRules",5.1,1,5,5,6,6
"CAR",4,"OptimalRules",4.76,1,4,5,6,6
"CAR",4,"OPTSTEL",4.57,1,4,5,6,6
"CAR",4,"IntreesRRFVote",3.47,2,2.5,3,4,6
"CAR",4,"IntreesVote",2.67,2,2,2.5,3,4
"CAR",4,"IntreesSTEL",2.67,2,2,2.5,3,4
"CAR",5,"RF",5.34,1,5,6,6,6
"CAR",5,"CART",5.33,2,5,6,6,6
"CAR",5,"PreSelectedRules",5.07,1,5,6,6,6
"CAR",5,"OptimalRules",4.48,1,4,5,6,6
"CAR",5,"OPTSTEL",4.29,1,4,5,5,6
"CAR",5,"IntreesRRFVote",3.3,2,2.25,3,4,5
"CAR",5,"IntreesVote",2.75,2,2,2,2.75,5
"CAR",5,"IntreesSTEL",2.75,2,2,2,2.75,5
"CAR",6,"RF",5.34,1,5,5,6,6
"CAR",6,"CART",5.39,2,5,6,6,6
"CAR",6,"PreSelectedRules",5.03,1,4,5,6,6
"CAR",6,"OptimalRules",4.84,1,5,5,6,6
"CAR",6,"OPTSTEL",4.5,1,4.25,5,5,6
"CAR",6,"IntreesRRFVote",3.12,2,2,3,4,5
"CAR",6,"IntreesVote",3,2,2,2.5,3.5,5
"CAR",6,"IntreesSTEL",3,2,2,2.5,3.5,5
"CAR",7,"RF",5.33,1,5,6,6,6
"CAR",7,"CART",5.35,2,5,6,6,6
"CAR",7,"PreSelectedRules",5.03,1,5,5,6,6
"CAR",7,"OptimalRules",4.7,1,4,5,6,6
"CAR",7,"OPTSTEL",4.43,1,4,5,5,6
"CAR",7,"IntreesRRFVote",3,2,2,3,3,5
"CAR",7,"IntreesVote",2.71,2,2,2,3,5
"CAR",7,"IntreesSTEL",2.71,2,2,2,3,5
"CAR",8,"RF",5.31,1,5,5,6,6
"CAR",8,"CART",5.53,2,6,6,6,6
"CAR",8,"PreSelectedRules",5.03,1,4,5,6,6
"CAR",8,"OptimalRules",4.38,1,4,5,5,6
"CAR",8,"OPTSTEL",4.32,1,4,5,5,6
"CAR",8,"IntreesRRFVote",3.64,2,2,4,5,6
"CAR",8,"IntreesVote",2,2,2,2,2,2
"CAR",8,"IntreesSTEL",2,2,2,2,2,2
"CAR",9,"RF",5.35,1,5,6,6,6
"CAR",9,"CART",5.27,2,5,6,6,6
"CAR",9,"PreSelectedRules",5.08,1,5,5,6,6
"CAR",9,"OptimalRules",4.71,1,5,5,5,6
"CAR",9,"OPTSTEL",4.35,1,4,5,5,6
"CAR",9,"IntreesRRFVote",3.33,1,2.75,3.5,4,5
"CAR",9,"IntreesVote",3,1,2,3,4,5
"CAR",9,"IntreesSTEL",3,1,2,3,4,5
"CAR",10,"RF",5.34,1,5,6,6,6
"CAR",10,"CART",5.41,2,5,6,6,6
"CAR",10,"PreSelectedRules",5.08,1,5,5,6,6
"CAR",10,"OptimalRules",4.8,1,4.5,5,6,6
"CAR",10,"OPTSTEL",4.24,1,4,5,5,6
"CAR",10,"IntreesRRFVote",3.27,2,2,3,4,6
"CAR",10,"IntreesVote",3,2,2,2,3.5,6
"CAR",10,"IntreesSTEL",3,2,2,2,3.5,6
