"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"texture",1,"train","all","PreSelectedRules",0.806493506493506,0.890888995327401,0.806309314119709,0.814026693581378,0.827096421742693,0.898103854917406,0.82031345175218,0.827749412136989,0.407407407407407,0.573479960899316,0.562899910761753,0.52034335994031
"texture",1,"train","covered","PreSelectedRules",0.950825082508251,0.943697239714593,0.934715025150162,0.938746138043046,0.957713125845738,0.950807769576776,0.943465286285193,0.946771600066139,0.675675675675676,0.623838383838384,0.71811348781937,0.697438672438672
"texture",1,"train","notcovered","PreSelectedRules",0.273170731707317,0.273170731707317,0.142857142857143,0.42911877394636,0.279432624113475,0.279432624113475,0.142857142857143,0.436807095343681,0.234782608695652,0.234782608695652,0.142857142857143,0.380281690140845
"texture",1,"test","all","PreSelectedRules",0.799393939393939,0.877000518115479,0.799299605270537,0.801246153036446,0.830911492734478,0.895768031412263,0.819585590772714,0.822580820124842,0.448529411764706,0.51508424008424,0.555046489742142,0.500379558814094
"texture",1,"test","covered","PreSelectedRules",0.935779816513762,0.927888182639508,0.912596712149985,0.919058033537984,0.95318805488297,0.951668652530275,0.935158127509084,0.942474137461644,0.623188405797101,0.528246753246753,0.654025974025974,0.598738021524399
"texture",1,"test","notcovered","PreSelectedRules",0.277777777777778,0.277777777777778,0.142857142857143,0.434782608695652,0.28,0.28,0.142857142857143,0.4375,0.26865671641791,0.26865671641791,0.142857142857143,0.423529411764706
"texture",1,"train","all","OptimalRules",0.793506493506493,0.889141882815623,0.793158283602872,0.803811159823471,0.816170445233543,0.897266374930046,0.809069935652994,0.819102114028838,0.354497354497354,0.596798245614035,0.423073782942204,0.426798728918621
"texture",1,"train","covered","OptimalRules",0.955668358714044,0.943204264008269,0.940162267722141,0.94140019730997,0.963680387409201,0.952141230750648,0.949871675405374,0.950618862115356,0.59375,0.640131578947368,0.631150793650794,0.648082911240806
"texture",1,"train","notcovered","OptimalRules",0.258100558659218,0.258100558659218,0.111111111111111,0.410301953818828,0.262337662337662,0.262337662337662,0.125,0.415637860082305,0.232,0.232,0.125,0.376623376623377
"texture",1,"test","all","OptimalRules",0.781212121212121,0.879795968675176,0.780783422496732,0.790777772240907,0.815059445178336,0.891651375487508,0.803130027104707,0.810826620435046,0.404411764705882,0.534027271105923,0.42966139657444,0.546630797424808
"texture",1,"test","covered","OptimalRules",0.948083067092652,0.930246762477208,0.927374440715191,0.928276908943437,0.962406015037594,0.949133170178605,0.945303959571632,0.946387458785942,0.636363636363636,0.54462481962482,0.55987012987013,0.716464237516869
"texture",1,"test","notcovered","OptimalRules",0.256281407035176,0.256281407035176,0.111111111111111,0.408,0.258675078864353,0.258675078864353,0.125,0.411027568922306,0.246913580246914,0.246913580246914,0.125,0.396039603960396
"texture",1,"train","all","OPTSTEL",0.627272727272727,0.913644422704865,0.627165480978341,0.700141546302499,0.647364108167167,0.915766071103832,0.638642202513277,0.711742042621758,0.238095238095238,0.511721611721612,0.218831168831169,0.432329822954823
"texture",1,"train","covered","OPTSTEL",0.996125907990315,0.992876000328779,0.893692216280452,0.992907320593264,0.99757045675413,0.995545166687074,0.994946640044679,0.995215215053058,0.571428571428571,0.583333333333333,0.5,0.8
"texture",1,"train","notcovered","OPTSTEL",0.200560224089636,0.200560224089636,0.0909090909090909,0.334111059262716,0.197754210854648,0.197754210854648,0.0909090909090909,0.330208333333333,0.225274725274725,0.225274725274725,0.111111111111111,0.367713004484305
"texture",1,"test","all","OPTSTEL",0.634545454545455,0.908264342399321,0.630756743481827,0.70567617011214,0.665785997357992,0.911424719499806,0.648290678180295,0.722999592393549,0.286764705882353,0.734444444444444,0.283438735177866,0.424698217475216
"texture",1,"test","covered","OPTSTEL",0.9921875,0.98589937248613,0.888398304495865,0.986256473521391,0.994350282485876,0.990083286637304,0.893227513227513,0.991175293407116,0.818181818181818,0.833333333333333,0.866666666666667,0.793333333333333
"texture",1,"test","notcovered","OPTSTEL",0.209549071618037,0.209549071618037,0.0909090909090909,0.346491228070175,0.203497615262321,0.203497615262321,0.0909090909090909,0.338177014531044,0.24,0.24,0.111111111111111,0.387096774193548
"texture",1,"train","all","IntreesRRFVote",0.528831168831169,0.627565377732874,0.528409885343882,0.674897855683483,0.54302103250478,0.631402838594843,0.528233054565103,0.677848573413658,0.253968253968254,0.39799861973775,0.49375,0.57036901865369
"texture",1,"train","covered","IntreesRRFVote",0.696130346232179,0.693091506996597,0.448269782787146,0.726765677339312,0.713201180936314,0.698264552004061,0.448340131886562,0.731177686141014,0.214285714285714,0.420455486542443,0.444444444444444,0.603472222222222
"texture",1,"train","notcovered","IntreesRRFVote",0.234408602150538,0.234408602150538,0.111111111111111,0.379790940766551,0.230232558139535,0.230232558139535,0.111111111111111,0.374291115311909,0.285714285714286,0.285714285714286,0.166666666666667,0.444444444444444
"texture",1,"test","all","IntreesRRFVote",0.52,0.621760769508618,0.516196315903061,0.664704186159359,0.544914134742404,0.624130251956062,0.518042640702799,0.782529863315133,0.242647058823529,0.408465608465608,0.41095652173913,0.371417493796526
"texture",1,"test","covered","IntreesRRFVote",0.682464454976303,0.686732102241847,0.440558205264088,0.716820200788448,0.714863498483316,0.690691643155089,0.442260442260442,0.87050469434354,0.196969696969697,0.433015873015873,0.324545454545455,0.360972590627763
"texture",1,"test","notcovered","IntreesRRFVote",0.231932773109244,0.231932773109244,0.111111111111111,0.376534788540246,0.224761904761905,0.224761904761905,0.111111111111111,0.367029548989114,0.285714285714286,0.285714285714286,0.166666666666667,0.444444444444444
"texture",1,"train","all","IntreesVote",0.531948051948052,0.658359647515462,0.531424725739277,0.690891928873843,0.546025676044796,0.660655315557521,0.531369135134812,0.693031712768171,0.259259259259259,0.490855762594893,0.475,0.648650793650794
"texture",1,"train","covered","IntreesVote",0.72264631043257,0.729659088321212,0.448280357124739,0.746807792959126,0.73958790004384,0.733083375396818,0.448608300296323,0.750384877867773,0.220779220779221,0.531884057971014,0.535714285714286,0.699702380952381
"texture",1,"train","notcovered","IntreesVote",0.230563002680965,0.230563002680965,0.1,0.374727668845316,0.226086956521739,0.226086956521739,0.1,0.368794326241135,0.285714285714286,0.285714285714286,0.166666666666667,0.444444444444444
"texture",1,"test","all","IntreesVote",0.525454545454546,0.650032828698792,0.521463332417955,0.681064436822322,0.550198150594452,0.64852836556988,0.523552282576078,0.799264384428219,0.25,0.513410663410663,0.369652173913044,0.405673500042312
"texture",1,"test","covered","IntreesVote",0.706981317600787,0.719403755651487,0.440558205264088,0.735181176490058,0.737226277372263,0.718778588660356,0.442260442260442,0.889065378982814,0.206896551724138,0.55968253968254,0.324545454545455,0.46763925729443
"texture",1,"test","notcovered","IntreesVote",0.233807266982622,0.233807266982622,0.1,0.379001280409731,0.227027027027027,0.227027027027027,0.111111111111111,0.370044052863436,0.282051282051282,0.282051282051282,0.142857142857143,0.44
"texture",1,"train","all","IntreesSTEL",0.577402597402597,0.746797194271437,0.57511660204479,0.784081489996144,0.590002731494127,0.750213736742534,0.575988823678709,0.786059824704088,0.333333333333333,0.569444444444444,0.460167464114833,0.612016687016687
