"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"wdbc",1,"RF",4.44,1,3,4,5,9
"wdbc",1,"CART",2.33,2,2,2,2.75,3
"wdbc",1,"PreSelectedRules",4.35,1,3,4,5,6
"wdbc",1,"OptimalRules",3.71,2,2.5,4,5,5
"wdbc",1,"OPTSTEL",3.71,2,2.5,4,5,5
"wdbc",1,"IntreesRRFVote",2.7,2,2,3,3,4
"wdbc",1,"IntreesVote",2.86,2,2.5,3,3,4
"wdbc",1,"IntreesSTEL",2.86,2,2.5,3,3,4
"wdbc",2,"RF",4.45,1,3,4,5,9
"wdbc",2,"CART",3.33,1,2.25,3.5,4.75,5
"wdbc",2,"PreSelectedRules",4.35,2,4,4,5,6
"wdbc",2,"OptimalRules",3,2,2.25,3,3.75,4
"wdbc",2,"OPTSTEL",3,2,2.25,3,3.75,4
"wdbc",2,"IntreesRRFVote",2.18,1,2,2,2.5,3
"wdbc",2,"IntreesVote",2.5,2,2,2.5,3,3
"wdbc",2,"IntreesSTEL",2.5,2,2,2.5,3,3
"wdbc",3,"RF",4.38,1,3,4,5,9
"wdbc",3,"CART",2.8,1,2,3,4,4
"wdbc",3,"PreSelectedRules",4.3,2,3,4,5,6
"wdbc",3,"OptimalRules",3.33,2,2.25,3.5,4,5
"wdbc",3,"OPTSTEL",3.33,2,2.25,3.5,4,5
"wdbc",3,"IntreesRRFVote",2.11,1,2,2,3,3
"wdbc",3,"IntreesVote",2.33,1,2,2.5,3,3
"wdbc",3,"IntreesSTEL",2.33,1,2,2.5,3,3
"wdbc",4,"RF",4.36,2,3,4,5,9
"wdbc",4,"CART",2.67,1,2,2.5,3.75,4
"wdbc",4,"PreSelectedRules",4.22,2,3,4,5,6
"wdbc",4,"OptimalRules",3.2,3,3,3,3,4
"wdbc",4,"OPTSTEL",3.2,3,3,3,3,4
"wdbc",4,"IntreesRRFVote",2.86,2,2.5,3,3,4
"wdbc",4,"IntreesVote",2.8,2,2,3,3,4
"wdbc",4,"IntreesSTEL",2.8,2,2,3,3,4
"wdbc",5,"RF",4.42,1,3,4,5,9
"wdbc",5,"CART",2,2,2,2,2,2
"wdbc",5,"PreSelectedRules",4.47,1,4,5,5,6
"wdbc",5,"OptimalRules",4.17,3,4,4,4,6
"wdbc",5,"OPTSTEL",4.17,3,4,4,4,6
"wdbc",5,"IntreesRRFVote",2.22,1,2,2,3,4
"wdbc",5,"IntreesVote",2.33,1,1.25,2.5,3,4
"wdbc",5,"IntreesSTEL",2.33,1,1.25,2.5,3,4
"wdbc",6,"RF",4.22,1,3,4,5,9
"wdbc",6,"CART",2.33,2,2,2,2.75,3
"wdbc",6,"PreSelectedRules",4.23,1,3,4,5,6
"wdbc",6,"OptimalRules",3.17,2,2.25,3,3.75,5
"wdbc",6,"OPTSTEL",3.17,2,2.25,3,3.75,5
"wdbc",6,"IntreesRRFVote",2.07,1,1.25,2,3,3
"wdbc",6,"IntreesVote",2,1,1,2,3,3
"wdbc",6,"IntreesSTEL",2,1,1,2,3,3
"wdbc",7,"RF",4.4,1,3,4,5,9
"wdbc",7,"CART",2.67,1,2,2.5,3.75,4
"wdbc",7,"PreSelectedRules",4.26,1,3,4,5,6
"wdbc",7,"OptimalRules",3.6,1,3,3,5,6
"wdbc",7,"OPTSTEL",3.6,1,3,3,5,6
"wdbc",7,"IntreesRRFVote",2.33,1,2,2.5,3,3
"wdbc",7,"IntreesVote",2,1,1.75,2,2.25,3
"wdbc",7,"IntreesSTEL",2,1,1.75,2,2.25,3
"wdbc",8,"RF",4.34,1,3,4,5,9
"wdbc",8,"CART",2.8,1,2,3,4,4
"wdbc",8,"PreSelectedRules",4.25,1,3,4,5,6
"wdbc",8,"OptimalRules",4.4,3,4,4,5,6
"wdbc",8,"OPTSTEL",4.4,3,4,4,5,6
"wdbc",8,"IntreesRRFVote",2.44,2,2,2,3,3
"wdbc",8,"IntreesVote",2.2,2,2,2,2,3
"wdbc",8,"IntreesSTEL",2.2,2,2,2,2,3
"wdbc",9,"RF",4.59,1,3,4,6,10
"wdbc",9,"CART",2.83,1,2.25,3,3.75,4
"wdbc",9,"PreSelectedRules",4.32,2,3,4,5,6
"wdbc",9,"OptimalRules",4.14,3,3.5,4,5,5
"wdbc",9,"OPTSTEL",4.14,3,3.5,4,5,5
"wdbc",9,"IntreesRRFVote",2,1,1.25,2,2.75,3
"wdbc",9,"IntreesVote",2.14,1,2,2,2.5,3
"wdbc",9,"IntreesSTEL",2.14,1,2,2,2.5,3
"wdbc",10,"RF",4.25,1,3,4,5,9
"wdbc",10,"CART",3.33,1,2.25,3.5,4.75,5
"wdbc",10,"PreSelectedRules",4.16,2,3,4,5,6
"wdbc",10,"OptimalRules",3,2,3,3,3,4
"wdbc",10,"OPTSTEL",3,2,3,3,3,4
"wdbc",10,"IntreesRRFVote",2.08,1,1.75,2,3,3
"wdbc",10,"IntreesVote",2,1,2,2,2,3
"wdbc",10,"IntreesSTEL",2,1,2,2,2,3
