"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"newthyroid",1,"RF",3.43,1,3,4,4,5
"newthyroid",1,"CART",2.5,2,2,2.5,3,3
"newthyroid",1,"PreSelectedRules",3.36,1,3,3.5,4,5
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2
"newthyroid",1,"IntreesRRFVote",2.09,1,2,2,2.5,3
"newthyroid",1,"IntreesVote",2,1,2,2,2,3
"newthyroid",1,"IntreesSTEL",2,1,2,2,2,3
"newthyroid",2,"RF",3.51,1,3,4,4,5
"newthyroid",2,"CART",2.5,2,2,2.5,3,3
"newthyroid",2,"PreSelectedRules",3.31,1,3,3,4,5
"newthyroid",2,"OptimalRules",2.5,1,2,2.5,3,4
"newthyroid",2,"OPTSTEL",2.5,1,2,2.5,3,4
"newthyroid",2,"IntreesRRFVote",1.77,1,1,2,2,3
"newthyroid",2,"IntreesVote",1.88,1,1,1.5,3,3
"newthyroid",2,"IntreesSTEL",1.88,1,1,1.5,3,3
"newthyroid",3,"RF",3.66,1,3,4,5,5
"newthyroid",3,"CART",2.5,2,2,2.5,3,3
"newthyroid",3,"PreSelectedRules",3.58,1,3,4,4,5
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4
"newthyroid",3,"IntreesRRFVote",2,1,1,2,3,3
"newthyroid",3,"IntreesVote",2,1,1.25,2,2.75,3
"newthyroid",3,"IntreesSTEL",2,1,1.25,2,2.75,3
"newthyroid",4,"RF",3.37,1,3,3,4,5
"newthyroid",4,"CART",3.17,2,2.25,3.5,4,4
"newthyroid",4,"PreSelectedRules",3.34,1,3,3,4,5
"newthyroid",4,"OptimalRules",2.4,1,1,2,3,5
"newthyroid",4,"OPTSTEL",2.4,1,1,2,3,5
"newthyroid",4,"IntreesRRFVote",1.93,1,1,2,3,3
"newthyroid",4,"IntreesVote",2,1,1,2,3,3
"newthyroid",4,"IntreesSTEL",2,1,1,2,3,3
"newthyroid",5,"RF",3.32,1,3,3,4,5
"newthyroid",5,"CART",2.5,2,2,2.5,3,3
"newthyroid",5,"PreSelectedRules",3.18,1,2,3,4,5
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4
"newthyroid",5,"IntreesRRFVote",1.91,1,1,2,2.5,4
"newthyroid",5,"IntreesVote",1.57,1,1,1,2,3
"newthyroid",5,"IntreesSTEL",1.57,1,1,1,2,3
"newthyroid",6,"RF",3.49,1,3,4,4,5
"newthyroid",6,"CART",2.5,2,2,2.5,3,3
"newthyroid",6,"PreSelectedRules",3.43,1,3,3,4,5
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4
"newthyroid",6,"IntreesRRFVote",1.89,1,1,2,2,4
"newthyroid",6,"IntreesVote",1.88,1,1,2,2,4
"newthyroid",6,"IntreesSTEL",1.88,1,1,2,2,4
"newthyroid",7,"RF",3.42,1,3,4,4,5
"newthyroid",7,"CART",3,2,2.25,3,3.75,4
"newthyroid",7,"PreSelectedRules",3.39,1,3,3,4,5
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3
"newthyroid",7,"IntreesRRFVote",1.82,1,1,2,2,3
"newthyroid",7,"IntreesVote",1.75,1,1,1.5,2.25,3
"newthyroid",7,"IntreesSTEL",1.75,1,1,1.5,2.25,3
"newthyroid",8,"RF",3.39,1,3,3,4,5
"newthyroid",8,"CART",3.17,2,2.25,3.5,4,4
"newthyroid",8,"PreSelectedRules",3.21,1,2,3,4,5
"newthyroid",8,"OptimalRules",2.17,1,2,2,2.75,3
"newthyroid",8,"OPTSTEL",2.17,1,2,2,2.75,3
"newthyroid",8,"IntreesRRFVote",1.86,1,1.25,2,2,3
"newthyroid",8,"IntreesVote",2.17,1,2,2,2.75,3
"newthyroid",8,"IntreesSTEL",2.17,1,2,2,2.75,3
"newthyroid",9,"RF",3.53,1,3,4,4,5
"newthyroid",9,"CART",3,2,2,3,4,4
"newthyroid",9,"PreSelectedRules",3.46,1,3,3,4,5
"newthyroid",9,"OptimalRules",3,1,2.25,3.5,4,4
"newthyroid",9,"OPTSTEL",3,1,2.25,3.5,4,4
"newthyroid",9,"IntreesRRFVote",1.69,1,1,2,2,3
"newthyroid",9,"IntreesVote",2.33,2,2,2,2.5,3
"newthyroid",9,"IntreesSTEL",2.33,2,2,2,2.5,3
"newthyroid",10,"RF",3.42,1,3,3,4,5
"newthyroid",10,"CART",3,2,2,3,4,4
"newthyroid",10,"PreSelectedRules",3.3,1,3,3,4,5
"newthyroid",10,"OptimalRules",2,1,1.25,2,2,4
"newthyroid",10,"OPTSTEL",1.6,1,1,2,2,2
"newthyroid",10,"IntreesRRFVote",2,1,2,2,2,3
"newthyroid",10,"IntreesVote",2.22,1,2,2,3,3
"newthyroid",10,"IntreesSTEL",2.22,1,2,2,3,3
