"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"Iris",1,"RF",2.52,1,2,3,3,4
"Iris",1,"CART",2,2,2,2,2,2
"Iris",1,"PreSelectedRules",2.7,1,2,3,3,4
"Iris",1,"OptimalRules",1.6,1,1,1,2,3
"Iris",1,"OPTSTEL",1.75,1,1,1.5,2.25,3
"Iris",1,"IntreesRRFVote",1.88,1,1.75,2,2,3
"Iris",1,"IntreesVote",1.75,1,1.75,2,2,2
"Iris",1,"IntreesSTEL",1.75,1,1.75,2,2,2
"Iris",2,"RF",2.35,1,2,2,3,4
"Iris",2,"CART",2,2,2,2,2,2
"Iris",2,"PreSelectedRules",2.65,1,2,3,3,4
"Iris",2,"OptimalRules",1.33,1,1,1,1.5,2
"Iris",2,"OPTSTEL",1.5,1,1.25,1.5,1.75,2
"Iris",2,"IntreesRRFVote",1.25,1,1,1,1.25,2
"Iris",2,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"Iris",2,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"Iris",3,"RF",2.6,1,2,3,3,4
"Iris",3,"CART",2.75,2,2.75,3,3,3
"Iris",3,"PreSelectedRules",2.87,1,2,3,3,4
"Iris",3,"OptimalRules",1.25,1,1,1,1.25,2
"Iris",3,"OPTSTEL",1,1,1,1,1,1
"Iris",3,"IntreesRRFVote",1.75,1,1,2,2,3
"Iris",3,"IntreesVote",1.8,1,1,2,2,3
"Iris",3,"IntreesSTEL",1.8,1,1,2,2,3
"Iris",4,"RF",2.65,1,2,3,3,4
"Iris",4,"CART",2.67,2,2.5,3,3,3
"Iris",4,"PreSelectedRules",2.7,1,2,3,3,4
"Iris",4,"OptimalRules",1.8,1,2,2,2,2
"Iris",4,"OPTSTEL",1.8,1,2,2,2,2
"Iris",4,"IntreesRRFVote",2,1,1.75,2,2.25,3
"Iris",4,"IntreesVote",2,1,2,2,2,3
"Iris",4,"IntreesSTEL",2,1,2,2,2,3
"Iris",5,"RF",2.59,1,2,3,3,4
"Iris",5,"CART",2.75,2,2.75,3,3,3
"Iris",5,"PreSelectedRules",2.81,1,2,3,3,4
"Iris",5,"OptimalRules",1.33,1,1,1,1.5,2
"Iris",5,"OPTSTEL",1.33,1,1,1,1.5,2
"Iris",5,"IntreesRRFVote",1.83,1,1.25,2,2,3
"Iris",5,"IntreesVote",1.5,1,1,1.5,2,2
"Iris",5,"IntreesSTEL",1.5,1,1,1.5,2,2
"Iris",6,"RF",2.62,1,2,3,3,4
"Iris",6,"CART",2.67,2,2.5,3,3,3
"Iris",6,"PreSelectedRules",2.83,1,2,3,3,4
"Iris",6,"OptimalRules",1.33,1,1,1,1.5,2
"Iris",6,"OPTSTEL",1.33,1,1,1,1.5,2
"Iris",6,"IntreesRRFVote",1.78,1,2,2,2,2
"Iris",6,"IntreesVote",1.8,1,2,2,2,2
"Iris",6,"IntreesSTEL",1.8,1,2,2,2,2
"Iris",7,"RF",2.45,1,2,3,3,4
"Iris",7,"CART",2.67,2,2.5,3,3,3
"Iris",7,"PreSelectedRules",2.72,1,2,3,3,4
"Iris",7,"OptimalRules",1.33,1,1,1,1.5,2
"Iris",7,"OPTSTEL",1.33,1,1,1,1.5,2
"Iris",7,"IntreesRRFVote",1.5,1,1,1.5,2,2
"Iris",7,"IntreesVote",1.25,1,1,1,1.25,2
"Iris",7,"IntreesSTEL",1.25,1,1,1,1.25,2
"Iris",8,"RF",2.7,1,2,3,3,4
"Iris",8,"CART",2,2,2,2,2,2
"Iris",8,"PreSelectedRules",2.96,1,2.5,3,3,4
"Iris",8,"OptimalRules",1.75,1,1,1.5,2.25,3
"Iris",8,"OPTSTEL",1.75,1,1,1.5,2.25,3
"Iris",8,"IntreesRRFVote",2,1,1.5,2,2.5,3
"Iris",8,"IntreesVote",1.67,1,1,1,2,3
"Iris",8,"IntreesSTEL",1.67,1,1,1,2,3
"Iris",9,"RF",2.71,1,2,3,3,4
"Iris",9,"CART",2.75,2,2.75,3,3,3
"Iris",9,"PreSelectedRules",2.93,1,2,3,3,4
"Iris",9,"OptimalRules",2,1,2,2,2,3
"Iris",9,"OPTSTEL",1.75,1,1.75,2,2,2
"Iris",9,"IntreesRRFVote",2,1,2,2,2,3
"Iris",9,"IntreesVote",2,1,2,2,2,3
"Iris",9,"IntreesSTEL",2,1,2,2,2,3
"Iris",10,"RF",2.57,1,2,3,3,4
"Iris",10,"CART",2.67,2,2.5,3,3,3
"Iris",10,"PreSelectedRules",2.75,1,2,3,3,4
"Iris",10,"OptimalRules",1.33,1,1,1,1.5,2
"Iris",10,"OPTSTEL",1.33,1,1,1,1.5,2
"Iris",10,"IntreesRRFVote",1.71,1,1,2,2,3
"Iris",10,"IntreesVote",2,1,1.5,2,2.5,3
"Iris",10,"IntreesSTEL",2,1,1.5,2,2.5,3
