"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"newthyroid",1,"train","all","PreSelectedRules",0.986666666666667,0.993993993993994,0.966666666666667,0.979425837320574,0.986111111111111,0.993710691823899,0.966666666666667,0.979281537176274,1,1,1,1
"newthyroid",1,"train","covered","PreSelectedRules",0.986666666666667,0.993993993993994,0.966666666666667,0.979425837320574,0.986111111111111,0.993710691823899,0.966666666666667,0.979281537176274,1,1,1,1
"newthyroid",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"newthyroid",1,"test","all","PreSelectedRules",0.969230769230769,0.986111111111111,0.944444444444444,0.962604771115409,1,1,1,1,0.6,0.6,0.5,0.75
"newthyroid",1,"test","covered","PreSelectedRules",0.969230769230769,0.986111111111111,0.944444444444444,0.962604771115409,1,1,1,1,0.6,0.6,0.5,0.75
"newthyroid",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"newthyroid",1,"train","all","OptimalRules",0.973333333333333,0.988200589970501,0.934920634920635,0.959783467678205,0.979166666666667,0.990654205607477,0.95,0.969169795310978,0.833333333333333,0.833333333333333,0.5,0.909090909090909
"newthyroid",1,"train","covered","OptimalRules",0.986394557823129,0.993939393939394,0.965789473684211,0.979385878468447,0.985915492957746,0.993650793650794,0.965789473684211,0.979238854238854,1,1,1,1
"newthyroid",1,"train","notcovered","OptimalRules",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.666666666666667,0,0,0,NA
"newthyroid",1,"test","all","OptimalRules",0.969230769230769,0.986111111111111,0.924603174603175,0.952774022154226,0.983333333333333,0.992424242424242,0.952380952380952,0.970527556734453,0.8,0.875,0.75,0.761904761904762
"newthyroid",1,"test","covered","OptimalRules",0.984126984126984,0.992753623188406,0.972222222222222,0.981844242713808,1,1,1,1,0.75,0.833333333333333,0.75,0.733333333333333
