"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"vertebral",1,"RF",4.44,1,4,5,5,6
"vertebral",1,"CART",3.8,2,3,4,5,5
"vertebral",1,"PreSelectedRules",4.15,1,3,4,5,6
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4
"vertebral",1,"IntreesRRFVote",2.2,1,1.25,2.5,3,3
"vertebral",1,"IntreesVote",2.25,1,1.75,2.5,3,3
"vertebral",1,"IntreesSTEL",2.25,1,1.75,2.5,3,3
"vertebral",2,"RF",4.47,1,4,5,5,6
"vertebral",2,"CART",3.8,2,3,4,5,5
"vertebral",2,"PreSelectedRules",4.27,1,4,4,5,6
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5
"vertebral",2,"IntreesRRFVote",2.56,1,2,2,3,4
"vertebral",2,"IntreesVote",2.83,1,2.25,3,3.75,4
"vertebral",2,"IntreesSTEL",2.83,1,2.25,3,3.75,4
"vertebral",3,"RF",4.27,1,4,4,5,6
"vertebral",3,"CART",3.8,2,3,4,5,5
"vertebral",3,"PreSelectedRules",3.9,1,3,4,5,6
"vertebral",3,"OptimalRules",3.2,1,3,3,4,5
"vertebral",3,"OPTSTEL",3.2,1,3,3,4,5
"vertebral",3,"IntreesRRFVote",2.67,1,2,3,3,5
"vertebral",3,"IntreesVote",2.75,1,1.75,3,3.25,5
"vertebral",3,"IntreesSTEL",2.75,1,1.75,3,3.25,5
"vertebral",4,"RF",4.39,1,4,4,5,6
"vertebral",4,"CART",3.25,2,2.75,3.5,4,4
"vertebral",4,"PreSelectedRules",4.1,1,3,4,5,6
"vertebral",4,"OptimalRules",4,1,3.25,4,5,6
"vertebral",4,"OPTSTEL",4,1,3.25,4,5,6
"vertebral",4,"IntreesRRFVote",2.67,1,2,3,3.5,5
"vertebral",4,"IntreesVote",2.57,1,2,3,3,4
"vertebral",4,"IntreesSTEL",2.57,1,2,3,3,4
"vertebral",5,"RF",4.41,1,4,5,5,6
"vertebral",5,"CART",3.17,2,3,3,3.75,4
"vertebral",5,"PreSelectedRules",4.08,1,3,4,5,6
"vertebral",5,"OptimalRules",3.4,1,2.25,4,4.75,5
"vertebral",5,"OPTSTEL",3.67,1,3,4,5,5
"vertebral",5,"IntreesRRFVote",2.77,1,2,3,3,5
"vertebral",5,"IntreesVote",3,2,2.25,3,3.75,4
"vertebral",5,"IntreesSTEL",3,2,2.25,3,3.75,4
"vertebral",6,"RF",4.42,1,4,5,5,6
"vertebral",6,"CART",3.33,2,3,3.5,4,4
"vertebral",6,"PreSelectedRules",4.03,1,3,4,5,6
"vertebral",6,"OptimalRules",4,1,4,4,4.75,6
"vertebral",6,"OPTSTEL",4.08,1,4,4,5,6
"vertebral",6,"IntreesRRFVote",2.79,1,2,3,3,4
"vertebral",6,"IntreesVote",2.33,1,2,2,2.75,4
"vertebral",6,"IntreesSTEL",2.33,1,2,2,2.75,4
"vertebral",7,"RF",4.42,1,4,5,5,6
"vertebral",7,"CART",3.8,2,3,4,5,5
"vertebral",7,"PreSelectedRules",4.1,1,3,4,5,6
"vertebral",7,"OptimalRules",4,1,4,4,5,5
"vertebral",7,"OPTSTEL",4,1,4,4,5,5
"vertebral",7,"IntreesRRFVote",2.82,1,2.5,3,3,4
"vertebral",7,"IntreesVote",2.75,1,2,3,3.25,4
"vertebral",7,"IntreesSTEL",2.75,1,2,3,3.25,4
"vertebral",8,"RF",4.38,1,4,4,5,6
"vertebral",8,"CART",3.8,2,3,4,5,5
"vertebral",8,"PreSelectedRules",4.04,1,3,4,5,6
"vertebral",8,"OptimalRules",3.64,1,3,4,4,5
"vertebral",8,"OPTSTEL",3.5,1,3,4,4,5
"vertebral",8,"IntreesRRFVote",2.85,1,2,3,3,5
"vertebral",8,"IntreesVote",2.86,1,2.5,3,3,5
"vertebral",8,"IntreesSTEL",2.86,1,2.5,3,3,5
"vertebral",9,"RF",4.45,1,4,5,5,6
"vertebral",9,"CART",3.8,2,3,4,5,5
"vertebral",9,"PreSelectedRules",4.04,1,3,4,5,6
"vertebral",9,"OptimalRules",3.83,1,3,4.5,5,5
"vertebral",9,"OPTSTEL",3.83,1,3,4.5,5,5
"vertebral",9,"IntreesRRFVote",2.56,1,2,2.5,3,4
"vertebral",9,"IntreesVote",2.6,1,2,2.5,3,4
"vertebral",9,"IntreesSTEL",2.6,1,2,2.5,3,4
"vertebral",10,"RF",4.37,1,4,4,5,6
"vertebral",10,"CART",3.8,2,3,4,5,5
"vertebral",10,"PreSelectedRules",4.07,1,3,4,5,6
"vertebral",10,"OptimalRules",3.67,1,2.75,4,5,6
"vertebral",10,"OPTSTEL",3.67,1,2.75,4,5,6
"vertebral",10,"IntreesRRFVote",2.92,1,3,3,3,4
"vertebral",10,"IntreesVote",2.75,1,2.75,3,3,4
"vertebral",10,"IntreesSTEL",2.75,1,2.75,3,3,4
