"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"derma",1,"RF",6.6,1,5,7,8,14
"derma",1,"CART",4.86,2,3.5,5,6.5,7
"derma",1,"PreSelectedRules",4.73,1,4,5,6,6
"derma",1,"OptimalRules",3.56,2,2,3,4,6
"derma",1,"OPTSTEL",3.62,2,2,3.5,4.5,6
"derma",1,"IntreesRRFVote",2.46,1,1,2,3,6
"derma",1,"IntreesVote",3,1,2,2,4.25,6
"derma",1,"IntreesSTEL",3,1,2,2,4.25,6
"derma",2,"RF",6.59,1,5,7,8,15
"derma",2,"CART",4.33,2,3.25,4.5,5.75,6
"derma",2,"PreSelectedRules",4.61,1,4,5,6,6
"derma",2,"OptimalRules",3.4,1,3,3,4,6
"derma",2,"OPTSTEL",3.38,1,2.75,3,4.25,6
"derma",2,"IntreesRRFVote",2.92,1,1,3,4.25,6
"derma",2,"IntreesVote",2.62,1,1,2.5,3.25,6
"derma",2,"IntreesSTEL",2.62,1,1,2.5,3.25,6
"derma",3,"RF",6.61,1,5,7,8,13
"derma",3,"CART",4.33,2,3.25,4.5,5.75,6
"derma",3,"PreSelectedRules",4.73,1,4,5,6,6
"derma",3,"OptimalRules",4,1,2.5,4,6,6
"derma",3,"OPTSTEL",3.8,1,2.25,4,5.75,6
"derma",3,"IntreesRRFVote",3.06,1,1,3,4.25,5
"derma",3,"IntreesVote",3,1,1,3,5,5
"derma",3,"IntreesSTEL",3,1,1,3,5,5
"derma",4,"RF",6.75,1,5,7,9,14
"derma",4,"CART",4.33,2,3.25,4.5,5.75,6
"derma",4,"PreSelectedRules",4.69,1,4,5,6,6
"derma",4,"OptimalRules",3.09,1,2,3,3.5,6
"derma",4,"OPTSTEL",3.1,1,2,3,3.75,6
"derma",4,"IntreesRRFVote",2.83,1,1.25,3,3.75,6
"derma",4,"IntreesVote",2.89,1,1,3,3,6
"derma",4,"IntreesSTEL",2.89,1,1,3,3,6
"derma",5,"RF",6.58,1,5,7,8,14
"derma",5,"CART",4.33,2,3.25,4.5,5.75,6
"derma",5,"PreSelectedRules",4.62,1,4,5,6,6
"derma",5,"OptimalRules",3.7,1,2.25,3.5,5,6
"derma",5,"OPTSTEL",3.7,1,2.25,3.5,5,6
"derma",5,"IntreesRRFVote",3,1,1,3,5,5
"derma",5,"IntreesVote",2.5,1,1,2.5,3.25,5
"derma",5,"IntreesSTEL",2.5,1,1,2.5,3.25,5
"derma",6,"RF",6.55,1,5,7,8,14
"derma",6,"CART",4.33,2,3.25,4.5,5.75,6
"derma",6,"PreSelectedRules",4.63,1,4,5,6,6
"derma",6,"OptimalRules",4,1,3,4,6,6
"derma",6,"OPTSTEL",4.12,1,2.75,4.5,6,6
"derma",6,"IntreesRRFVote",2.86,1,1.25,3,3.75,6
"derma",6,"IntreesVote",2.5,1,1,2,3,6
"derma",6,"IntreesSTEL",2.5,1,1,2,3,6
"derma",7,"RF",6.6,1,5,7,8,16
"derma",7,"CART",4.33,2,3.25,4.5,5.75,6
"derma",7,"PreSelectedRules",4.58,1,4,5,6,6
"derma",7,"OptimalRules",3.9,2,2.25,4,5.5,6
"derma",7,"OPTSTEL",3.62,2,2,3.5,4.5,6
"derma",7,"IntreesRRFVote",2.64,1,1,2,4,6
"derma",7,"IntreesVote",2.29,1,1,2,3,5
"derma",7,"IntreesSTEL",2.29,1,1,2,3,5
"derma",8,"RF",6.54,1,5,7,8,13
"derma",8,"CART",4.86,2,3.5,5,6.5,7
"derma",8,"PreSelectedRules",4.7,1,4,5,6,6
"derma",8,"OptimalRules",3.22,2,2,3,3,6
"derma",8,"OPTSTEL",3.22,2,2,3,3,6
"derma",8,"IntreesRRFVote",2.86,1,1,3,4,6
"derma",8,"IntreesVote",3.2,1,1,3,5,6
"derma",8,"IntreesSTEL",3.2,1,1,3,5,6
"derma",9,"RF",6.74,1,5,7,9,16
"derma",9,"CART",4.86,2,3.5,5,6.5,7
"derma",9,"PreSelectedRules",4.67,1,4,5,6,6
"derma",9,"OptimalRules",3.36,1,2,3,4,6
"derma",9,"OPTSTEL",3.33,2,2,3,4,6
"derma",9,"IntreesRRFVote",2.75,1,1,2.5,4,6
"derma",9,"IntreesVote",2.71,1,1,3,3.5,6
"derma",9,"IntreesSTEL",2.71,1,1,3,3.5,6
"derma",10,"RF",6.57,1,5,7,8,16
"derma",10,"CART",4.33,2,3.25,4.5,5.75,6
"derma",10,"PreSelectedRules",4.63,1,4,5,6,6
"derma",10,"OptimalRules",2.89,1,2,2,3,6
"derma",10,"OPTSTEL",3.12,2,2,2.5,3.5,6
"derma",10,"IntreesRRFVote",3.18,1,1,4,4,6
"derma",10,"IntreesVote",2.88,1,1,3.5,4,5
"derma",10,"IntreesSTEL",2.88,1,1,3.5,4,5
