"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"wisconsin",1,"RF",3.87,1,3,4,5,9
"wisconsin",1,"CART",1.67,1,1.5,2,2,2
"wisconsin",1,"PreSelectedRules",3.8,1,3,4,4.25,6
"wisconsin",1,"OptimalRules",3.2,1,2,3,5,5
"wisconsin",1,"OPTSTEL",3.2,1,2,3,5,5
"wisconsin",1,"IntreesRRFVote",2.33,1,1.25,2.5,3,4
"wisconsin",1,"IntreesVote",1.75,1,1,1.5,2.25,3
"wisconsin",1,"IntreesSTEL",1.75,1,1,1.5,2.25,3
"wisconsin",2,"RF",3.88,1,3,4,5,7
"wisconsin",2,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",2,"PreSelectedRules",3.86,1,3,4,5,6
"wisconsin",2,"OptimalRules",2.2,1,1,2,3,4
"wisconsin",2,"OPTSTEL",2.2,1,1,2,3,4
"wisconsin",2,"IntreesRRFVote",1.57,1,1,2,2,2
"wisconsin",2,"IntreesVote",1.6,1,1,2,2,2
"wisconsin",2,"IntreesSTEL",1.6,1,1,2,2,2
"wisconsin",3,"RF",3.95,2,3,4,5,8
"wisconsin",3,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",3,"PreSelectedRules",3.98,2,3,4,5,6
"wisconsin",3,"OptimalRules",3.5,3,3,3.5,4,4
"wisconsin",3,"OPTSTEL",3.5,3,3,3.5,4,4
"wisconsin",3,"IntreesRRFVote",2.58,1,2,2,3,5
"wisconsin",3,"IntreesVote",2.2,2,2,2,2,3
"wisconsin",3,"IntreesSTEL",2.2,2,2,2,2,3
"wisconsin",4,"RF",3.8,1,3,4,4,7
"wisconsin",4,"CART",2.67,2,2.25,3,3,3
"wisconsin",4,"PreSelectedRules",3.83,1,3,4,4,6
"wisconsin",4,"OptimalRules",3.2,1,3,3,4,5
"wisconsin",4,"OPTSTEL",3.2,1,3,3,4,5
"wisconsin",4,"IntreesRRFVote",2.55,2,2,2,3,4
"wisconsin",4,"IntreesVote",2.6,2,2,3,3,3
"wisconsin",4,"IntreesSTEL",2.6,2,2,3,3,3
"wisconsin",5,"RF",3.83,1,3,4,5,8
"wisconsin",5,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",5,"PreSelectedRules",3.99,1,3,4,5,6
"wisconsin",5,"OptimalRules",3.17,2,3,3,3.75,4
"wisconsin",5,"OPTSTEL",3.17,2,3,3,3.75,4
"wisconsin",5,"IntreesRRFVote",2.55,2,2,2,3,4
"wisconsin",5,"IntreesVote",2.67,2,2,2.5,3,4
"wisconsin",5,"IntreesSTEL",2.67,2,2,2.5,3,4
"wisconsin",6,"RF",4,1,3,4,5,8
"wisconsin",6,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",6,"PreSelectedRules",4.07,2,3,4,5,6
"wisconsin",6,"OptimalRules",3.17,2,2.25,3,3.75,5
"wisconsin",6,"OPTSTEL",2.8,2,2,3,3,4
"wisconsin",6,"IntreesRRFVote",2.55,1,2,2,3,5
"wisconsin",6,"IntreesVote",2.17,1,2,2,2.75,3
"wisconsin",6,"IntreesSTEL",2.17,1,2,2,2.75,3
"wisconsin",7,"RF",4.03,1,3,4,5,9
"wisconsin",7,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",7,"PreSelectedRules",4.07,1,3,4,5,6
"wisconsin",7,"OptimalRules",4.4,3,4,4,5,6
"wisconsin",7,"OPTSTEL",4.4,3,4,4,5,6
"wisconsin",7,"IntreesRRFVote",2.56,2,2,2.5,3,4
"wisconsin",7,"IntreesVote",2.57,2,2,2,3,4
"wisconsin",7,"IntreesSTEL",2.57,2,2,2,3,4
"wisconsin",8,"RF",3.76,1,3,4,4,7
"wisconsin",8,"CART",1.67,1,1.5,2,2,2
"wisconsin",8,"PreSelectedRules",3.87,1,3,4,5,6
"wisconsin",8,"OptimalRules",3,1,1.5,3.5,4,5
"wisconsin",8,"OPTSTEL",3,1,1.5,3.5,4,5
"wisconsin",8,"IntreesRRFVote",2,1,2,2,2,3
"wisconsin",8,"IntreesVote",1.75,1,1.75,2,2,2
"wisconsin",8,"IntreesSTEL",1.75,1,1.75,2,2,2
"wisconsin",9,"RF",3.78,1,3,4,4,7
"wisconsin",9,"CART",2.67,2,2.25,3,3,3
"wisconsin",9,"PreSelectedRules",3.87,2,3,4,5,6
"wisconsin",9,"OptimalRules",3.5,3,3,3,3.75,5
"wisconsin",9,"OPTSTEL",3.5,3,3,3,3.75,5
"wisconsin",9,"IntreesRRFVote",2.86,1,2,3,4,4
"wisconsin",9,"IntreesVote",2.33,1,1.5,2,3,4
"wisconsin",9,"IntreesSTEL",2.33,1,1.5,2,3,4
"wisconsin",10,"RF",3.93,1,3,4,5,8
"wisconsin",10,"CART",2.25,1,1.75,2.5,3,3
"wisconsin",10,"PreSelectedRules",4.09,1,3,4,5,6
"wisconsin",10,"OptimalRules",3.6,3,3,4,4,4
"wisconsin",10,"OPTSTEL",3.6,3,3,4,4,4
"wisconsin",10,"IntreesRRFVote",2.71,2,2,3,3,4
"wisconsin",10,"IntreesVote",2.67,2,2.5,3,3,3
"wisconsin",10,"IntreesSTEL",2.67,2,2.5,3,3,3
