"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"vertebral",1,"train","all","PreSelectedRules",0.981566820276498,0.985169151835819,0.967042606516291,0.975423414355746,0.979899497487437,0.983454281567489,0.962533602150538,0.972124306298528,1,1,1,1
"vertebral",1,"train","covered","PreSelectedRules",0.981566820276498,0.985169151835819,0.967042606516291,0.975423414355746,0.979899497487437,0.983454281567489,0.962533602150538,0.972124306298528,1,1,1,1
"vertebral",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vertebral",1,"test","all","PreSelectedRules",0.967741935483871,0.970588235294118,0.933333333333333,0.947578347578348,1,1,1,1,0.842105263157895,0.923076923076923,0.8,0.813664596273292
"vertebral",1,"test","covered","PreSelectedRules",0.967741935483871,0.970588235294118,0.933333333333333,0.947578347578348,1,1,1,1,0.842105263157895,0.923076923076923,0.8,0.813664596273292
"vertebral",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vertebral",1,"train","all","OptimalRules",0.972350230414747,0.964387464387464,0.972270298387478,0.968143790975518,0.979899497487437,0.974095796676442,0.977628722084367,0.975754655616854,0.888888888888889,0.905555555555556,0.805555555555556,0.824074074074074
"vertebral",1,"train","covered","OptimalRules",0.976415094339623,0.97215329473394,0.975368905119362,0.973569376645378,0.979591836734694,0.972943722943723,0.976476648351648,0.974602581884135,0.9375,0.972222222222222,0.833333333333333,0.8743961352657
"vertebral",1,"train","notcovered","OptimalRules",0.8,0.8,0.5,0.888888888888889,1,1,1,1,0.5,0.5,0.5,0.666666666666667
"vertebral",1,"test","all","OptimalRules",0.946236559139785,0.919671094244149,0.942088004270571,0.929581580177653,0.972972972972973,0.944444444444444,0.968253968253968,0.953030303030303,0.842105263157895,0.877777777777778,0.766666666666667,0.791919191919192
"vertebral",1,"test","covered","OptimalRules",0.97752808988764,0.978494623655914,0.968944099378882,0.97288020621354,1,1,1,1,0.882352941176471,0.944444444444444,0.805555555555556,0.855411255411255
"vertebral",1,"test","notcovered","OptimalRules",0.25,0.25,0.333333333333333,0.4,0,0,0,NA,0.5,0.5,0.5,0.666666666666667
"vertebral",1,"train","all","OPTSTEL",0.972350230414747,0.964387464387464,0.972270298387478,0.968143790975518,0.979899497487437,0.974095796676442,0.977628722084367,0.975754655616854,0.888888888888889,0.905555555555556,0.805555555555556,0.824074074074074
"vertebral",1,"train","covered","OPTSTEL",0.976415094339623,0.97215329473394,0.975368905119362,0.973569376645378,0.979591836734694,0.972943722943723,0.976476648351648,0.974602581884135,0.9375,0.972222222222222,0.833333333333333,0.8743961352657
"vertebral",1,"train","notcovered","OPTSTEL",0.8,0.8,0.5,0.888888888888889,1,1,1,1,0.5,0.5,0.5,0.666666666666667
"vertebral",1,"test","all","OPTSTEL",0.946236559139785,0.919671094244149,0.942088004270571,0.929581580177653,0.972972972972973,0.944444444444444,0.968253968253968,0.953030303030303,0.842105263157895,0.877777777777778,0.766666666666667,0.791919191919192
"vertebral",1,"test","covered","OPTSTEL",0.97752808988764,0.978494623655914,0.968944099378882,0.97288020621354,1,1,1,1,0.882352941176471,0.944444444444444,0.805555555555556,0.855411255411255
"vertebral",1,"test","notcovered","OPTSTEL",0.25,0.25,0.333333333333333,0.4,0,0,0,NA,0.5,0.5,0.5,0.666666666666667
"vertebral",1,"train","all","IntreesRRFVote",0.870967741935484,0.845424836601307,0.902019198940748,0.860527231166766,0.874371859296482,0.841553104044992,0.905849358974359,0.860228990241043,0.833333333333333,0.823076923076923,0.638888888888889,0.884444444444444
"vertebral",1,"train","covered","IntreesRRFVote",0.869158878504673,0.838888888888889,0.902019198940748,0.855876068376068,0.873096446700508,0.836612392582542,0.905849358974359,0.856670904491177,0.823529411764706,0.798076923076923,0.638888888888889,0.868571428571429
"vertebral",1,"train","notcovered","IntreesRRFVote",1,1,1,1,1,1,1,1,1,1,1,1
"vertebral",1,"test","all","IntreesRRFVote",0.817204301075269,0.797706797706798,0.853321131701365,0.806597447120323,0.878378378378378,0.835555555555555,0.930232558139535,0.865386787125918,0.578947368421053,0.577380952380952,0.5,0.651515151515152
