"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"mutagenesis",1,"RF",4.41,1,3,4,6,9
"mutagenesis",1,"CART",1.67,1,1.5,2,2,2
"mutagenesis",1,"PreSelectedRules",3.8,1,3,4,5,6
"mutagenesis",1,"OptimalRules",3,2,2.5,3,3.5,4
"mutagenesis",1,"OPTSTEL",3,2,2.5,3,3.5,4
"mutagenesis",1,"IntreesRRFVote",1.33,1,1,1,2,2
"mutagenesis",1,"IntreesVote",1.4,1,1,1,2,2
"mutagenesis",1,"IntreesSTEL",1.4,1,1,1,2,2
"mutagenesis",2,"RF",4.65,1,3,5,6,10
"mutagenesis",2,"CART",1.67,1,1.5,2,2,2
"mutagenesis",2,"PreSelectedRules",4.11,1,3,4,5,6
"mutagenesis",2,"OptimalRules",3.2,2,2,3,4,5
"mutagenesis",2,"OPTSTEL",3.2,2,2,3,4,5
"mutagenesis",2,"IntreesRRFVote",1.67,1,1,2,2,3
"mutagenesis",2,"IntreesVote",1.88,1,1.75,2,2,3
"mutagenesis",2,"IntreesSTEL",1.88,1,1.75,2,2,3
"mutagenesis",3,"RF",4.54,1,3,4,6,9
"mutagenesis",3,"CART",1.67,1,1.5,2,2,2
"mutagenesis",3,"PreSelectedRules",3.91,1,3,4,5,6
"mutagenesis",3,"OptimalRules",3.25,2,2,3,4.25,5
"mutagenesis",3,"OPTSTEL",3.25,2,2,3,4.25,5
"mutagenesis",3,"IntreesRRFVote",1.64,1,1,1.5,2,3
"mutagenesis",3,"IntreesVote",1.88,1,1,2,2.25,3
"mutagenesis",3,"IntreesSTEL",1.88,1,1,2,2.25,3
"mutagenesis",4,"RF",4.58,1,3,4,6,9
"mutagenesis",4,"CART",1.67,1,1.5,2,2,2
"mutagenesis",4,"PreSelectedRules",4.02,1,3,4,5,6
"mutagenesis",4,"OptimalRules",3.75,3,3,3,3.75,6
"mutagenesis",4,"OPTSTEL",3.75,3,3,3,3.75,6
"mutagenesis",4,"IntreesRRFVote",1.38,1,1,1,2,2
"mutagenesis",4,"IntreesVote",1.43,1,1,1,2,2
"mutagenesis",4,"IntreesSTEL",1.43,1,1,1,2,2
"mutagenesis",5,"RF",4.44,1,3,4,6,9
"mutagenesis",5,"CART",2,2,2,2,2,2
"mutagenesis",5,"PreSelectedRules",3.86,1,3,4,5,6
"mutagenesis",5,"OptimalRules",2.67,2,2,2,3,4
"mutagenesis",5,"OPTSTEL",2.67,2,2,2,3,4
"mutagenesis",5,"IntreesRRFVote",1.71,1,1,1,2,4
"mutagenesis",5,"IntreesVote",1.75,1,1,1,2.25,4
"mutagenesis",5,"IntreesSTEL",1.75,1,1,1,2.25,4
"mutagenesis",6,"RF",4.59,1,3,4,6,9
"mutagenesis",6,"CART",1.67,1,1.5,2,2,2
"mutagenesis",6,"PreSelectedRules",4.01,1,3,4,5,6
"mutagenesis",6,"OptimalRules",3,2,2,2.5,3.5,5
"mutagenesis",6,"OPTSTEL",3,2,2,2.5,3.5,5
"mutagenesis",6,"IntreesRRFVote",1.5,1,1,1,2,3
"mutagenesis",6,"IntreesVote",1.25,1,1,1,1.25,2
"mutagenesis",6,"IntreesSTEL",1.25,1,1,1,1.25,2
"mutagenesis",7,"RF",4.18,1,3,4,5,8
"mutagenesis",7,"CART",2,2,2,2,2,2
"mutagenesis",7,"PreSelectedRules",3.85,1,3,4,5,6
"mutagenesis",7,"OptimalRules",3.25,2,2,3,4.25,5
"mutagenesis",7,"OPTSTEL",3.25,2,2,3,4.25,5
"mutagenesis",7,"IntreesRRFVote",1.54,1,1,1,2,3
"mutagenesis",7,"IntreesVote",1.25,1,1,1,1.25,2
"mutagenesis",7,"IntreesSTEL",1.25,1,1,1,1.25,2
"mutagenesis",8,"RF",4.48,1,3,4,6,9
"mutagenesis",8,"CART",2,2,2,2,2,2
"mutagenesis",8,"PreSelectedRules",4,1,3,4,5,6
"mutagenesis",8,"OptimalRules",2,1,1.75,2,2.25,3
"mutagenesis",8,"OPTSTEL",2,1,1.5,2,2.5,3
"mutagenesis",8,"IntreesRRFVote",1.61,1,1,1.5,2,3
"mutagenesis",8,"IntreesVote",1.88,1,1.75,2,2,3
"mutagenesis",8,"IntreesSTEL",1.88,1,1.75,2,2,3
"mutagenesis",9,"RF",4.49,1,3,4,6,10
"mutagenesis",9,"CART",2.4,2,2,2,3,3
"mutagenesis",9,"PreSelectedRules",4.06,1,3,4,5,6
"mutagenesis",9,"OptimalRules",3,2,2.75,3,3.25,4
"mutagenesis",9,"OPTSTEL",3.33,3,3,3,3.5,4
"mutagenesis",9,"IntreesRRFVote",1.36,1,1,1,1,3
"mutagenesis",9,"IntreesVote",1.8,1,1,1,3,3
"mutagenesis",9,"IntreesSTEL",1.8,1,1,1,3,3
"mutagenesis",10,"RF",4.5,1,3,4,6,9
"mutagenesis",10,"CART",1.67,1,1.5,2,2,2
"mutagenesis",10,"PreSelectedRules",3.93,1,3,4,5,6
"mutagenesis",10,"OptimalRules",2.33,2,2,2,2.5,3
"mutagenesis",10,"OPTSTEL",2,2,2,2,2,2
"mutagenesis",10,"IntreesRRFVote",1.45,1,1,1,2,3
"mutagenesis",10,"IntreesVote",1.67,1,1,1.5,2,3
"mutagenesis",10,"IntreesSTEL",1.67,1,1,1.5,2,3
