"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"wilt",1,"train","all","PreSelectedRules",0.983175914994097,0.929473840665874,0.639547238152732,0.70785282811642,0.99009900990099,0.951847385749319,0.705567986389777,0.781279871420717,0.83974358974359,0.42258064516129,0.496212121212121,0.912891986062718
"wilt",1,"train","covered","PreSelectedRules",0.983175914994097,0.929473840665874,0.639547238152732,0.70785282811642,0.99009900990099,0.951847385749319,0.705567986389777,0.781279871420717,0.83974358974359,0.42258064516129,0.496212121212121,0.912891986062718
"wilt",1,"train","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wilt",1,"test","all","PreSelectedRules",0.989662301860786,0.994802494802495,0.673913043478261,0.755452185930495,0.992784992784993,0.996371552975327,0.722222222222222,0.805871477393691,0.923076923076923,0.923076923076923,0.5,0.96
"wilt",1,"test","covered","PreSelectedRules",0.989662301860786,0.994802494802495,0.673913043478261,0.755452185930495,0.992784992784993,0.996371552975327,0.722222222222222,0.805871477393691,0.923076923076923,0.923076923076923,0.5,0.96
"wilt",1,"test","notcovered","PreSelectedRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wilt",1,"train","all","OptimalRules",0.977863046044864,0.977863046044864,0.5,0.988807640650649,0.984220297029703,0.984220297029703,0.5,0.992047403711212,0.846153846153846,0.846153846153846,0.5,0.916666666666667
"wilt",1,"train","covered","OptimalRules",0.979418886198547,0.979418886198547,0.5,0.98960244648318,0.986080354318254,0.986080354318254,0.5,0.992991398534565,0.832167832167832,0.832167832167832,0.5,0.908396946564886
"wilt",1,"train","notcovered","OptimalRules",0.916666666666667,0.916666666666667,0.5,0.956521739130435,0.901408450704225,0.901408450704225,0.5,0.948148148148148,1,1,1,1
"wilt",1,"test","all","OptimalRules",0.984148862853205,0.984148862853205,0.5,0.992011114970476,0.987012987012987,0.987012987012987,0.5,0.993464052287582,0.923076923076923,0.923076923076923,0.5,0.96
"wilt",1,"test","covered","OptimalRules",0.985190409026798,0.985190409026798,0.5,0.992539964476021,0.988217967599411,0.988217967599411,0.5,0.994074074074074,0.916666666666667,0.916666666666667,0.5,0.956521739130435
"wilt",1,"test","notcovered","OptimalRules",0.939393939393939,0.939393939393939,0.5,0.96875,0.928571428571429,0.928571428571429,0.5,0.962962962962963,1,1,1,1
"wilt",1,"train","all","OPTSTEL",0.977863046044864,0.977863046044864,0.5,0.988807640650649,0.984220297029703,0.984220297029703,0.5,0.992047403711212,0.846153846153846,0.846153846153846,0.5,0.916666666666667
"wilt",1,"train","covered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1
"wilt",1,"train","notcovered","OPTSTEL",0.812967581047382,0.812967581047382,0.5,0.896836313617607,0.83,0.83,0.5,0.907103825136612,0.762376237623762,0.762376237623762,0.5,0.865168539325843
"wilt",1,"test","all","OPTSTEL",0.984148862853205,0.984148862853205,0.5,0.992011114970476,0.987012987012987,0.987012987012987,0.5,0.993464052287582,0.923076923076923,0.923076923076923,0.5,0.96
