"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"XOR",1,"RF",2.31,1,2,2,3,3
"XOR",1,"CART",2.88,2,3,3,3,3
"XOR",1,"PreSelectedRules",2.14,2,2,2,2,3
"XOR",1,"OptimalRules",2,2,2,2,2,2
"XOR",1,"OPTSTEL",2,2,2,2,2,2
"XOR",1,"IntreesRRFVote",2,2,2,2,2,2
"XOR",1,"IntreesVote",2,2,2,2,2,2
"XOR",1,"IntreesSTEL",2,2,2,2,2,2
"XOR",2,"RF",2.3,1,2,2,3,3
"XOR",2,"CART",2.88,2,3,3,3,3
"XOR",2,"PreSelectedRules",2.24,2,2,2,2,3
"XOR",2,"OptimalRules",2,2,2,2,2,2
"XOR",2,"OPTSTEL",2,2,2,2,2,2
"XOR",2,"IntreesRRFVote",2,2,2,2,2,2
"XOR",2,"IntreesVote",2,2,2,2,2,2
"XOR",2,"IntreesSTEL",2,2,2,2,2,2
"XOR",3,"RF",2.3,1,2,2,3,3
"XOR",3,"CART",2,2,2,2,2,2
"XOR",3,"PreSelectedRules",2.17,2,2,2,2,3
"XOR",3,"OptimalRules",2,2,2,2,2,2
"XOR",3,"OPTSTEL",2,2,2,2,2,2
"XOR",3,"IntreesRRFVote",2,2,2,2,2,2
"XOR",3,"IntreesVote",2,2,2,2,2,2
"XOR",3,"IntreesSTEL",2,2,2,2,2,2
"XOR",4,"RF",2.29,1,2,2,3,3
"XOR",4,"CART",2,2,2,2,2,2
"XOR",4,"PreSelectedRules",2.21,2,2,2,2,3
"XOR",4,"OptimalRules",2,2,2,2,2,2
"XOR",4,"OPTSTEL",2,2,2,2,2,2
"XOR",4,"IntreesRRFVote",2,2,2,2,2,2
"XOR",4,"IntreesVote",2,2,2,2,2,2
"XOR",4,"IntreesSTEL",2,2,2,2,2,2
"XOR",5,"RF",2.29,1,2,2,3,3
"XOR",5,"CART",2,2,2,2,2,2
"XOR",5,"PreSelectedRules",2.23,2,2,2,2,3
"XOR",5,"OptimalRules",2,2,2,2,2,2
"XOR",5,"OPTSTEL",2,2,2,2,2,2
"XOR",5,"IntreesRRFVote",2,2,2,2,2,2
"XOR",5,"IntreesVote",2,2,2,2,2,2
"XOR",5,"IntreesSTEL",2,2,2,2,2,2
"XOR",6,"RF",2.19,1,2,2,3,3
"XOR",6,"CART",2,2,2,2,2,2
"XOR",6,"PreSelectedRules",2.17,2,2,2,2,3
"XOR",6,"OptimalRules",2,2,2,2,2,2
"XOR",6,"OPTSTEL",2,2,2,2,2,2
"XOR",6,"IntreesRRFVote",2,2,2,2,2,2
"XOR",6,"IntreesVote",2,2,2,2,2,2
"XOR",6,"IntreesSTEL",2,2,2,2,2,2
"XOR",7,"RF",2.26,1,2,2,3,3
"XOR",7,"CART",2,2,2,2,2,2
"XOR",7,"PreSelectedRules",2.19,2,2,2,2,3
"XOR",7,"OptimalRules",2,2,2,2,2,2
"XOR",7,"OPTSTEL",2,2,2,2,2,2
"XOR",7,"IntreesRRFVote",2,2,2,2,2,2
"XOR",7,"IntreesVote",2,2,2,2,2,2
"XOR",7,"IntreesSTEL",2,2,2,2,2,2
"XOR",8,"RF",2.26,1,2,2,3,3
"XOR",8,"CART",2,2,2,2,2,2
"XOR",8,"PreSelectedRules",2.32,2,2,2,3,3
"XOR",8,"OptimalRules",2,2,2,2,2,2
"XOR",8,"OPTSTEL",2,2,2,2,2,2
"XOR",8,"IntreesRRFVote",2,2,2,2,2,2
"XOR",8,"IntreesVote",2,2,2,2,2,2
"XOR",8,"IntreesSTEL",2,2,2,2,2,2
"XOR",9,"RF",2.3,1,2,2,3,3
"XOR",9,"CART",2,2,2,2,2,2
"XOR",9,"PreSelectedRules",2.15,2,2,2,2,3
"XOR",9,"OptimalRules",2,2,2,2,2,2
"XOR",9,"OPTSTEL",2,2,2,2,2,2
"XOR",9,"IntreesRRFVote",2,2,2,2,2,2
"XOR",9,"IntreesVote",2,2,2,2,2,2
"XOR",9,"IntreesSTEL",2,2,2,2,2,2
"XOR",10,"RF",2.3,1,2,2,3,3
"XOR",10,"CART",3,3,3,3,3,3
"XOR",10,"PreSelectedRules",2.24,2,2,2,2,3
"XOR",10,"OptimalRules",2,2,2,2,2,2
"XOR",10,"OPTSTEL",2,2,2,2,2,2
"XOR",10,"IntreesRRFVote",2,2,2,2,2,2
"XOR",10,"IntreesVote",2,2,2,2,2,2
"XOR",10,"IntreesSTEL",2,2,2,2,2,2
