"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"mushroom",1,"RF",4.54,1,3,4,6,11
"mushroom",1,"CART",1.67,1,1.5,2,2,2
"mushroom",1,"PreSelectedRules",4.11,1,3,4,5,6
"mushroom",1,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",1,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",1,"IntreesRRFVote",1.33,1,1,1,1.5,2
"mushroom",1,"IntreesVote",1,1,1,1,1,1
"mushroom",1,"IntreesSTEL",1,1,1,1,1,1
"mushroom",2,"RF",4.27,1,3,4,5,10
"mushroom",2,"CART",1.67,1,1.5,2,2,2
"mushroom",2,"PreSelectedRules",4.06,1,3,4,5,6
"mushroom",2,"OptimalRules",2.33,1,2,3,3,3
"mushroom",2,"OPTSTEL",2.33,1,2,3,3,3
"mushroom",2,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",2,"IntreesVote",2,2,2,2,2,2
"mushroom",2,"IntreesSTEL",2,2,2,2,2,2
"mushroom",3,"RF",4.35,1,3,4,5,10
"mushroom",3,"CART",1.67,1,1.5,2,2,2
"mushroom",3,"PreSelectedRules",4.09,1,3,4,5,6
"mushroom",3,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",3,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",3,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",3,"IntreesVote",2,2,2,2,2,2
"mushroom",3,"IntreesSTEL",2,2,2,2,2,2
"mushroom",4,"RF",4.4,1,3,4,5,11
"mushroom",4,"CART",1.67,1,1.5,2,2,2
"mushroom",4,"PreSelectedRules",4.04,1,3,4,5,6
"mushroom",4,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",4,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",4,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",4,"IntreesVote",2,2,2,2,2,2
"mushroom",4,"IntreesSTEL",2,2,2,2,2,2
"mushroom",5,"RF",4.37,1,3,4,5,10
"mushroom",5,"CART",1.67,1,1.5,2,2,2
"mushroom",5,"PreSelectedRules",4.26,1,3,4,5,6
"mushroom",5,"OptimalRules",3,1,2,3,4,5
"mushroom",5,"OPTSTEL",3,1,2,3,4,5
"mushroom",5,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",5,"IntreesVote",2,2,2,2,2,2
"mushroom",5,"IntreesSTEL",2,2,2,2,2,2
"mushroom",6,"RF",4.37,1,3,4,5,9
"mushroom",6,"CART",1.67,1,1.5,2,2,2
"mushroom",6,"PreSelectedRules",4.02,1,3,4,5,6
"mushroom",6,"OptimalRules",2.67,1,1.5,2,3.5,5
"mushroom",6,"OPTSTEL",2.67,1,1.5,2,3.5,5
"mushroom",6,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",6,"IntreesVote",2,2,2,2,2,2
"mushroom",6,"IntreesSTEL",2,2,2,2,2,2
"mushroom",7,"RF",4.33,1,3,4,5,11
"mushroom",7,"CART",1.67,1,1.5,2,2,2
"mushroom",7,"PreSelectedRules",4.12,1,3,4,5,6
"mushroom",7,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",7,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",7,"IntreesRRFVote",1.5,1,1.25,1.5,1.75,2
"mushroom",7,"IntreesVote",2,2,2,2,2,2
"mushroom",7,"IntreesSTEL",2,2,2,2,2,2
"mushroom",8,"RF",4.39,1,3,4,6,10
"mushroom",8,"CART",1.67,1,1.5,2,2,2
"mushroom",8,"PreSelectedRules",4.08,1,3,4,5,6
"mushroom",8,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",8,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",8,"IntreesRRFVote",1.5,1,1.25,1.5,1.75,2
"mushroom",8,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"mushroom",8,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"mushroom",9,"RF",4.32,1,3,4,5,10
"mushroom",9,"CART",1.67,1,1.5,2,2,2
"mushroom",9,"PreSelectedRules",4.09,1,3,4,5,6
"mushroom",9,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",9,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",9,"IntreesRRFVote",1.5,1,1.25,1.5,1.75,2
"mushroom",9,"IntreesVote",1.5,1,1.25,1.5,1.75,2
"mushroom",9,"IntreesSTEL",1.5,1,1.25,1.5,1.75,2
"mushroom",10,"RF",4.32,1,3,4,5,11
"mushroom",10,"CART",1.67,1,1.5,2,2,2
"mushroom",10,"PreSelectedRules",4.12,1,3,4,5,6
"mushroom",10,"OptimalRules",2.67,1,2,3,3.5,4
"mushroom",10,"OPTSTEL",2.67,1,2,3,3.5,4
"mushroom",10,"IntreesRRFVote",2,2,2,2,2,2
"mushroom",10,"IntreesVote",2,2,2,2,2,2
"mushroom",10,"IntreesSTEL",2,2,2,2,2,2
