"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect"
"phoneme",1,"train","all","PreSelectedRules",0.921226539783241,0.897677793904209,0.902145649500566,0.899873346667756,0.942005242463958,0.915013481323897,0.921286417200138,0.918095102071821,0.834473324213406,0.831087151841869,0.831829975579976,0.831443887361198
"phoneme",1,"train","covered","PreSelectedRules",0.921205711263882,0.897668574619573,0.902135379492966,0.899863598497664,0.941986234021632,0.915006100652945,0.921277780698612,0.918087089396039,0.834473324213406,0.831087151841869,0.831829975579976,0.831443887361198
"phoneme",1,"train","notcovered","PreSelectedRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA
"phoneme",1,"test","all","PreSelectedRules",0.932140653917335,0.901664814066289,0.909097341641329,0.905298926321067,0.950896336710834,0.917040613566207,0.932671388145083,0.924566389024988,0.86094674556213,0.848294014427764,0.84406779661017,0.846094226838082
"phoneme",1,"test","covered","PreSelectedRules",0.932716049382716,0.902052993527508,0.910258615314825,0.906056029082304,0.951638065522621,0.917522027765443,0.934440689615671,0.925643616225116,0.86094674556213,0.848294014427764,0.84406779661017,0.846094226838082
"phoneme",1,"test","notcovered","PreSelectedRules",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA
"phoneme",1,"train","all","OptimalRules",0.916468411313772,0.930541041375539,0.854444641342553,0.883565625216714,0.937418086500655,0.944834770266122,0.874593938593983,0.903638922845116,0.829001367989056,0.864230014178209,0.805826465201465,0.814559254786959
"phoneme",1,"train","covered","OptimalRules",0.926789587852495,0.936893280012546,0.871563443748988,0.897890667459674,0.946470391435263,0.950329701087887,0.892276826068743,0.917309530429346,0.842632331902718,0.872413893301306,0.821215538847118,0.830501375564334
"phoneme",1,"train","notcovered","OptimalRules",0.515789473684211,0.515789473684211,0.5,0.680555555555556,0.507936507936508,0.507936507936508,0.5,0.673684210526316,0.53125,0.53125,0.5,0.693877551020408
"phoneme",1,"test","all","OptimalRules",0.926588525601481,0.934762054837693,0.854948132201776,0.886676454017954,0.948558067030397,0.948379666331941,0.887222720910419,0.913757913519591,0.843195266272189,0.880149909537348,0.783281972265023,0.806617369244886
"phoneme",1,"test","covered","OptimalRules",0.938255887969446,0.94180240648277,0.877370143187411,0.904500574988171,0.957667731629393,0.953864296081277,0.908129305387317,0.928825103642087,0.862068965517241,0.891301926717897,0.80698995194408,0.830875265085791
"phoneme",1,"test","notcovered","OptimalRules",0.56,0.56,0.5,0.717948717948718,0.580645161290323,0.580645161290323,0.5,0.73469387755102,0.526315789473684,0.526315789473684,0.5,0.689655172413793
"phoneme",1,"train","all","OPTSTEL",0.915675389902194,0.910878010878011,0.868407476189421,0.886581460790582,0.937090432503277,0.926505679616709,0.890142821176545,0.906588824020017,0.826265389876881,0.840980240347393,0.809203296703297,0.816083141664537
"phoneme",1,"train","covered","OPTSTEL",0.926789587852495,0.936893280012546,0.871563443748988,0.897890667459674,0.946470391435263,0.950329701087887,0.892276826068743,0.917309530429346,0.842632331902718,0.872413893301306,0.821215538847118,0.830501375564334
"phoneme",1,"train","notcovered","OPTSTEL",0.484210526315789,0.484210526315789,0.5,0.652482269503546,0.492063492063492,0.492063492063492,0.5,0.659574468085106,0.46875,0.46875,0.5,0.638297872340426
"phoneme",1,"test","all","OPTSTEL",0.922887106724244,0.903939091478842,0.873132952240457,0.88717337352866,0.944660950896337,0.920136910414688,0.903849957400195,0.911683066180741,0.840236686390533,0.842612230470131,0.798690292758089,0.813488657265481
"phoneme",1,"test","covered","OPTSTEL",0.938255887969446,0.94180240648277,0.877370143187411,0.904500574988171,0.957667731629393,0.953864296081277,0.908129305387317,0.928825103642087,0.862068965517241,0.891301926717897,0.80698995194408,0.830875265085791
"phoneme",1,"test","notcovered","OPTSTEL",0.44,0.44,0.5,0.611111111111111,0.419354838709677,0.419354838709677,0.5,0.590909090909091,0.473684210526316,0.473684210526316,0.5,0.642857142857143
"phoneme",1,"train","all","IntreesRRFVote",0.860163891091726,0.827689524693616,0.804701807739001,0.814946178580752,0.885976408912189,0.844511716706769,0.821983168464459,0.83236136970163,0.752393980848153,0.751157407407407,0.73928952991453,0.742397663665125
"phoneme",1,"train","covered","IntreesRRFVote",0.896235679214403,0.944946161861758,0.678498985801217,0.733948548212116,0.920295489891135,0.957644628099174,0.712885154061625,0.776510407063366,0.768115942028985,0.877995642701525,0.588235294117647,0.580521091811414
"phoneme",1,"train","notcovered","IntreesRRFVote",0.708791208791209,0.708791208791209,0.5,0.829581993569132,0.702083333333333,0.702083333333333,0.5,0.824969400244798,0.721774193548387,0.721774193548387,0.5,0.838407494145199
"phoneme",1,"test","all","IntreesRRFVote",0.882788402220851,0.838507038736461,0.825543872138051,0.831717109461739,0.908028059236165,0.855428247305729,0.85750745496592,0.856461571134928,0.78698224852071,0.772684228650138,0.744029275808937,0.753853623012501
"phoneme",1,"test","covered","IntreesRRFVote",0.921641791044776,0.958563535911602,0.705056179775281,0.769222820533428,0.946494464944649,0.971707317073171,0.752136752136752,0.820669039795546,0.81640625,0.902892561983471,0.614754098360656,0.632890922959573
"phoneme",1,"test","notcovered","IntreesRRFVote",0.697508896797153,0.697508896797153,0.5,0.821802935010482,0.698492462311558,0.698492462311558,0.5,0.822485207100592,0.695121951219512,0.695121951219512,0.5,0.820143884892086
"phoneme",1,"train","all","IntreesVote",0.850383293682263,0.817039742549162,0.786366822605205,0.799410741921824,0.87778505897772,0.835172813427531,0.803971641086937,0.817818833764383,0.735978112175103,0.735672872774784,0.720241910866911,0.723380226459487
"phoneme",1,"train","covered","IntreesVote",0.884124386252046,0.939300411522634,0.640973630831643,0.687625646429215,0.910575427682737,0.952965235173824,0.677871148459384,0.737718582626893,0.743271221532091,0.868365180467091,0.544117647058823,0.505286460054186
"phoneme",1,"train","notcovered","IntreesVote",0.708791208791209,0.708791208791209,0.5,0.829581993569132,0.702083333333333,0.702083333333333,0.5,0.824969400244798,0.721774193548387,0.721774193548387,0.5,0.838407494145199
"phoneme",1,"test","all","IntreesVote",0.873534855027761,0.827829396361695,0.805490396202222,0.815711380524485,0.901013250194856,0.847119619677938,0.83992932996592,0.843447139473773,0.769230769230769,0.754256272401434,0.718605546995377,0.729166666666667
"phoneme",1,"test","covered","IntreesVote",0.91044776119403,0.953198127925117,0.662921348314607,0.721212793697467,0.938191881918819,0.967601547388781,0.713675213675214,0.782659568419383,0.79296875,0.893145161290323,0.565573770491803,0.556122615892956
"phoneme",1,"test","notcovered","IntreesVote",0.697508896797153,0.697508896797153,0.5,0.821802935010482,0.698492462311558,0.698492462311558,0.5,0.822485207100592,0.695121951219512,0.695121951219512,0.5,0.820143884892086
"phoneme",1,"train","all","IntreesSTEL",0.868887126619085,0.836530289904859,0.822000517333901,0.828775543576656,0.896133682830931,0.855491367715476,0.844825879402512,0.849966542373328,0.755129958960328,0.753096860260136,0.74323489010989,0.746080567883458
"phoneme",1,"train","covered","IntreesSTEL",0.907037643207856,0.943551424828038,0.714424661894153,0.773148467715452,0.932348367029549,0.961059341704503,0.757477347598182,0.820578570844379,0.772256728778468,0.847461368653422,0.600059332090185,0.599924698795181
"phoneme",1,"train","notcovered","IntreesSTEL",0.708791208791209,0.708791208791209,0.5,0.829581993569132,0.702083333333333,0.702083333333333,0.5,0.824969400244798,0.721774193548387,0.721774193548387,0.5,0.838407494145199
"phoneme",1,"test","all","IntreesSTEL",0.88463911165947,0.839818845359012,0.831426439497575,0.835493543248971,0.910366328916602,0.857559830015656,0.864833100048686,0.861120131627373,0.78698224852071,0.771513605442177,0.745993836671803,0.755072463768116
