"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"vowel",1,"RF",7.16,2,6,7,8,12
"vowel",1,"CART",4.74,3,4,5,5.5,6
"vowel",1,"PreSelectedRules",5.12,2,5,5,6,6
"vowel",1,"OptimalRules",5.26,2,5,6,6,6
"vowel",1,"OPTSTEL",5.31,2,5,6,6,6
"vowel",1,"IntreesRRFVote",3.28,1,2,3,4,5
"vowel",1,"IntreesVote",3.5,1,2.75,4,4.25,5
"vowel",1,"IntreesSTEL",3.5,1,2.75,4,4.25,5
"vowel",2,"RF",7.11,1,6,7,8,13
"vowel",2,"CART",5,3,4,5,6,7
"vowel",2,"PreSelectedRules",5.19,1,5,5,6,6
"vowel",2,"OptimalRules",5.42,2,5,6,6,6
"vowel",2,"OPTSTEL",5.37,2,5,6,6,6
"vowel",2,"IntreesRRFVote",3.55,2,3,3,4.75,6
"vowel",2,"IntreesVote",3.88,2,3,3.5,5,6
"vowel",2,"IntreesSTEL",3.88,2,3,3.5,5,6
"vowel",3,"RF",7.11,1,6,7,8,12
"vowel",3,"CART",4.53,3,4,5,5,6
"vowel",3,"PreSelectedRules",5.18,1,5,5,6,6
"vowel",3,"OptimalRules",5.39,2,5,6,6,6
"vowel",3,"OPTSTEL",5.33,3,5,5,6,6
"vowel",3,"IntreesRRFVote",3.21,1,3,3,4,6
"vowel",3,"IntreesVote",3.24,1,3,3,3,6
"vowel",3,"IntreesSTEL",3.24,1,3,3,3,6
"vowel",4,"RF",7.08,2,6,7,8,12
"vowel",4,"CART",4.75,3,4,5,6,6
"vowel",4,"PreSelectedRules",5.19,2,5,5,6,6
"vowel",4,"OptimalRules",5.39,3,5,6,6,6
"vowel",4,"OPTSTEL",5.17,3,4.75,6,6,6
"vowel",4,"IntreesRRFVote",3.5,2,3,3,4,5
"vowel",4,"IntreesVote",3.45,2,3,3,4,5
"vowel",4,"IntreesSTEL",3.45,2,3,3,4,5
"vowel",5,"RF",7.08,2,6,7,8,12
"vowel",5,"CART",4.9,3,4,5,6,6
"vowel",5,"PreSelectedRules",5.13,2,5,5,6,6
"vowel",5,"OptimalRules",5.25,2,5,5,6,6
"vowel",5,"OPTSTEL",5.02,2,5,5,6,6
"vowel",5,"IntreesRRFVote",3.58,1,3,3,5,6
"vowel",5,"IntreesVote",3.79,1,3,4,5,6
"vowel",5,"IntreesSTEL",3.79,1,3,4,5,6
"vowel",6,"RF",7.14,1,6,7,8,12
"vowel",6,"CART",4.9,3,4,5,5.25,7
"vowel",6,"PreSelectedRules",5.2,1,5,5,6,6
"vowel",6,"OptimalRules",5.43,2,5,6,6,6
"vowel",6,"OPTSTEL",5.27,2,5,6,6,6
"vowel",6,"IntreesRRFVote",3.29,1,2.75,3,4.25,6
"vowel",6,"IntreesVote",3.53,2,3,3,5,6
"vowel",6,"IntreesSTEL",3.53,2,3,3,5,6
"vowel",7,"RF",7.13,2,6,7,8,13
"vowel",7,"CART",5,3,4,5,5.5,7
"vowel",7,"PreSelectedRules",5.21,2,5,5,6,6
"vowel",7,"OptimalRules",5.27,2,5,6,6,6
"vowel",7,"OPTSTEL",5.31,2,5,6,6,6
"vowel",7,"IntreesRRFVote",3.43,1,3,3,4,6
"vowel",7,"IntreesVote",3.38,1,3,3,4,6
"vowel",7,"IntreesSTEL",3.38,1,3,3,4,6
"vowel",8,"RF",7.2,2,6,7,8,12
"vowel",8,"CART",4.59,3,4,5,5,6
"vowel",8,"PreSelectedRules",5.15,2,5,5,6,6
"vowel",8,"OptimalRules",5.29,2,5,6,6,6
"vowel",8,"OPTSTEL",5.11,2,5,6,6,6
"vowel",8,"IntreesRRFVote",3.21,1,3,3,3.5,5
"vowel",8,"IntreesVote",3.25,1,3,3,4,5
"vowel",8,"IntreesSTEL",3.25,1,3,3,4,5
"vowel",9,"RF",7.09,2,6,7,8,12
"vowel",9,"CART",5.15,3,4,5.5,6,7
"vowel",9,"PreSelectedRules",5.17,2,5,5,6,6
"vowel",9,"OptimalRules",5.25,2,5,6,6,6
"vowel",9,"OPTSTEL",5.07,2,5,5,6,6
"vowel",9,"IntreesRRFVote",3.55,1,3,4,4,5
"vowel",9,"IntreesVote",3.47,1,3,4,4,5
"vowel",9,"IntreesSTEL",3.47,1,3,4,4,5
"vowel",10,"RF",7.11,1,6,7,8,13
"vowel",10,"CART",4.76,3,4,5,5,7
"vowel",10,"PreSelectedRules",5.15,1,5,5,6,6
"vowel",10,"OptimalRules",5.26,2,5,6,6,6
"vowel",10,"OPTSTEL",5,2,5,5,6,6
"vowel",10,"IntreesRRFVote",3.37,1,3,3,4,6
"vowel",10,"IntreesVote",3.5,3,3,3,4,6
"vowel",10,"IntreesSTEL",3.5,3,3,3,4,6
