"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"haberman",1,"RF",2.61,1,2,3,3,3
"haberman",1,"CART",1.67,1,1.5,2,2,2
"haberman",1,"PreSelectedRules",2.62,1,2,3,3,3
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2
"haberman",1,"IntreesRRFVote",1.73,1,1,2,2,3
"haberman",1,"IntreesVote",1.9,1,1,2,2.75,3
"haberman",1,"IntreesSTEL",1.9,1,1,2,2.75,3
"haberman",2,"RF",2.57,1,2,3,3,3
"haberman",2,"CART",1.67,1,1.5,2,2,2
"haberman",2,"PreSelectedRules",2.54,1,2,3,3,3
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2
"haberman",2,"IntreesRRFVote",1.47,1,1,1,2,2
"haberman",2,"IntreesVote",1.71,1,1.5,2,2,2
"haberman",2,"IntreesSTEL",1.71,1,1.5,2,2,2
"haberman",3,"RF",2.62,1,2,3,3,3
"haberman",3,"CART",1.8,1,2,2,2,2
"haberman",3,"PreSelectedRules",2.56,1,2,3,3,3
"haberman",3,"OptimalRules",1.33,1,1,1,1.5,2
"haberman",3,"OPTSTEL",1.33,1,1,1,1.5,2
"haberman",3,"IntreesRRFVote",1.77,1,1,1,3,3
"haberman",3,"IntreesVote",2,1,1,2,3,3
"haberman",3,"IntreesSTEL",2,1,1,2,3,3
"haberman",4,"RF",2.62,1,2,3,3,3
"haberman",4,"CART",2.25,1,1.75,2.5,3,3
"haberman",4,"PreSelectedRules",2.59,1,2,3,3,3
"haberman",4,"OptimalRules",1.8,1,2,2,2,2
"haberman",4,"OPTSTEL",1.8,1,2,2,2,2
"haberman",4,"IntreesRRFVote",1.95,1,1,2,2.25,3
"haberman",4,"IntreesVote",2.09,1,2,2,2.5,3
"haberman",4,"IntreesSTEL",2.09,1,2,2,2.5,3
"haberman",5,"RF",2.58,1,2,3,3,3
"haberman",5,"CART",1.67,1,1.5,2,2,2
"haberman",5,"PreSelectedRules",2.53,1,2,3,3,3
"haberman",5,"OptimalRules",1.25,1,1,1,1.25,2
"haberman",5,"OPTSTEL",1.33,1,1,1,1.5,2
"haberman",5,"IntreesRRFVote",1.5,1,1,1,2,3
"haberman",5,"IntreesVote",1.2,1,1,1,1,2
"haberman",5,"IntreesSTEL",1.2,1,1,1,1,2
"haberman",6,"RF",2.59,1,2,3,3,3
"haberman",6,"CART",1.67,1,1.5,2,2,2
"haberman",6,"PreSelectedRules",2.6,1,2,3,3,3
"haberman",6,"OptimalRules",2,1,1.75,2,2.25,3
"haberman",6,"OPTSTEL",2,1,1.5,2,2.5,3
"haberman",6,"IntreesRRFVote",1.75,1,1,2,2,3
"haberman",6,"IntreesVote",1.75,1,1,2,2,3
"haberman",6,"IntreesSTEL",1.75,1,1,2,2,3
"haberman",7,"RF",2.6,1,2,3,3,3
"haberman",7,"CART",1.67,1,1.5,2,2,2
"haberman",7,"PreSelectedRules",2.59,1,2,3,3,3
"haberman",7,"OptimalRules",1.6,1,1,2,2,2
"haberman",7,"OPTSTEL",1.6,1,1,2,2,2
"haberman",7,"IntreesRRFVote",1.75,1,1,2,2,3
"haberman",7,"IntreesVote",1.57,1,1,2,2,2
"haberman",7,"IntreesSTEL",1.57,1,1,2,2,2
"haberman",8,"RF",2.61,1,2,3,3,3
"haberman",8,"CART",1.67,1,1.5,2,2,2
"haberman",8,"PreSelectedRules",2.6,1,2,3,3,3
"haberman",8,"OptimalRules",1.25,1,1,1,1.25,2
"haberman",8,"OPTSTEL",1.33,1,1,1,1.5,2
"haberman",8,"IntreesRRFVote",1.7,1,1,2,2,3
"haberman",8,"IntreesVote",1.67,1,1,2,2,3
"haberman",8,"IntreesSTEL",1.67,1,1,2,2,3
"haberman",9,"RF",2.63,1,2,3,3,3
"haberman",9,"CART",1,1,1,1,1,1
"haberman",9,"PreSelectedRules",2.6,1,2,3,3,3
"haberman",9,"OptimalRules",1.8,1,1,2,2,3
"haberman",9,"OPTSTEL",1.75,1,1,1.5,2.25,3
"haberman",9,"IntreesRRFVote",1.86,1,1,2,2,3
"haberman",9,"IntreesVote",2.09,1,1.5,2,3,3
"haberman",9,"IntreesSTEL",2.09,1,1.5,2,3,3
"haberman",10,"RF",2.56,1,2,3,3,3
"haberman",10,"CART",1.67,1,1.5,2,2,2
"haberman",10,"PreSelectedRules",2.6,1,2,3,3,3
"haberman",10,"OptimalRules",1.5,1,1,1.5,2,2
"haberman",10,"OPTSTEL",1.5,1,1,1.5,2,2
"haberman",10,"IntreesRRFVote",1.86,1,1,2,2.75,3
"haberman",10,"IntreesVote",2.2,1,2,2,3,3
"haberman",10,"IntreesSTEL",2.2,1,2,2,3,3
