"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"ecoli",1,"RF",4.13,1,3,4,5,7
"ecoli",1,"CART",3.4,3,3,3,4,4
"ecoli",1,"PreSelectedRules",3.83,2,3,4,4,6
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6
"ecoli",1,"IntreesRRFVote",2.42,1,1.75,2.5,3,4
"ecoli",1,"IntreesVote",2.67,1,2.25,3,3,4
"ecoli",1,"IntreesSTEL",2.67,1,2.25,3,3,4
"ecoli",2,"RF",4.16,1,3,4,5,6
"ecoli",2,"CART",3.86,3,3,4,4.5,5
"ecoli",2,"PreSelectedRules",3.89,1,3,4,5,6
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4
"ecoli",2,"IntreesRRFVote",2.23,1,1.25,2.5,3,3
"ecoli",2,"IntreesVote",2.56,1,2,3,3,3
"ecoli",2,"IntreesSTEL",2.56,1,2,3,3,3
"ecoli",3,"RF",4.18,1,3,4,5,7
"ecoli",3,"CART",3.67,3,3.25,4,4,4
"ecoli",3,"PreSelectedRules",3.95,1,3,4,5,6
"ecoli",3,"OptimalRules",3.42,2,3,3,4,5
"ecoli",3,"OPTSTEL",3.45,2,3,3,4,5
"ecoli",3,"IntreesRRFVote",2.2,1,1,2,3,4
"ecoli",3,"IntreesVote",2.5,1,2,3,3,4
"ecoli",3,"IntreesSTEL",2.5,1,2,3,3,4
"ecoli",4,"RF",4.14,1,3,4,5,7
"ecoli",4,"CART",4,3,4,4,4,5
"ecoli",4,"PreSelectedRules",3.85,1,3,4,5,6
"ecoli",4,"OptimalRules",3.07,1,2,3.5,4,5
"ecoli",4,"OPTSTEL",3.07,1,2,3.5,4,5
"ecoli",4,"IntreesRRFVote",2.13,1,1,2,3,4
"ecoli",4,"IntreesVote",2,1,1,2,3,3
"ecoli",4,"IntreesSTEL",2,1,1,2,3,3
"ecoli",5,"RF",4.12,1,4,4,5,6
"ecoli",5,"CART",3.67,3,3.25,4,4,4
"ecoli",5,"PreSelectedRules",3.84,1,3,4,4,6
"ecoli",5,"OptimalRules",3.58,2,3,4,4,5
"ecoli",5,"OPTSTEL",3.58,2,3,4,4,5
"ecoli",5,"IntreesRRFVote",2.39,1,2,2,3,4
"ecoli",5,"IntreesVote",2.5,2,2,2.5,3,3
"ecoli",5,"IntreesSTEL",2.5,2,2,2.5,3,3
"ecoli",6,"RF",4.08,1,3,4,5,6
"ecoli",6,"CART",3.67,3,3.25,4,4,4
"ecoli",6,"PreSelectedRules",3.72,1,3,4,4,6
"ecoli",6,"OptimalRules",3,1,2.5,3,3.5,5
"ecoli",6,"OPTSTEL",2.78,1,2,3,3,5
"ecoli",6,"IntreesRRFVote",2.18,1,2,2,3,4
"ecoli",6,"IntreesVote",2.25,1,2,2,3,3
"ecoli",6,"IntreesSTEL",2.25,1,2,2,3,3
"ecoli",7,"RF",4.07,1,3,4,5,7
"ecoli",7,"CART",3.4,3,3,3,4,4
"ecoli",7,"PreSelectedRules",3.83,1,3,4,5,6
"ecoli",7,"OptimalRules",3.92,2,3,4,5,5
"ecoli",7,"OPTSTEL",3.92,2,3,4,5,5
"ecoli",7,"IntreesRRFVote",2.2,1,1,2,3,4
"ecoli",7,"IntreesVote",2.57,1,2,2,3.5,4
"ecoli",7,"IntreesSTEL",2.57,1,2,2,3.5,4
"ecoli",8,"RF",4.12,1,3,4,5,7
"ecoli",8,"CART",3.67,3,3.25,4,4,4
"ecoli",8,"PreSelectedRules",3.84,1,3,4,5,6
"ecoli",8,"OptimalRules",3.73,2,3,4,5,5
"ecoli",8,"OPTSTEL",3.73,2,3,4,5,5
"ecoli",8,"IntreesRRFVote",2.47,1,1,2,3,5
"ecoli",8,"IntreesVote",2.44,1,1,2,3,5
"ecoli",8,"IntreesSTEL",2.44,1,1,2,3,5
"ecoli",9,"RF",4.2,1,4,4,5,6
"ecoli",9,"CART",3.4,3,3,3,4,4
"ecoli",9,"PreSelectedRules",3.86,1,3,4,5,6
"ecoli",9,"OptimalRules",3.5,1,3,4,4,5
"ecoli",9,"OPTSTEL",3.5,1,3,4,4,5
"ecoli",9,"IntreesRRFVote",2.33,1,2,2,3,4
"ecoli",9,"IntreesVote",2.36,1,1.5,2,3,4
"ecoli",9,"IntreesSTEL",2.36,1,1.5,2,3,4
"ecoli",10,"RF",4.13,1,3,4,5,6
"ecoli",10,"CART",4,3,3.75,4,4.25,5
"ecoli",10,"PreSelectedRules",3.86,1,3,4,5,6
"ecoli",10,"OptimalRules",3.18,2,2,3,4,6
"ecoli",10,"OPTSTEL",3.18,2,2,3,4,6
"ecoli",10,"IntreesRRFVote",2.23,1,2,2,2,5
"ecoli",10,"IntreesVote",2.71,1,2,2,3.5,5
"ecoli",10,"IntreesSTEL",2.71,1,2,2,3.5,5
