"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.98,0.196078431372549,1,2,4,0.125,0.142857142857143,"X[,23] %in% c('0') & X[,27] %in% c('1','2','3')","'3'","V23,V27"
2,0.5,0.00784313725490196,0.142857142857143,2,4,0.125,0.142857142857143,"X[,23] %in% c('1','2','3') & X[,34] %in% c('(-Inf,14]')","'6'","V23,V34"
3,0.916666666666667,0.188235294117647,0.615384615384615,2,6,0.125,0.214285714285714,"X[,23] %in% c('1','2','3') & X[,34] %in% c('(14,31.9]','(31.9,57.2]','(57.2, Inf]')","'1'","V23,V34"
4,1,0.0352941176470588,0.115384615384615,4,8,0.25,0.285714285714286,"X[,5] %in% c('1','2','3') & X[,21] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0')","'1'","V5,V21,V23,V27"
5,1,0.129411764705882,0.916666666666667,5,8,0.3125,0.285714285714286,"X[,5] %in% c('0') & X[,15] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('0','1')","'5'","V5,V15,V23,V27,V28"
6,1,0.0588235294117647,0.441176470588235,5,9,0.3125,0.321428571428571,"X[,3] %in% c('0','2','3') & X[,5] %in% c('1','2','3') & X[,21] %in% c('0') & X[,23] %in% c('0') & X[,27] %in% c('0')","'4'","V3,V5,V21,V23,V27"
7,1,0.0745098039215686,0.243589743589744,6,7,0.375,0.25,"X[,5] %in% c('0') & X[,15] %in% c('0') & X[,16] %in% c('0') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('0','1')","'1'","V5,V15,V16,V23,V27,V28"
8,0.90625,0.125490196078431,0.744186046511628,6,7,0.375,0.25,"X[,5] %in% c('0') & X[,11] %in% c('0') & X[,18] %in% c('0') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3')","'2'","V5,V11,V18,V23,V27,V28"
9,1,0.0117647058823529,0.0833333333333333,6,10,0.375,0.357142857142857,"X[,4] %in% c('2','3') & X[,5] %in% c('0') & X[,18] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3')","'5'","V4,V5,V18,V23,V27,V28"
10,1,0.00392156862745098,0.02,6,9,0.375,0.321428571428571,"X[,3] %in% c('1') & X[,5] %in% c('1','2','3') & X[,21] %in% c('0') & X[,23] %in% c('0') & X[,24] %in% c('2','3') & X[,27] %in% c('0')","'3'","V3,V5,V21,V23,V24,V27"
11,1,0.0235294117647059,0.428571428571429,7,10,0.4375,0.357142857142857,"X[,5] %in% c('0') & X[,15] %in% c('0') & X[,16] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('0','1') & X[,34] %in% c('(-Inf,14]')","'6'","V5,V15,V16,V23,V27,V28,V34"
12,1,0.0117647058823529,0.0697674418604651,7,9,0.4375,0.321428571428571,"X[,5] %in% c('0') & X[,9] %in% c('0','1') & X[,11] %in% c('1') & X[,18] %in% c('0') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3')","'2'","V5,V9,V11,V18,V23,V27,V28"
13,1,0.00392156862745098,0.0714285714285714,7,9,0.4375,0.321428571428571,"X[,5] %in% c('0') & X[,9] %in% c('2','3') & X[,11] %in% c('1') & X[,18] %in% c('0') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3')","'6'","V5,V9,V11,V18,V23,V27,V28"
14,0.5,0.0156862745098039,0.117647058823529,7,11,0.4375,0.392857142857143,"X[,4] %in% c('0','1') & X[,5] %in% c('0') & X[,18] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3') & X[,31] %in% c('0')","'4'","V4,V5,V18,V23,V27,V28,V31"
15,1,0.0156862745098039,0.285714285714286,7,13,0.4375,0.464285714285714,"X[,4] %in% c('0','1') & X[,5] %in% c('0') & X[,18] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('2','3') & X[,31] %in% c('1','2','3')","'6'","V4,V5,V18,V23,V27,V28,V31"
16,1,0.0470588235294118,0.352941176470588,7,10,0.4375,0.357142857142857,"X[,3] %in% c('1') & X[,5] %in% c('1','2','3') & X[,14] %in% c('0') & X[,21] %in% c('0') & X[,23] %in% c('0') & X[,24] %in% c('0','1') & X[,27] %in% c('0')","'4'","V3,V5,V14,V21,V23,V24,V27"
17,0.25,0.0156862745098039,0.117647058823529,7,10,0.4375,0.357142857142857,"X[,5] %in% c('0') & X[,15] %in% c('0') & X[,16] %in% c('1','2','3') & X[,23] %in% c('0') & X[,27] %in% c('0') & X[,28] %in% c('0','1') & X[,34] %in% c('(14,31.9]')","'4'","V5,V15,V16,V23,V27,V28,V34"
