"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.940217391304348,0.119402985074627,0.369477911646586,2,4,0.666666666666667,0.8,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]','(0.493, Inf]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V3"
2,0.794042553191489,0.762491888384166,1.12655800575264,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V2,V3"
3,0.688054607508532,0.950681375730045,1.4046021093001,1,1,0.333333333333333,0.2,"X[,2] %in% c('(-Inf,2.08]')","'-1'","V2"
4,1,0.0162232316677482,0.0502008032128514,2,3,0.666666666666667,0.6,"X[,1] %in% c('(-Inf,-1.4]','(-1.4,-0.451]') & X[,2] %in% c('(2.08, Inf]')","'1'","V1,V2"
5,0.741379310344828,0.188189487345879,0.582329317269076,2,2,0.666666666666667,0.4,"X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V2,V3"
6,0.629441624365482,0.127839065541856,0.395582329317269,3,5,1,1,"X[,1] %in% c('(-1.4,-0.451]','(-0.451,0.493]','(0.493, Inf]') & X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-Inf,-0.7]')","'1'","V1,V2,V3"
7,0.804554079696395,0.683971447112265,1.01054650047939,3,5,1,1,"X[,1] %in% c('(-1.4,-0.451]','(-0.451,0.493]','(0.493, Inf]') & X[,2] %in% c('(-Inf,2.08]') & X[,3] %in% c('(-0.7, Inf]')","'-1'","V1,V2,V3"
8,0.602739726027397,0.142115509409474,0.439759036144578,1,1,0.333333333333333,0.2,"X[,1] %in% c('(-Inf,-1.4]')","'1'","V1"
9,0.625,0.124594419208306,0.184084372003835,2,2,0.666666666666667,0.4,"X[,1] %in% c('(-1.4,-0.451]') & X[,2] %in% c('(-Inf,2.08]')","'-1'","V1,V2"
10,0.756944444444444,0.280337443218689,0.414189837008629,2,2,0.666666666666667,0.4,"X[,1] %in% c('(-0.451,0.493]') & X[,2] %in% c('(-Inf,2.08]')","'-1'","V1,V2"
