"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,1,0.00148588410104012,0.00320512820512821,2,3,0.4,0.1875,"X[,1] %in% c('(29.9, Inf]') & X[,2] %in% c('(-Inf,38.6]','(38.6,57.2]')","'1'","V1,V2"
2,0.666666666666667,0.00445765230312036,0.00831024930747922,3,6,0.6,0.375,"X[,1] %in% c('(4.8,29.9]','(29.9, Inf]') & X[,2] %in% c('(57.2,76.3]','(76.3, Inf]') & X[,5] %in% c('(3.4,3.5]','(3.5, Inf]')","'0'","V1,V2,V5"
3,0.333333333333333,0.00445765230312036,0.00961538461538461,4,8,0.8,0.5,"X[,1] %in% c('(-Inf,1]','(1,3.1]','(3.1,4.8]') & X[,2] %in% c('(-Inf,38.6]','(38.6,57.2]') & X[,3] %in% c('(-Inf,1.5]','(1.5,2.5]') & X[,4] %in% c('(1.6,2.8]')","'1'","V1,V2,V3,V4"
4,1,0.0178306092124814,0.0332409972299169,3,6,0.6,0.375,"X[,1] %in% c('(-Inf,1]','(1,3.1]','(3.1,4.8]') & X[,2] %in% c('(-Inf,38.6]') & X[,3] %in% c('(2.5,3.5]','(3.5, Inf]')","'0'","V1,V2,V3"
5,0.545454545454545,0.0163447251114413,0.0352564102564103,4,10,0.8,0.625,"X[,1] %in% c('(-Inf,1]','(1,3.1]','(3.1,4.8]') & X[,2] %in% c('(57.2,76.3]','(76.3, Inf]') & X[,3] %in% c('(-Inf,1.5]','(1.5,2.5]') & X[,4] %in% c('(1.6,2.8]','(3.2,4.4]','(4.4, Inf]')","'1'","V1,V2,V3,V4"
6,1,0.00891530460624071,0.0192307692307692,3,6,0.6,0.375,"X[,1] %in% c('(-Inf,1]','(1,3.1]','(3.1,4.8]') & X[,2] %in% c('(76.3, Inf]') & X[,3] %in% c('(2.5,3.5]','(3.5, Inf]')","'1'","V1,V2,V3"
7,1,0.011887072808321,0.0256410256410256,3,5,0.6,0.3125,"X[,1] %in% c('(4.8,29.9]') & X[,2] %in% c('(-Inf,38.6]','(38.6,57.2]') & X[,4] %in% c('(-Inf,1.6]','(1.6,2.8]')","'1'","V1,V2,V4"
8,0.96,0.037147102526003,0.0692520775623269,4,10,0.8,0.625,"X[,1] %in% c('(-Inf,1]','(1,3.1]','(3.1,4.8]') & X[,2] %in% c('(-Inf,38.6]','(38.6,57.2]') & X[,3] %in% c('(-Inf,1.5]','(1.5,2.5]') & X[,4] %in% c('(2.8,3.2]','(3.2,4.4]','(4.4, Inf]')","'0'","V1,V2,V3,V4"
9,0.727272727272727,0.0163447251114413,0.0304709141274238,3,4,0.6,0.25,"X[,1] %in% c('(1,3.1]') & X[,2] %in% c('(38.6,57.2]') & X[,3] %in% c('(2.5,3.5]','(3.5, Inf]')","'0'","V1,V2,V3"
10,0.593220338983051,0.087667161961367,0.163434903047091,3,5,0.6,0.3125,"X[,1] %in% c('(-Inf,1]','(3.1,4.8]') & X[,2] %in% c('(38.6,57.2]') & X[,3] %in% c('(2.5,3.5]','(3.5, Inf]')","'0'","V1,V2,V3"
