"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.9375,0.128,0.470588235294118,2,4,0.333333333333333,0.222222222222222,"X[,5] %in% c('(-Inf,83.5]','(83.5,98.7]','(142, Inf]') & X[,7] %in% c('(-Inf,0.981]')","'3'","V5,V7"
2,0.956521739130435,0.184,0.46,3,9,0.5,0.5,"X[,5] %in% c('(-Inf,83.5]','(83.5,98.7]','(142, Inf]') & X[,6] %in% c('(-Inf,1.42]','(1.42,2.41]','(3.22, Inf]') & X[,7] %in% c('(0.981,1.72]','(1.72,2.7]','(2.7, Inf]')","'2'","V5,V6,V7"
3,1,0.152,0.463414634146341,5,11,0.833333333333333,0.611111111111111,"X[,2] %in% c('(1.47,2.98]') & X[,3] %in% c('(-Inf,1.87]','(2.23,2.75]','(2.75, Inf]') & X[,5] %in% c('(98.7,142]') & X[,9] %in% c('(-Inf,0.707]','(1.58,3.12]','(3.12, Inf]') & X[,10] %in% c('(-Inf,2.98]','(4.23,9.81]','(9.81, Inf]')","'1'","V2,V3,V5,V9,V10"
4,1,0.08,0.294117647058824,5,11,0.833333333333333,0.611111111111111,"X[,1] %in% c('(12.4,12.8]','(12.8,13.4]','(13.4,13.7]','(13.7, Inf]') & X[,2] %in% c('(-Inf,1.47]','(2.98,4.77]','(4.77, Inf]') & X[,4] %in% c('(18.4,24.3]') & X[,5] %in% c('(98.7,142]') & X[,6] %in% c('(-Inf,1.42]','(1.42,2.41]')","'3'","V1,V2,V4,V5,V6"
5,1,0.024,0.0731707317073171,6,10,1,0.555555555555556,"X[,2] %in% c('(1.47,2.98]') & X[,3] %in% c('(-Inf,1.87]','(2.23,2.75]','(2.75, Inf]') & X[,5] %in% c('(98.7,142]') & X[,6] %in% c('(2.41,3.22]') & X[,9] %in% c('(-Inf,0.707]','(1.58,3.12]','(3.12, Inf]') & X[,10] %in% c('(2.98,4.23]')","'1'","V2,V3,V5,V6,V9,V10"
6,1,0.064,0.16,4,7,0.666666666666667,0.388888888888889,"X[,5] %in% c('(-Inf,83.5]','(83.5,98.7]','(142, Inf]') & X[,6] %in% c('(2.41,3.22]') & X[,7] %in% c('(1.72,2.7]','(2.7, Inf]') & X[,10] %in% c('(-Inf,2.98]')","'2'","V5,V6,V7,V10"
7,0.8,0.04,0.1,4,7,0.666666666666667,0.388888888888889,"X[,5] %in% c('(-Inf,83.5]','(83.5,98.7]','(142, Inf]') & X[,6] %in% c('(2.41,3.22]') & X[,7] %in% c('(1.72,2.7]','(2.7, Inf]') & X[,10] %in% c('(2.98,4.23]')","'2'","V5,V6,V7,V10"
8,1,0.056,0.170731707317073,5,11,0.833333333333333,0.611111111111111,"X[,5] %in% c('(-Inf,83.5]','(83.5,98.7]','(142, Inf]') & X[,6] %in% c('(2.41,3.22]') & X[,7] %in% c('(1.72,2.7]','(2.7, Inf]') & X[,10] %in% c('(4.23,9.81]','(9.81, Inf]') & X[,13] %in% c('(-Inf,394]','(679,972]','(972, Inf]')","'1'","V5,V6,V7,V10,V13"
9,1,0.088,0.22,3,6,0.5,0.333333333333333,"X[,1] %in% c('(-Inf,12.4]','(12.4,12.8]') & X[,6] %in% c('(2.41,3.22]','(3.22, Inf]') & X[,11] %in% c('(0.837,1.19]','(1.19, Inf]')","'2'","V1,V6,V11"
10,1,0.04,0.1,4,7,0.666666666666667,0.388888888888889,"X[,8] %in% c('(0.197,0.399]') & X[,9] %in% c('(1.58,3.12]','(3.12, Inf]') & X[,10] %in% c('(-Inf,2.98]','(2.98,4.23]') & X[,11] %in% c('(-Inf,0.635]','(0.635,0.837]')","'2'","V8,V9,V10,V11"
11,1,0.072,0.18,4,8,0.666666666666667,0.444444444444444,"X[,6] %in% c('(-Inf,1.42]','(1.42,2.41]') & X[,7] %in% c('(0.981,1.72]','(1.72,2.7]','(2.7, Inf]') & X[,8] %in% c('(0.399,0.561]') & X[,11] %in% c('(0.837,1.19]','(1.19, Inf]')","'2'","V6,V7,V8,V11"
12,1,0.152,0.38,4,10,0.666666666666667,0.555555555555556,"X[,6] %in% c('(-Inf,1.42]','(1.42,2.41]') & X[,8] %in% c('(-Inf,0.197]','(0.197,0.399]','(0.561, Inf]') & X[,11] %in% c('(0.837,1.19]','(1.19, Inf]') & X[,13] %in% c('(-Inf,394]','(394,679]','(679,972]')","'2'","V6,V8,V11,V13"
13,0.96875,0.256,0.780487804878049,4,9,0.666666666666667,0.5,"X[,1] %in% c('(12.8,13.4]','(13.4,13.7]','(13.7, Inf]') & X[,3] %in% c('(1.87,2.23]','(2.23,2.75]','(2.75, Inf]') & X[,6] %in% c('(2.41,3.22]','(3.22, Inf]') & X[,11] %in% c('(0.837,1.19]')","'1'","V1,V3,V6,V11"
14,0.875,0.064,0.195121951219512,4,8,0.666666666666667,0.444444444444444,"X[,1] %in% c('(12.8,13.4]','(13.4,13.7]','(13.7, Inf]') & X[,3] %in% c('(1.87,2.23]','(2.23,2.75]','(2.75, Inf]') & X[,6] %in% c('(2.41,3.22]') & X[,11] %in% c('(1.19, Inf]')","'1'","V1,V3,V6,V11"
15,1,0.12,0.3,2,4,0.333333333333333,0.222222222222222,"X[,1] %in% c('(-Inf,12.4]','(12.4,12.8]') & X[,6] %in% c('(2.41,3.22]','(3.22, Inf]')","'2'","V1,V6"
16,1,0.104,0.26,3,7,0.5,0.388888888888889,"X[,6] %in% c('(-Inf,1.42]','(1.42,2.41]') & X[,7] %in% c('(0.981,1.72]','(1.72,2.7]','(2.7, Inf]') & X[,8] %in% c('(0.399,0.561]','(0.561, Inf]')","'2'","V6,V7,V8"
