"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.954545454545455,0.0460251046025105,0.131736526946108,2,4,0.333333333333333,0.19047619047619,"X[,1] %in% c('(3.2,3.3]','(6.3,8.8]','(8.8, Inf]') & X[,8] %in% c('(-Inf,2.3]')","'4'","V1,V8"
2,0.8125,0.0334728033472803,0.0958083832335329,4,11,0.666666666666667,0.523809523809524,"X[,2] %in% c('(1.9,4.2]') & X[,4] %in% c('(2,4.4]','(4.4,4.8]','(6.7, Inf]') & X[,7] %in% c('(2.3,4.5]','(4.5,7.5]','(7.5, Inf]') & X[,8] %in% c('(2.3,5]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V2,V4,V7,V8"
3,0.986301369863014,0.152719665271967,0.437125748502994,4,13,0.666666666666667,0.619047619047619,"X[,2] %in% c('(-Inf,1.9]','(4.2,8.4]','(8.4, Inf]') & X[,4] %in% c('(2,4.4]','(4.4,4.8]','(6.7, Inf]') & X[,7] %in% c('(2.3,4.5]','(4.5,7.5]','(7.5, Inf]') & X[,8] %in% c('(2.3,5]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V2,V4,V7,V8"
4,0.888888888888889,0.0188284518828452,0.0538922155688623,4,10,0.666666666666667,0.476190476190476,"X[,4] %in% c('(-Inf,2]','(4.8,6.7]') & X[,5] %in% c('(4.5,6.1]','(6.1,7.3]','(7.3, Inf]') & X[,6] %in% c('(3.9,8.1]') & X[,8] %in% c('(2.3,5]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V4,V5,V6,V8"
5,1,0.0334728033472803,0.0958083832335329,4,12,0.666666666666667,0.571428571428571,"X[,4] %in% c('(-Inf,2]','(4.8,6.7]') & X[,5] %in% c('(4.5,6.1]','(6.1,7.3]','(7.3, Inf]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]','(8.1, Inf]') & X[,8] %in% c('(2.3,5]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V4,V5,V6,V8"
6,0.769230769230769,0.0271966527196653,0.0778443113772455,5,11,0.833333333333333,0.523809523809524,"X[,1] %in% c('(3.3,6.3]','(6.3,8.8]') & X[,2] %in% c('(1.9,4.2]','(4.2,8.4]') & X[,4] %in% c('(-Inf,2]','(4.8,6.7]') & X[,5] %in% c('(2,4.5]') & X[,8] %in% c('(2.3,5]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V1,V2,V4,V5,V8"
7,1,0.0376569037656904,0.0578778135048232,5,7,0.833333333333333,0.333333333333333,"X[,1] %in% c('(-Inf,3.2]','(3.3,6.3]') & X[,2] %in% c('(1.9,4.2]') & X[,3] %in% c('(1.6,3.9]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]') & X[,8] %in% c('(-Inf,2.3]')","'2'","V1,V2,V3,V6,V8"
8,0.923076923076923,0.0815899581589958,0.12540192926045,4,9,0.666666666666667,0.428571428571429,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]') & X[,7] %in% c('(-Inf,2.3]','(2.3,4.5]') & X[,8] %in% c('(-Inf,2.3]','(5,6.1]')","'2'","V2,V6,V7,V8"
9,0.952380952380952,0.0439330543933054,0.125748502994012,4,12,0.666666666666667,0.571428571428571,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,5] %in% c('(2,4.5]','(4.5,6.1]','(6.1,7.3]','(7.3, Inf]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]') & X[,8] %in% c('(2.3,5]','(6.1,8.5]','(8.5, Inf]')","'4'","V2,V5,V6,V8"
10,0.777777777777778,0.0188284518828452,0.0538922155688623,3,5,0.5,0.238095238095238,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,6] %in% c('(3.9,8.1]') & X[,9] %in% c('(1.5,2.2]')","'4'","V2,V6,V9"
11,0.95,0.0418410041841004,0.119760479041916,5,14,0.833333333333333,0.666666666666667,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,6] %in% c('(3.9,8.1]') & X[,7] %in% c('(2.3,4.5]','(4.5,7.5]','(7.5, Inf]') & X[,8] %in% c('(-Inf,2.3]','(5,6.1]','(8.5, Inf]') & X[,9] %in% c('(-Inf,1.5]','(2.2,4.7]','(4.7,8.6]','(8.6, Inf]')","'4'","V2,V6,V7,V8,V9"
12,0.818181818181818,0.0230125523012552,0.0658682634730539,5,11,0.833333333333333,0.523809523809524,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,6] %in% c('(3.9,8.1]') & X[,7] %in% c('(2.3,4.5]') & X[,8] %in% c('(2.3,5]','(6.1,8.5]') & X[,9] %in% c('(-Inf,1.5]','(2.2,4.7]','(4.7,8.6]','(8.6, Inf]')","'4'","V2,V6,V7,V8,V9"
13,0.909090909090909,0.0230125523012552,0.0658682634730539,5,12,0.833333333333333,0.571428571428571,"X[,2] %in% c('(1.9,4.2]','(4.2,8.4]','(8.4, Inf]') & X[,6] %in% c('(3.9,8.1]') & X[,7] %in% c('(4.5,7.5]','(7.5, Inf]') & X[,8] %in% c('(2.3,5]','(6.1,8.5]') & X[,9] %in% c('(-Inf,1.5]','(2.2,4.7]','(4.7,8.6]','(8.6, Inf]')","'4'","V2,V6,V7,V8,V9"
14,0.96,0.104602510460251,0.29940119760479,4,11,0.666666666666667,0.523809523809524,"X[,2] %in% c('(4.2,8.4]','(8.4, Inf]') & X[,3] %in% c('(3.9,7.7]','(7.7, Inf]') & X[,4] %in% c('(-Inf,2]','(2,4.4]','(4.8,6.7]') & X[,8] %in% c('(-Inf,2.3]','(5,6.1]','(6.1,8.5]','(8.5, Inf]')","'4'","V2,V3,V4,V8"
15,1,0.426778242677824,0.655948553054662,5,11,0.833333333333333,0.523809523809524,"X[,1] %in% c('(-Inf,3.2]','(3.3,6.3]','(6.3,8.8]') & X[,3] %in% c('(-Inf,1.6]','(1.6,3.9]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]','(3.9,8.1]') & X[,7] %in% c('(-Inf,2.3]') & X[,8] %in% c('(-Inf,2.3]','(6.1,8.5]')","'2'","V1,V3,V6,V7,V8"
16,0.833333333333333,0.0376569037656904,0.107784431137725,5,11,0.833333333333333,0.523809523809524,"X[,2] %in% c('(1.9,4.2]') & X[,3] %in% c('(3.9,7.7]','(7.7, Inf]') & X[,4] %in% c('(-Inf,2]','(2,4.4]','(4.8,6.7]') & X[,6] %in% c('(1.5,3.9]','(3.9,8.1]','(8.1, Inf]') & X[,7] %in% c('(-Inf,2.3]','(2.3,4.5]')","'4'","V2,V3,V4,V6,V7"
17,0.8,0.0209205020920502,0.0598802395209581,5,11,0.833333333333333,0.523809523809524,"X[,2] %in% c('(1.9,4.2]') & X[,3] %in% c('(3.9,7.7]','(7.7, Inf]') & X[,4] %in% c('(-Inf,2]','(2,4.4]','(4.8,6.7]') & X[,6] %in% c('(1.5,3.9]','(3.9,8.1]','(8.1, Inf]') & X[,7] %in% c('(4.5,7.5]','(7.5, Inf]')","'4'","V2,V3,V4,V6,V7"
18,1,0.0230125523012552,0.0658682634730539,4,7,0.666666666666667,0.333333333333333,"X[,2] %in% c('(4.2,8.4]','(8.4, Inf]') & X[,3] %in% c('(3.9,7.7]','(7.7, Inf]') & X[,4] %in% c('(2,4.4]','(4.8,6.7]') & X[,8] %in% c('(2.3,5]')","'4'","V2,V3,V4,V8"
19,1,0.163179916317992,0.2508038585209,5,10,0.833333333333333,0.476190476190476,"X[,1] %in% c('(-Inf,3.2]','(3.3,6.3]','(6.3,8.8]') & X[,3] %in% c('(-Inf,1.6]','(1.6,3.9]') & X[,6] %in% c('(-Inf,1.5]','(1.5,3.9]') & X[,7] %in% c('(2.3,4.5]') & X[,8] %in% c('(-Inf,2.3]','(6.1,8.5]')","'2'","V1,V3,V6,V7,V8"
