"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.972222222222222,0.486486486486487,0.610169491525424,1,2,0.142857142857143,0.1,"X[,1] %in% c('(0.41,0.942]','(0.942, Inf]')","'1'","V1"
2,1,0.0135135135135135,0.0169491525423729,3,4,0.428571428571429,0.2,"X[,1] %in% c('(-Inf,0.157]','(0.157,0.41]') & X[,4] %in% c('(-Inf,0.0862]') & X[,6] %in% c('(-Inf,0.0645]')","'1'","V1,V4,V6"
3,0.5,0.0540540540540541,0.0677966101694915,2,5,0.285714285714286,0.25,"X[,1] %in% c('(-Inf,0.157]') & X[,4] %in% c('(0.0862,0.324]','(0.324,0.445]','(0.445,0.64]','(0.64, Inf]')","'1'","V1,V4"
4,0.789473684210526,0.256756756756757,0.322033898305085,2,5,0.285714285714286,0.25,"X[,1] %in% c('(0.157,0.41]') & X[,4] %in% c('(0.0862,0.324]','(0.324,0.445]','(0.445,0.64]','(0.64, Inf]')","'1'","V1,V4"
5,0.416666666666667,0.162162162162162,0.203389830508475,4,8,0.571428571428571,0.4,"X[,1] %in% c('(-Inf,0.157]','(0.157,0.41]') & X[,3] %in% c('(0.0617,0.351]') & X[,4] %in% c('(-Inf,0.0862]') & X[,6] %in% c('(0.0645,0.408]','(0.408,0.736]','(0.736,0.744]','(0.744, Inf]')","'1'","V1,V3,V4,V6"
6,0.5,0.027027027027027,0.133333333333333,4,10,0.571428571428571,0.5,"X[,1] %in% c('(-Inf,0.157]','(0.157,0.41]') & X[,3] %in% c('(-Inf,0.0617]','(0.351,0.861]','(0.861, Inf]') & X[,4] %in% c('(-Inf,0.0862]') & X[,6] %in% c('(0.0645,0.408]','(0.408,0.736]','(0.736,0.744]','(0.744, Inf]')","'2'","V1,V3,V4,V6"
7,0.972972972972973,0.5,0.627118644067797,2,6,0.285714285714286,0.3,"X[,1] %in% c('(-Inf,0.157]','(0.41,0.942]','(0.942, Inf]') & X[,3] %in% c('(-Inf,0.0617]','(0.351,0.861]','(0.861, Inf]')","'1'","V1,V3"
8,1,0.027027027027027,0.0338983050847458,3,6,0.428571428571429,0.3,"X[,3] %in% c('(0.0617,0.351]') & X[,4] %in% c('(-Inf,0.0862]','(0.445,0.64]') & X[,6] %in% c('(-Inf,0.0645]','(0.736,0.744]','(0.744, Inf]')","'1'","V3,V4,V6"
9,1,0.027027027027027,0.133333333333333,3,5,0.428571428571429,0.25,"X[,3] %in% c('(0.0617,0.351]') & X[,4] %in% c('(0.0862,0.324]','(0.324,0.445]','(0.64, Inf]') & X[,5] %in% c('(0.007,0.0921]')","'2'","V3,V4,V5"
10,0.857142857142857,0.0945945945945946,0.11864406779661,3,8,0.428571428571429,0.4,"X[,3] %in% c('(0.0617,0.351]') & X[,4] %in% c('(0.0862,0.324]','(0.324,0.445]','(0.64, Inf]') & X[,5] %in% c('(-Inf,0.007]','(0.0921,0.205]','(0.205,0.233]','(0.233, Inf]')","'1'","V3,V4,V5"
