"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
1,0.941176470588235,0.0416666666666667,0.0584192439862543,3,8,0.5,0.421052631578947,"X[,4] %in% c('(-Inf,0.15]','(0.15,0.83]') & X[,5] %in% c('(-Inf,87.5]','(273,1.42e+03]','(1.42e+03, Inf]') & X[,7] %in% c('(-Inf,10.5]','(100,2.58e+03]','(2.58e+03, Inf]')","'1'","V4,V5,V7"
2,1,0.0367647058823529,0.0515463917525773,4,9,0.666666666666667,0.473684210526316,"X[,1] %in% c('(-Inf,17.8]','(17.8,44.5]','(68.3, Inf]') & X[,3] %in% c('(1.84,6.97]','(6.97,8.54]') & X[,4] %in% c('(1.29,4.93]','(4.93, Inf]') & X[,6] %in% c('(45.2,174]','(174, Inf]')","'1'","V1,V3,V4,V6"
3,0.75,0.0196078431372549,0.0683760683760684,6,12,1,0.631578947368421,"X[,1] %in% c('(-Inf,17.8]','(68.3, Inf]') & X[,2] %in% c('Female') & X[,4] %in% c('(-Inf,0.15]','(0.15,0.83]','(0.83,1.29]') & X[,5] %in% c('(87.5,273]') & X[,7] %in% c('(10.5,100]') & X[,9] %in% c('(2.15,3.31]','(3.31,4.2]','(4.2,4.75]','(4.75, Inf]')","'2'","V1,V2,V4,V5,V7,V9"
4,0.75,0.0196078431372549,0.0683760683760684,6,13,1,0.684210526315789,"X[,1] %in% c('(-Inf,17.8]') & X[,4] %in% c('(-Inf,0.15]','(0.15,0.83]','(0.83,1.29]') & X[,5] %in% c('(-Inf,87.5]','(273,1.42e+03]','(1.42e+03, Inf]') & X[,6] %in% c('(11,45.2]') & X[,7] %in% c('(10.5,100]') & X[,8] %in% c('(-Inf,4.5]','(4.5,5.86]','(6.39,7.93]','(7.93, Inf]')","'2'","V1,V4,V5,V6,V7,V8"
5,1,0.0416666666666667,0.0584192439862543,5,11,0.833333333333333,0.578947368421053,"X[,1] %in% c('(44.5,68.3]') & X[,3] %in% c('(1.84,6.97]','(6.97,8.54]') & X[,4] %in% c('(1.29,4.93]','(4.93, Inf]') & X[,6] %in% c('(45.2,174]','(174, Inf]') & X[,8] %in% c('(-Inf,4.5]','(5.86,6.39]','(6.39,7.93]','(7.93, Inf]')","'1'","V1,V3,V4,V6,V8"
6,0.833333333333333,0.0147058823529412,0.0512820512820513,6,8,1,0.421052631578947,"X[,2] %in% c('Male') & X[,4] %in% c('(-Inf,0.15]','(0.15,0.83]') & X[,5] %in% c('(87.5,273]') & X[,7] %in% c('(10.5,100]') & X[,8] %in% c('(4.5,5.86]','(5.86,6.39]') & X[,10] %in% c('(1.02,1.11]')","'2'","V2,V4,V5,V7,V8,V10"
7,0.974358974358974,0.0955882352941176,0.134020618556701,3,9,0.5,0.473684210526316,"X[,3] %in% c('(1.84,6.97]','(8.54, Inf]') & X[,7] %in% c('(-Inf,10.5]','(100,2.58e+03]','(2.58e+03, Inf]') & X[,8] %in% c('(-Inf,4.5]','(5.86,6.39]','(6.39,7.93]','(7.93, Inf]')","'1'","V3,V7,V8"
8,0.941176470588235,0.0416666666666667,0.0584192439862543,4,8,0.666666666666667,0.421052631578947,"X[,3] %in% c('(1.84,6.97]','(8.54, Inf]') & X[,5] %in% c('(-Inf,87.5]','(273,1.42e+03]','(1.42e+03, Inf]') & X[,7] %in% c('(10.5,100]') & X[,8] %in% c('(6.39,7.93]','(7.93, Inf]')","'1'","V3,V5,V7,V8"
9,0.954545454545455,0.053921568627451,0.0756013745704467,6,17,1,0.894736842105263,"X[,1] %in% c('(17.8,44.5]','(44.5,68.3]','(68.3, Inf]') & X[,3] %in% c('(-Inf,0.5]','(0.5,1.84]','(6.97,8.54]') & X[,5] %in% c('(-Inf,87.5]','(273,1.42e+03]','(1.42e+03, Inf]') & X[,6] %in% c('(-Inf,11]','(11,45.2]') & X[,8] %in% c('(4.5,5.86]','(5.86,6.39]','(6.39,7.93]') & X[,9] %in% c('(-Inf,2.15]','(2.15,3.31]','(3.31,4.2]')","'1'","V1,V3,V5,V6,V8,V9"
10,0.714285714285714,0.017156862745098,0.0598290598290598,6,9,1,0.473684210526316,"X[,1] %in% c('(-Inf,17.8]','(17.8,44.5]','(68.3, Inf]') & X[,2] %in% c('Female') & X[,3] %in% c('(0.5,1.84]') & X[,5] %in% c('(87.5,273]') & X[,6] %in% c('(11,45.2]') & X[,9] %in% c('(4.2,4.75]','(4.75, Inf]')","'2'","V1,V2,V3,V5,V6,V9"
