"data","iter","CBA","RIPPER","SBRL"
"heart",1,0.298593044281006,0.0226030349731445,1.08433985710144
"heart",2,0.36722993850708,0.0231180191040039,1.07875084877014
"heart",3,0.264770030975342,0.0234029293060303,1.06879997253418
"heart",4,0.344969034194946,0.0268499851226807,1.08724617958069
"heart",5,0.398775100708008,0.02767014503479,1.09508681297302
"heart",6,0.239550113677979,0.0241780281066895,1.07124996185303
"heart",7,0.340786933898926,0.0270881652832031,1.09606194496155
"heart",8,0.287233829498291,0.0243039131164551,1.0757269859314
"heart",9,0.273916006088257,0.0240540504455566,1.0687141418457
"heart",10,0.282553911209106,0.0232028961181641,1.05416202545166
