"data","iter","CBA","RIPPER","SBRL"
"hypothyroid",1,1.07671284675598,0.0540127754211426,22.3022019863129
"hypothyroid",2,1.64142417907715,0.0834188461303711,21.859925031662
"hypothyroid",3,1.90451502799988,0.049774169921875,21.8600890636444
"hypothyroid",4,1.10700011253357,0.0545427799224854,21.8007659912109
"hypothyroid",5,1.46968293190002,0.0520789623260498,22.1125681400299
"hypothyroid",6,0.956196069717407,0.0713469982147217,21.5483140945435
"hypothyroid",7,1.09420084953308,0.0575160980224609,21.9215569496155
"hypothyroid",8,1.88070201873779,0.0657269954681396,21.6816711425781
"hypothyroid",9,2.68744707107544,0.0713939666748047,21.6861319541931
"hypothyroid",10,1.06018996238708,0.0538680553436279,21.7033979892731
