"data","iter","CBA","RIPPER","SBRL"
"vertebral",1,0.148756980895996,0.0192279815673828,NA
"vertebral",2,0.132336854934692,0.0161430835723877,NA
"vertebral",3,0.148794174194336,0.0169520378112793,NA
"vertebral",4,0.146507978439331,0.0209589004516602,NA
"vertebral",5,0.159209966659546,0.0180959701538086,NA
"vertebral",6,0.125930070877075,0.0165860652923584,NA
"vertebral",7,0.156872034072876,0.0168848037719727,NA
"vertebral",8,0.141399145126343,0.0172278881072998,NA
"vertebral",9,0.134406089782715,0.0179431438446045,NA
"vertebral",10,0.154690980911255,0.0162699222564697,NA
