"data","iter","CBA","RIPPER","SBRL"
"glass",1,0.338031053543091,0.0264990329742432,NA
"glass",2,0.379477977752686,0.0247068405151367,NA
"glass",3,0.297210931777954,0.024695873260498,NA
"glass",4,0.305289030075073,0.0260839462280273,NA
"glass",5,0.222349882125854,0.0221948623657227,NA
"glass",6,0.262413024902344,0.0225419998168945,NA
"glass",7,0.260686874389648,0.0213580131530762,NA
"glass",8,0.264872789382935,0.0214159488677979,NA
"glass",9,0.227822065353394,0.0216720104217529,NA
"glass",10,0.209066867828369,0.0216300487518311,NA
