"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"mushroom",1,"CBA",2.65,1,2,3,3,4
"mushroom",1,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",1,"SBRL",2.5,1,2.25,3,3,3
"mushroom",2,"CBA",2.71,1,2,3,3,4
"mushroom",2,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",2,"SBRL",2.5,1,2.25,3,3,3
"mushroom",3,"CBA",2.65,1,2,3,3,4
"mushroom",3,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",3,"SBRL",2.33,1,2,2.5,3,3
"mushroom",4,"CBA",2.65,1,2,3,3,4
"mushroom",4,"RIPPER",1.62,1,1,1.5,2,3
"mushroom",4,"SBRL",2.33,2,2,2,2.75,3
"mushroom",5,"CBA",2.71,1,2,3,3,4
"mushroom",5,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",5,"SBRL",2.67,2,2.25,3,3,3
"mushroom",6,"CBA",2.65,1,2,3,3,4
"mushroom",6,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",6,"SBRL",2.29,1,2,2,3,3
"mushroom",7,"CBA",2.67,1,2,3,3,4
"mushroom",7,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",7,"SBRL",2.67,2,2.25,3,3,3
"mushroom",8,"CBA",2.76,1,2,3,3,4
"mushroom",8,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",8,"SBRL",2.29,1,2,2,3,3
"mushroom",9,"CBA",2.65,1,2,3,3,4
"mushroom",9,"RIPPER",1.62,1,1,1.5,2,3
"mushroom",9,"SBRL",2.67,2,2.25,3,3,3
"mushroom",10,"CBA",2.72,1,2,3,3,4
"mushroom",10,"RIPPER",1.5,1,1,1.5,2,2
"mushroom",10,"SBRL",2.5,1,2.25,3,3,3
