"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"wilt",1,"CBA",2,2,2,2,2,2
"wilt",1,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",1,"SBRL",1.67,1,1,1.5,2,3
"wilt",2,"CBA",2,2,2,2,2,2
"wilt",2,"RIPPER",5,5,5,5,5,5
"wilt",2,"SBRL",1.67,1,1,1.5,2,3
"wilt",3,"CBA",3,3,3,3,3,3
"wilt",3,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",3,"SBRL",1.67,1,1,1.5,2,3
"wilt",4,"CBA",3,3,3,3,3,3
"wilt",4,"RIPPER",3.5,2,2.75,3.5,4.25,5
"wilt",4,"SBRL",1.67,1,1,1.5,2,3
"wilt",5,"CBA",2,2,2,2,2,2
"wilt",5,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",5,"SBRL",1.67,1,1,1.5,2,3
"wilt",6,"CBA",3,3,3,3,3,3
"wilt",6,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",6,"SBRL",1.67,1,1,1.5,2,3
"wilt",7,"CBA",3,3,3,3,3,3
"wilt",7,"RIPPER",3.5,2,2.75,3.5,4.25,5
"wilt",7,"SBRL",1.67,1,1,1.5,2,3
"wilt",8,"CBA",2,2,2,2,2,2
"wilt",8,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",8,"SBRL",1.67,1,1,1.5,2,3
"wilt",9,"CBA",2,2,2,2,2,2
"wilt",9,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",9,"SBRL",1.67,1,1,1.5,2,3
"wilt",10,"CBA",2,2,2,2,2,2
"wilt",10,"RIPPER",NA,NA,NA,NA,NA,NA
"wilt",10,"SBRL",1.67,1,1,1.5,2,3
