"data","iter","CBA","RIPPER","SBRL"
"TICTACTOE",1,0.20854115486145,0.0251109600067139,1.69316697120667
"TICTACTOE",2,0.220882892608643,0.0303170680999756,1.74592804908752
"TICTACTOE",3,0.206153869628906,0.0266189575195312,1.73741006851196
"TICTACTOE",4,0.189998149871826,0.0287859439849854,1.6745240688324
"TICTACTOE",5,0.179566860198975,0.0267488956451416,1.76320695877075
"TICTACTOE",6,0.191504955291748,0.0260040760040283,1.68831515312195
"TICTACTOE",7,0.193893909454346,0.0274710655212402,1.66504502296448
"TICTACTOE",8,0.177327871322632,0.0259010791778564,1.71730017662048
"TICTACTOE",9,0.175455093383789,0.0408110618591309,1.63170599937439
"TICTACTOE",10,0.175457000732422,0.0301389694213867,1.70793581008911
