"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"newthyroid",1,"CBA",2.15,1,2,2,3,4
"newthyroid",1,"RIPPER",1.25,1,1,1,1.25,2
"newthyroid",2,"CBA",2.43,1,2,2,3,4
"newthyroid",2,"RIPPER",1.4,1,1,1,2,2
"newthyroid",3,"CBA",2.29,1,2,2,3,4
"newthyroid",3,"RIPPER",1.5,1,1,1.5,2,2
"newthyroid",4,"CBA",1.93,1,1.25,2,2,3
"newthyroid",4,"RIPPER",1.25,1,1,1,1.25,2
"newthyroid",5,"CBA",1.92,1,1,2,2,3
"newthyroid",5,"RIPPER",1,1,1,1,1,1
"newthyroid",6,"CBA",2.38,1,2,2,3,3
"newthyroid",6,"RIPPER",1.33,1,1,1,1.5,2
"newthyroid",7,"CBA",2,1,1.75,2,2.25,3
"newthyroid",7,"RIPPER",1.5,1,1,1.5,2,2
"newthyroid",8,"CBA",2.46,1,2,3,3,4
"newthyroid",8,"RIPPER",1.33,1,1,1,1.75,2
"newthyroid",9,"CBA",2,1,2,2,2,3
"newthyroid",9,"RIPPER",1.4,1,1,1,2,2
"newthyroid",10,"CBA",2.28,1,2,2,3,4
"newthyroid",10,"RIPPER",1.5,1,1,1.5,2,2
