"data","iter","CBA","RIPPER","SBRL"
"wdbc",1,2.10819697380066,0.0592617988586426,13.3177020549774
"wdbc",2,1.78901195526123,0.0561559200286865,12.9983630180359
"wdbc",3,1.93007898330688,0.0607609748840332,13.4585609436035
"wdbc",4,1.49063897132874,0.0558969974517822,13.0082440376282
"wdbc",5,1.41306495666504,0.0565190315246582,13.2715051174164
"wdbc",6,1.91322898864746,0.0675520896911621,13.1031141281128
"wdbc",7,1.79922389984131,0.0619568824768066,12.8635008335114
"wdbc",8,1.56097602844238,0.0514068603515625,13.0316081047058
"wdbc",9,1.73698496818542,0.0602161884307861,12.7595620155334
"wdbc",10,1.3463499546051,0.050105094909668,12.5958049297333
