"data","iter","CBA","RIPPER","SBRL"
"vote",1,0.493299961090088,0.0226919651031494,2.04736709594727
"vote",2,0.314720153808594,0.0264389514923096,2.00190496444702
"vote",3,0.375831842422485,0.0243048667907715,2.00547218322754
"vote",4,0.38414192199707,0.0226471424102783,2.06927084922791
"vote",5,0.374550819396973,0.0234239101409912,1.98552298545837
"vote",6,0.404502153396606,0.0216820240020752,1.91096997261047
"vote",7,0.494209051132202,0.0221011638641357,1.94966197013855
"vote",8,0.409239053726196,0.0226678848266602,1.92831587791443
"vote",9,0.466161012649536,0.0235328674316406,1.97175884246826
"vote",10,0.313135862350464,0.0227651596069336,1.88427686691284
