"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"pageblocks",1,"CBA",3.69,2,3,4,4,4
"pageblocks",1,"RIPPER",2.17,1,2,2,3,3
"pageblocks",2,"CBA",3.72,2,3,4,4,4
"pageblocks",2,"RIPPER",1.67,1,1,1.5,2,3
"pageblocks",3,"CBA",3.67,3,3,4,4,4
"pageblocks",3,"RIPPER",2.29,1,2,2,2.75,4
"pageblocks",4,"CBA",3.66,2,3,4,4,4
"pageblocks",4,"RIPPER",2.08,1,2,2,3,3
"pageblocks",5,"CBA",3.71,2,4,4,4,4
"pageblocks",5,"RIPPER",2.29,1,2,2,3,4
"pageblocks",6,"CBA",3.7,2,3,4,4,4
"pageblocks",6,"RIPPER",1.9,1,1.25,2,2,3
"pageblocks",7,"CBA",3.73,2,4,4,4,4
"pageblocks",7,"RIPPER",2.47,1,2,2,3,4
"pageblocks",8,"CBA",3.71,3,3,4,4,4
"pageblocks",8,"RIPPER",2.08,1,2,2,2,3
"pageblocks",9,"CBA",3.7,3,3,4,4,4
"pageblocks",9,"RIPPER",2.18,1,2,2,3,4
"pageblocks",10,"CBA",3.65,2,3,4,4,4
"pageblocks",10,"RIPPER",2.29,1,2,2,2.75,4
