"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"Appendicitis",1,"CBA",1.44,1,1,1,2,2
"Appendicitis",1,"RIPPER",1,1,1,1,1,1
"Appendicitis",1,"SBRL",1,1,1,1,1,1
"Appendicitis",2,"CBA",1.53,1,1,2,2,2
"Appendicitis",2,"RIPPER",2,2,2,2,2,2
"Appendicitis",2,"SBRL",1,1,1,1,1,1
"Appendicitis",3,"CBA",1.5,1,1,1,2,3
"Appendicitis",3,"RIPPER",1,1,1,1,1,1
"Appendicitis",3,"SBRL",1,1,1,1,1,1
"Appendicitis",4,"CBA",1.5,1,1,1.5,2,2
"Appendicitis",4,"RIPPER",1,1,1,1,1,1
"Appendicitis",4,"SBRL",1,1,1,1,1,1
"Appendicitis",5,"CBA",1.44,1,1,1,2,2
"Appendicitis",5,"RIPPER",2,2,2,2,2,2
"Appendicitis",5,"SBRL",1,1,1,1,1,1
"Appendicitis",6,"CBA",1.3,1,1,1,1.75,2
"Appendicitis",6,"RIPPER",1,1,1,1,1,1
"Appendicitis",6,"SBRL",1,1,1,1,1,1
"Appendicitis",7,"CBA",1.43,1,1,1,2,2
"Appendicitis",7,"RIPPER",1,1,1,1,1,1
"Appendicitis",7,"SBRL",1,1,1,1,1,1
"Appendicitis",8,"CBA",1.62,1,1,2,2,2
"Appendicitis",8,"RIPPER",1,1,1,1,1,1
"Appendicitis",8,"SBRL",1,1,1,1,1,1
"Appendicitis",9,"CBA",1.21,1,1,1,1,2
"Appendicitis",9,"RIPPER",1,1,1,1,1,1
"Appendicitis",9,"SBRL",1,1,1,1,1,1
"Appendicitis",10,"CBA",1.43,1,1,1,2,2
"Appendicitis",10,"RIPPER",2,2,2,2,2,2
"Appendicitis",10,"SBRL",1,1,1,1,1,1
