"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"hypothyroid",1,"CBA",3.43,1,3,4,4,4
"hypothyroid",1,"RIPPER",2.67,1,2,2,3.5,5
"hypothyroid",1,"SBRL",2,2,2,2,2,2
"hypothyroid",2,"CBA",3.2,1,3,3,4,4
"hypothyroid",2,"RIPPER",2.71,2,2,3,3,4
"hypothyroid",2,"SBRL",2.67,2,2.5,3,3,3
"hypothyroid",3,"CBA",3.25,1,3,4,4,4
"hypothyroid",3,"RIPPER",2.8,2,2,3,3,4
"hypothyroid",3,"SBRL",2,1,1.5,2,2.5,3
"hypothyroid",4,"CBA",3.23,1,3,4,4,4
"hypothyroid",4,"RIPPER",1.75,1,1.75,2,2,2
"hypothyroid",4,"SBRL",2.67,2,2.5,3,3,3
"hypothyroid",5,"CBA",2.84,1,2,3,4,4
"hypothyroid",5,"RIPPER",2.29,1,2,2,3,3
"hypothyroid",5,"SBRL",2,1,1.5,2,2.5,3
"hypothyroid",6,"CBA",2.93,1,2,3,4,4
"hypothyroid",6,"RIPPER",2.78,1,2,2,4,5
"hypothyroid",6,"SBRL",2.67,2,2.5,3,3,3
"hypothyroid",7,"CBA",3.36,1,3,4,4,4
"hypothyroid",7,"RIPPER",2.71,1,2,3,3.5,4
"hypothyroid",7,"SBRL",2.33,1,2,3,3,3
"hypothyroid",8,"CBA",3.21,1,3,3,4,4
"hypothyroid",8,"RIPPER",2.4,1,2,2,3,4
"hypothyroid",8,"SBRL",2,2,2,2,2,2
"hypothyroid",9,"CBA",3.26,1,3,4,4,4
"hypothyroid",9,"RIPPER",3.17,1,2.25,3.5,4,5
"hypothyroid",9,"SBRL",3,3,3,3,3,3
"hypothyroid",10,"CBA",3.05,1,2,3,4,4
"hypothyroid",10,"RIPPER",2,1,2,2,2,3
"hypothyroid",10,"SBRL",2,1,1.5,2,2.5,3
