"data","iter","CBA","RIPPER","SBRL"
"phoneme",1,0.125921010971069,0.107083082199097,2.68128895759583
"phoneme",2,0.126792907714844,0.093904972076416,3.02678203582764
"phoneme",3,0.135526895523071,0.0746860504150391,2.83693385124207
"phoneme",4,0.129129886627197,0.107212066650391,2.44741797447205
"phoneme",5,0.120407104492188,0.11769700050354,2.8017041683197
"phoneme",6,0.111777067184448,0.0767529010772705,2.8345890045166
"phoneme",7,0.114459991455078,0.117420196533203,2.66290688514709
"phoneme",8,0.12851095199585,0.0945808887481689,2.84967184066772
"phoneme",9,0.112682104110718,0.119340896606445,2.76644206047058
"phoneme",10,0.124980926513672,0.14841103553772,2.73150897026062
