"data","iter","CBA","RIPPER","SBRL"
"mutagenesis",1,0.174040079116821,0.0251860618591309,1.67786908149719
"mutagenesis",2,0.173961877822876,0.0274789333343506,1.66656017303467
"mutagenesis",3,0.161237955093384,0.0239319801330566,1.65190887451172
"mutagenesis",4,0.187558889389038,0.0229611396789551,1.66412782669067
"mutagenesis",5,0.168437957763672,0.0252659320831299,1.66222596168518
"mutagenesis",6,0.135265111923218,0.0278189182281494,1.66356205940247
"mutagenesis",7,0.171587944030762,0.0249521732330322,1.67895579338074
"mutagenesis",8,0.151685953140259,0.0256669521331787,1.67449617385864
"mutagenesis",9,0.153584957122803,0.022892951965332,1.64092302322388
"mutagenesis",10,0.183209896087646,0.0246920585632324,1.65472984313965
