"data","iter","CBA","RIPPER","SBRL"
"pageblocks",1,0.462216138839722,0.0723950862884521,NA
"pageblocks",2,0.503916025161743,0.0822739601135254,NA
"pageblocks",3,0.48212194442749,0.0823040008544922,NA
"pageblocks",4,0.486932992935181,0.0764510631561279,NA
"pageblocks",5,0.380923986434937,0.0736708641052246,NA
"pageblocks",6,0.381103992462158,0.0830249786376953,NA
"pageblocks",7,0.40855598449707,0.098484992980957,NA
"pageblocks",8,0.481660842895508,0.0791409015655518,NA
"pageblocks",9,0.520293951034546,0.106251001358032,NA
"pageblocks",10,0.438606977462769,0.0631809234619141,NA
