"data","iter","CBA","RIPPER","SBRL"
"wireless",1,0.185368061065674,0.0318610668182373,NA
"wireless",2,0.191521883010864,0.02813720703125,NA
"wireless",3,0.18435001373291,0.0324740409851074,NA
"wireless",4,0.181555986404419,0.0331370830535889,NA
"wireless",5,0.17925500869751,0.0302169322967529,NA
"wireless",6,0.157915115356445,0.0422708988189697,NA
"wireless",7,0.185489892959595,0.0369548797607422,NA
"wireless",8,0.15959906578064,0.0295069217681885,NA
"wireless",9,0.193912029266357,0.0385138988494873,NA
"wireless",10,0.182461023330688,0.0388500690460205,NA
