"data","iter","CBA","RIPPER","SBRL"
"ecoli",1,0.17098593711853,0.0206410884857178,NA
"ecoli",2,0.154652118682861,0.0216109752655029,NA
"ecoli",3,0.174494981765747,0.0222489833831787,NA
"ecoli",4,0.158601045608521,0.0218479633331299,NA
"ecoli",5,0.162048101425171,0.0210371017456055,NA
"ecoli",6,0.142473936080933,0.0208861827850342,NA
"ecoli",7,0.150869131088257,0.0230519771575928,NA
"ecoli",8,0.162697076797485,0.02146315574646,NA
"ecoli",9,0.177367925643921,0.0225930213928223,NA
"ecoli",10,0.15224814414978,0.0218298435211182,NA
