"data","iter","CBA","RIPPER","SBRL"
"titatnic",1,0.0790622234344482,0.0153169631958008,NA
"titatnic",2,0.0776538848876953,0.0154199600219727,NA
"titatnic",3,0.0763461589813232,0.0144150257110596,NA
"titatnic",4,0.0755939483642578,0.014833927154541,NA
"titatnic",5,0.0794529914855957,0.0150761604309082,NA
"titatnic",6,0.0771839618682861,0.0154421329498291,NA
"titatnic",7,0.0820150375366211,0.0143530368804932,NA
"titatnic",8,0.0747170448303223,0.0151269435882568,NA
"titatnic",9,0.0842058658599854,0.0145790576934814,NA
"titatnic",10,0.0745079517364502,0.0143210887908936,NA
