"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"glass",1,"CBA",3.14,1,2,4,4,4
"glass",1,"RIPPER",2.17,1,2,2,2.75,3
"glass",2,"CBA",3.11,1,2.5,3,4,4
"glass",2,"RIPPER",2,1,2,2,2,3
"glass",3,"CBA",2.9,1,2,3,4,4
"glass",3,"RIPPER",2.29,1,2,2,3,3
"glass",4,"CBA",2.95,1,2,3,4,4
"glass",4,"RIPPER",1.86,1,1.5,2,2,3
"glass",5,"CBA",3.07,2,2,3,4,4
"glass",5,"RIPPER",2.38,1,1.75,2.5,3,4
"glass",6,"CBA",3,2,2,3,4,4
"glass",6,"RIPPER",2,1,2,2,2,3
"glass",7,"CBA",2.64,1,2,2,3.5,4
"glass",7,"RIPPER",1.67,1,1,1.5,2,3
"glass",8,"CBA",3.08,2,2,3,4,4
"glass",8,"RIPPER",1.86,1,2,2,2,2
"glass",9,"CBA",2.71,1,2,3,3,4
"glass",9,"RIPPER",2.29,1,2,2,2.5,4
"glass",10,"CBA",2.83,1,2,3,4,4
"glass",10,"RIPPER",2,1,1.5,2,2.5,3
