"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"mutagenesis",1,"CBA",2,2,2,2,2,2
"mutagenesis",1,"RIPPER",2.33,2,2,2,2.5,3
"mutagenesis",1,"SBRL",1,1,1,1,1,1
"mutagenesis",2,"CBA",3,3,3,3,3,3
"mutagenesis",2,"RIPPER",2,2,2,2,2,2
"mutagenesis",2,"SBRL",1,1,1,1,1,1
"mutagenesis",3,"CBA",2,2,2,2,2,2
"mutagenesis",3,"RIPPER",2.5,2,2.25,2.5,2.75,3
"mutagenesis",3,"SBRL",1,1,1,1,1,1
"mutagenesis",4,"CBA",3,3,3,3,3,3
"mutagenesis",4,"RIPPER",2.33,2,2,2,2.5,3
"mutagenesis",4,"SBRL",NA,NA,NA,NA,NA,NA
"mutagenesis",5,"CBA",2.81,1,1.75,3.5,4,4
"mutagenesis",5,"RIPPER",1.5,1,1.25,1.5,1.75,2
"mutagenesis",5,"SBRL",1,1,1,1,1,1
"mutagenesis",6,"CBA",2,2,2,2,2,2
"mutagenesis",6,"RIPPER",2.67,2,2.5,3,3,3
"mutagenesis",6,"SBRL",1,1,1,1,1,1
"mutagenesis",7,"CBA",2,2,2,2,2,2
"mutagenesis",7,"RIPPER",2.67,2,2,2,3,4
"mutagenesis",7,"SBRL",1,1,1,1,1,1
"mutagenesis",8,"CBA",3,3,3,3,3,3
"mutagenesis",8,"RIPPER",2.33,2,2,2,2.5,3
"mutagenesis",8,"SBRL",1,1,1,1,1,1
"mutagenesis",9,"CBA",3,1,2,4,4,4
"mutagenesis",9,"RIPPER",3,3,3,3,3,3
"mutagenesis",9,"SBRL",1,1,1,1,1,1
"mutagenesis",10,"CBA",3,3,3,3,3,3
"mutagenesis",10,"RIPPER",3.33,3,3,3,3.5,4
"mutagenesis",10,"SBRL",1,1,1,1,1,1
