"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"texture",1,"CBA",3.52,1,3,4,4,4
"texture",1,"RIPPER",3.31,1,2,3,4,6
"texture",2,"CBA",3.54,1,3,4,4,4
"texture",2,"RIPPER",3.94,1,3,4,5,8
"texture",3,"CBA",3.47,1,3,4,4,4
"texture",3,"RIPPER",3.71,1,3,3,5,7
"texture",4,"CBA",3.58,1,3,4,4,4
"texture",4,"RIPPER",3.83,1,3,3,5,8
"texture",5,"CBA",3.5,1,3,4,4,4
"texture",5,"RIPPER",3.67,1,3,3,5,9
"texture",6,"CBA",3.52,1,3,4,4,4
"texture",6,"RIPPER",3.79,1,3,4,5,8
"texture",7,"CBA",3.54,1,3,4,4,4
"texture",7,"RIPPER",3.61,1,3,4,4,7
"texture",8,"CBA",3.51,1,3,4,4,4
"texture",8,"RIPPER",3.73,1,3,3,5,7
"texture",9,"CBA",3.53,1,3,4,4,4
"texture",9,"RIPPER",3.62,1,3,4,4.5,7
"texture",10,"CBA",3.52,1,3,4,4,4
"texture",10,"RIPPER",3.91,1,3,4,5,7
