"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"indian",1,"CBA",2.2,1,2,2,3,4
"indian",1,"RIPPER",5,5,5,5,5,5
"indian",1,"SBRL",1,1,1,1,1,1
"indian",2,"CBA",2.03,1,2,2,2,3
"indian",2,"RIPPER",NA,NA,NA,NA,NA,NA
"indian",2,"SBRL",1,1,1,1,1,1
"indian",3,"CBA",2.1,1,2,2,3,3
"indian",3,"RIPPER",3.5,3,3.25,3.5,3.75,4
"indian",3,"SBRL",2,2,2,2,2,2
"indian",4,"CBA",1.81,1,1,2,2,3
"indian",4,"RIPPER",4,3,3.5,4,4.5,5
"indian",4,"SBRL",2,2,2,2,2,2
"indian",5,"CBA",1.97,1,2,2,2,3
"indian",5,"RIPPER",3,3,3,3,3,3
"indian",5,"SBRL",1.5,1,1.25,1.5,1.75,2
"indian",6,"CBA",2.04,1,2,2,2.25,3
"indian",6,"RIPPER",4,4,4,4,4,4
"indian",6,"SBRL",2,2,2,2,2,2
"indian",7,"CBA",2.17,1,2,2,3,4
"indian",7,"RIPPER",3,3,3,3,3,3
"indian",7,"SBRL",1.5,1,1.25,1.5,1.75,2
"indian",8,"CBA",2,2,2,2,2,2
"indian",8,"RIPPER",5,5,5,5,5,5
"indian",8,"SBRL",2,2,2,2,2,2
"indian",9,"CBA",2.13,1,2,2,2.75,3
"indian",9,"RIPPER",4,4,4,4,4,4
"indian",9,"SBRL",2,2,2,2,2,2
"indian",10,"CBA",2.17,1,2,2,3,4
"indian",10,"RIPPER",4,4,4,4,4,4
"indian",10,"SBRL",1.5,1,1.25,1.5,1.75,2
