"data","iter","CBA","RIPPER","SBRL"
"wisconsin",1,0.217667102813721,0.0223100185394287,1.14309597015381
"wisconsin",2,0.230278015136719,0.0253138542175293,1.15140700340271
"wisconsin",3,0.206949949264526,0.0242230892181396,1.08939099311829
"wisconsin",4,0.234996795654297,0.0233240127563477,1.13347196578979
"wisconsin",5,0.186010122299194,0.0227599143981934,1.1406090259552
"wisconsin",6,0.2359459400177,0.0258421897888184,1.11889314651489
"wisconsin",7,0.215513944625854,0.0237360000610352,1.12517309188843
"wisconsin",8,0.25649094581604,0.0253310203552246,1.14282202720642
"wisconsin",9,0.224518060684204,0.0223779678344727,1.14222693443298
"wisconsin",10,0.197752952575684,0.0263071060180664,1.12200212478638
