"data","iter","CBA","RIPPER","SBRL"
"anneal",1,0.596282958984375,0.146409034729004,NA
"anneal",2,0.486978054046631,0.0556559562683105,NA
"anneal",3,0.621837139129639,0.0615849494934082,NA
"anneal",4,0.438493013381958,0.0386590957641602,NA
"anneal",5,0.40854811668396,0.0365710258483887,NA
"anneal",6,0.528090000152588,0.0416479110717773,NA
"anneal",7,0.42523717880249,0.0408082008361816,NA
"anneal",8,0.416598081588745,0.0483529567718506,NA
"anneal",9,0.348498106002808,0.0370419025421143,NA
"anneal",10,0.426523923873901,0.0368039608001709,NA
